Município;Menor 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 29 anos;30 a 39 anos;40 a 49 anos;50 a 59 anos;60 a 69 anos;70 a 79 anos;80 anos e mais;Idade ignorada;Total
313920 Malacacheta;-;-;-;-;-;1;2;-;-;-;-;1;-;4
313925 Mamonas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
313930 Manga;-;-;-;-;-;-;1;-;-;1;-;1;-;3
313940 Manhuaçu;-;-;-;-;-;-;2;1;1;-;1;1;-;6
313950 Manhumirim;-;-;-;-;-;-;1;-;-;-;2;2;-;5
313960 Mantena;-;-;-;-;-;1;1;1;1;1;-;-;-;5
313980 Mar de Espanha;-;-;-;-;-;-;-;-;-;1;-;-;-;1
313970 Maravilhas;-;-;-;-;-;1;-;-;-;1;-;1;-;3
313990 Maria da Fé;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314000 Mariana;1;-;1;1;-;1;-;2;-;1;1;-;-;8
314010 Marilac;-;-;-;-;-;1;-;-;-;-;-;-;-;1
314015 Mário Campos;-;-;-;-;1;-;-;-;-;1;-;1;-;3
314020 Maripá de Minas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314030 Marliéria;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314040 Marmelópolis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314050 Martinho Campos;-;-;-;-;-;-;-;2;1;-;-;-;-;3
314053 Martins Soares;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314055 Mata Verde;-;-;-;-;-;-;-;1;-;-;-;-;-;1
314060 Materlândia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314070 Mateus Leme;-;-;-;-;1;-;1;-;-;1;3;1;-;7
317150 Mathias Lobato;-;-;-;-;-;-;-;1;-;-;-;-;-;1
314080 Matias Barbosa;-;-;-;-;-;-;-;1;-;-;-;1;-;2
314085 Matias Cardoso;-;-;-;-;-;-;-;-;-;-;1;-;-;1
314090 Matipó;-;-;-;-;-;-;1;-;-;-;-;-;-;1
314100 Mato Verde;-;-;-;-;-;-;-;-;-;-;-;1;-;1
314110 Matozinhos;-;-;-;-;-;-;-;-;-;-;-;1;-;1
314120 Matutina;-;-;-;-;-;1;1;-;-;-;-;-;-;2
314130 Medeiros;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314140 Medina;-;-;1;-;-;1;-;-;-;-;-;-;-;2
314150 Mendes Pimentel;-;-;-;-;-;-;-;1;-;-;1;-;-;2
314160 Mercês;-;-;-;-;-;-;1;-;-;-;1;-;-;2
314170 Mesquita;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314180 Minas Novas;-;-;-;-;-;1;-;-;2;-;-;-;-;3
314190 Minduri;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314200 Mirabela;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314210 Miradouro;-;-;-;-;-;-;1;-;-;-;-;-;-;1
314220 Miraí;-;-;-;-;-;-;-;-;-;-;-;1;-;1
314225 Miravânia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314230 Moeda;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314240 Moema;-;-;-;1;-;1;1;1;-;-;-;-;-;4
314250 Monjolos;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314260 Monsenhor Paulo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314270 Montalvânia;-;-;-;-;-;-;-;-;-;-;1;-;-;1
314280 Monte Alegre de Minas;-;-;-;-;-;-;-;-;-;-;-;2;-;2
314290 Monte Azul;-;-;-;-;-;-;-;-;-;-;-;2;-;2
314300 Monte Belo;-;-;-;-;-;-;-;-;1;-;-;-;-;1
314310 Monte Carmelo;1;-;-;-;-;1;-;-;-;2;1;1;-;6
314315 Monte Formoso;-;-;-;-;-;-;-;-;-;1;-;-;-;1
314320 Monte Santo de Minas;-;-;-;-;1;-;-;-;-;-;-;-;-;1
314340 Monte Sião;-;-;-;-;-;-;1;-;-;-;-;-;-;1
314330 Montes Claros;1;1;-;2;3;10;4;3;3;8;9;12;-;56
314345 Montezuma;-;-;-;-;-;-;-;1;-;-;-;-;-;1
314350 Morada Nova de Minas;-;-;-;-;-;-;-;-;1;1;-;-;-;2
314360 Morro da Garça;-;-;-;-;-;-;-;1;-;-;-;-;-;1
314370 Morro do Pilar;-;-;-;-;-;-;-;-;-;-;-;1;-;1
314380 Munhoz;-;-;-;-;-;1;1;-;-;-;-;-;-;2
314390 Muriaé;-;-;-;-;1;1;1;1;1;1;1;4;-;11
314400 Mutum;-;-;-;-;-;-;-;-;-;-;1;-;-;1
314410 Muzambinho;-;-;-;-;-;-;-;-;-;-;-;1;-;1
314420 Nacip Raydan;-;-;-;-;-;-;-;-;-;-;-;1;-;1
314430 Nanuque;-;-;-;-;-;-;2;-;2;-;-;-;-;4
314435 Naque;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314437 Natalândia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314440 Natércia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314450 Nazareno;-;-;-;-;1;-;-;-;1;-;-;-;-;2
314460 Nepomuceno;-;-;-;-;-;1;-;-;-;-;1;1;-;3
314465 Ninheira;-;-;-;1;-;-;-;-;1;-;-;1;-;3
314467 Nova Belém;-;-;-;-;-;-;-;-;1;-;-;-;-;1
314470 Nova Era;-;-;-;-;-;-;-;-;-;-;-;1;-;1
314480 Nova Lima;-;1;2;-;-;1;2;-;2;-;1;3;-;12
314490 Nova Módica;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314500 Nova Ponte;-;-;-;-;-;-;1;-;-;-;-;1;-;2
314505 Nova Porteirinha;-;-;-;-;1;-;-;-;-;-;-;-;-;1
314510 Nova Resende;-;-;-;-;-;1;-;-;1;-;-;-;-;2
314520 Nova Serrana;-;-;-;1;1;6;-;2;2;3;-;-;-;15
313660 Nova União;-;-;-;-;-;-;-;-;1;-;1;1;-;3
314530 Novo Cruzeiro;-;-;-;-;-;1;3;-;-;1;-;-;-;5
314535 Novo Oriente de Minas;-;-;-;-;-;-;-;-;-;1;-;3;-;4
314537 Novorizonte;-;-;-;-;1;-;-;-;-;-;-;-;-;1
314540 Olaria;-;-;-;-;-;-;1;-;-;-;-;-;-;1
314545 Olhos-d'Água;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314550 Olímpio Noronha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314560 Oliveira;-;-;-;-;-;-;-;-;-;1;-;1;-;2
314570 Oliveira Fortes;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314580 Onça de Pitangui;-;-;-;-;-;-;-;1;-;-;-;-;-;1
314585 Oratórios;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314587 Orizânia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314590 Ouro Branco;-;1;-;-;-;1;-;-;-;-;-;-;-;2
314600 Ouro Fino;-;-;-;-;-;1;-;-;1;-;-;2;-;4
314610 Ouro Preto;-;-;-;-;-;3;1;-;-;1;1;1;-;7
314620 Ouro Verde de Minas;-;-;-;-;-;-;-;-;-;-;1;1;-;2
314625 Padre Carvalho;-;-;-;-;-;-;1;-;-;-;-;-;-;1
314630 Padre Paraíso;-;-;-;1;1;-;1;-;1;-;1;1;-;6
314655 Pai Pedro;-;-;-;-;-;-;-;1;-;-;-;-;-;1
314640 Paineiras;-;-;-;-;-;-;-;1;-;-;-;-;-;1
314650 Pains;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314660 Paiva;-;-;-;-;-;-;-;-;-;-;1;-;-;1
314670 Palma;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314675 Palmópolis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314690 Papagaios;-;-;1;-;-;-;-;1;-;-;1;-;-;3
314710 Pará de Minas;-;-;-;-;2;3;1;1;5;1;3;2;-;18
314700 Paracatu;-;1;-;1;-;4;-;1;3;1;-;-;-;11
314720 Paraguaçu;-;1;-;-;-;-;-;-;-;-;-;1;-;2
314730 Paraisópolis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314740 Paraopeba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314760 Passa Quatro;-;-;-;-;-;-;-;1;-;-;-;-;-;1
314770 Passa Tempo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314780 Passa-Vinte;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314750 Passabém;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314790 Passos;-;-;-;-;-;1;3;1;-;-;1;-;-;6
314795 Patis;-;-;-;-;-;-;-;-;-;-;1;-;-;1
314800 Patos de Minas;-;-;-;-;-;1;-;3;3;3;3;8;-;21
314810 Patrocínio;-;1;-;-;-;1;2;1;4;1;1;1;-;12
314820 Patrocínio do Muriaé;-;-;-;-;-;-;-;-;-;-;1;1;-;2
314830 Paula Cândido;-;-;-;-;-;-;-;-;-;-;-;1;-;1
314840 Paulistas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314850 Pavão;-;-;-;-;-;-;-;-;-;-;1;-;-;1
314860 Peçanha;1;-;-;-;-;1;-;-;-;1;-;2;-;5
314870 Pedra Azul;-;-;-;-;1;1;-;-;-;-;-;1;-;3
314875 Pedra Bonita;-;-;-;-;-;-;-;1;-;-;-;-;-;1
314880 Pedra do Anta;-;-;-;-;-;-;-;-;-;-;-;1;-;1
314890 Pedra do Indaiá;-;-;1;-;-;-;-;1;-;-;-;-;-;2
314900 Pedra Dourada;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314910 Pedralva;-;-;-;-;-;-;-;-;1;-;1;-;-;2
314915 Pedras de Maria da Cruz;-;-;-;-;-;-;1;-;-;-;-;1;-;2
314920 Pedrinópolis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314930 Pedro Leopoldo;-;1;1;-;-;-;-;2;-;1;1;5;-;11
314940 Pedro Teixeira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314950 Pequeri;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314960 Pequi;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314970 Perdigão;-;1;-;-;-;-;-;-;-;-;-;-;-;1
314980 Perdizes;-;-;-;1;-;-;-;-;-;-;-;-;-;1
314990 Perdões;-;-;-;-;-;1;1;-;1;1;-;-;-;4
314995 Periquito;-;-;-;-;-;1;-;-;-;-;-;-;-;1
315000 Pescador;-;-;-;-;-;-;-;-;1;-;1;-;-;2
315010 Piau;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315015 Piedade de Caratinga;-;-;-;-;-;-;-;1;-;-;-;-;-;1
315020 Piedade de Ponte Nova;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315030 Piedade do Rio Grande;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315040 Piedade dos Gerais;-;-;-;-;-;-;1;-;-;-;-;-;-;1
315050 Pimenta;-;-;-;-;-;1;-;-;-;-;-;-;-;1
315053 Pingo-d'Água;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315057 Pintópolis;-;-;-;-;-;-;-;1;-;-;-;-;-;1
315060 Piracema;-;-;-;-;1;-;-;-;-;-;-;-;-;1
315070 Pirajuba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315080 Piranga;-;-;-;-;-;-;-;-;-;-;1;-;-;1
315090 Piranguçu;-;-;-;-;-;1;-;-;-;-;1;-;-;2
315100 Piranguinho;-;-;-;-;-;-;-;-;-;1;-;-;-;1
315110 Pirapetinga;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315120 Pirapora;-;-;-;-;-;1;1;1;1;-;1;1;-;6
315130 Piraúba;-;-;-;-;-;-;-;-;-;-;-;1;-;1
315140 Pitangui;-;-;-;-;-;-;-;-;-;-;-;1;-;1
315150 Piumhi;-;-;-;-;1;-;-;-;2;-;-;1;-;4
315160 Planura;-;-;-;-;-;1;-;-;-;-;1;1;-;3
315170 Poço Fundo;-;-;-;-;-;-;-;-;-;-;1;-;-;1
315180 Poços de Caldas;-;1;-;-;3;2;4;-;4;3;1;4;-;22
315190 Pocrane;-;-;-;-;1;-;-;-;-;1;1;-;-;3
315200 Pompéu;-;-;-;1;-;-;1;1;-;-;-;2;-;5
315210 Ponte Nova;-;-;-;-;-;1;2;-;1;2;1;4;-;11
315213 Ponto Chique;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315217 Ponto dos Volantes;-;-;-;-;-;-;1;-;-;-;-;-;-;1
315220 Porteirinha;-;-;-;-;-;2;1;-;-;-;-;1;-;4
315230 Porto Firme;-;-;-;-;-;-;1;-;-;1;1;1;-;4
315240 Poté;-;-;-;-;-;1;-;-;1;1;-;-;-;3
315250 Pouso Alegre;1;-;-;-;-;1;1;2;3;2;2;5;-;17
315260 Pouso Alto;-;-;-;-;1;-;-;-;-;-;-;-;-;1
315270 Prados;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315280 Prata;-;-;1;-;-;3;2;-;1;-;-;3;-;10
315290 Pratápolis;-;-;-;-;-;-;-;-;-;-;1;-;-;1
315300 Pratinha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315310 Presidente Bernardes;-;-;-;-;-;-;-;-;-;-;1;2;-;3
315320 Presidente Juscelino;-;-;-;-;-;1;-;-;-;-;-;-;-;1
315330 Presidente Kubitschek;-;-;1;-;-;-;1;1;-;-;-;-;-;3
315340 Presidente Olegário;-;-;-;-;-;-;-;-;-;1;-;1;-;2
315360 Prudente de Morais;-;-;-;-;-;-;-;-;1;-;-;1;-;2
315370 Quartel Geral;-;-;-;-;-;-;-;-;1;-;1;-;-;2
315380 Queluzito;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315390 Raposos;-;-;-;-;-;-;-;-;-;1;-;-;-;1
315400 Raul Soares;-;-;-;-;-;-;-;1;-;-;-;-;-;1
315410 Recreio;-;-;-;-;-;-;-;1;-;-;-;-;-;1
315415 Reduto;-;-;-;-;-;-;-;-;-;-;1;-;-;1
315420 Resende Costa;-;-;-;-;-;-;1;-;-;-;-;-;-;1
315430 Resplendor;-;-;-;-;1;-;-;-;-;-;-;1;-;2
315440 Ressaquinha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315445 Riachinho;-;-;-;-;-;1;1;-;-;-;-;-;-;2
315450 Riacho dos Machados;-;-;-;-;-;1;-;-;-;-;-;-;-;1
315460 Ribeirão das Neves;-;1;1;-;4;3;5;7;4;3;2;3;-;33
315470 Ribeirão Vermelho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315480 Rio Acima;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315490 Rio Casca;-;-;-;2;-;1;-;2;1;-;-;1;-;7
315510 Rio do Prado;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315500 Rio Doce;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315520 Rio Espera;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315530 Rio Manso;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315540 Rio Novo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315550 Rio Paranaíba;-;1;-;-;-;-;-;-;-;1;-;-;-;2
315560 Rio Pardo de Minas;-;-;-;-;-;-;-;-;-;-;-;3;-;3
315570 Rio Piracicaba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315580 Rio Pomba;-;-;-;-;-;-;-;-;-;-;-;1;-;1
315590 Rio Preto;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315600 Rio Vermelho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315610 Ritápolis;-;-;-;-;-;-;-;-;-;-;-;1;-;1
315620 Rochedo de Minas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315630 Rodeiro;-;-;-;-;-;-;1;-;-;-;-;2;-;3
315640 Romaria;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315645 Rosário da Limeira;-;-;-;-;1;1;1;-;-;-;-;-;-;3
315650 Rubelita;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315660 Rubim;-;-;-;-;-;-;-;-;1;-;-;-;-;1
315670 Sabará;1;-;-;-;2;1;1;6;1;2;5;7;-;26
315680 Sabinópolis;-;-;-;-;1;-;-;-;-;-;-;-;-;1
315690 Sacramento;-;-;-;-;-;2;-;1;-;-;1;1;-;5
315700 Salinas;-;-;-;-;-;-;-;1;-;-;1;-;-;2
315710 Salto da Divisa;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315720 Santa Bárbara;-;-;-;1;1;-;-;-;1;-;-;1;-;4
315725 Santa Bárbara do Leste;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315727 Santa Bárbara do Monte Verde;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315730 Santa Bárbara do Tugúrio;-;-;-;-;-;-;-;1;-;-;-;1;-;2
315733 Santa Cruz de Minas;-;-;-;-;-;-;-;-;1;-;-;-;-;1
315737 Santa Cruz de Salinas;-;1;-;-;-;-;-;-;1;-;-;1;-;3
315740 Santa Cruz do Escalvado;-;-;-;-;-;-;-;-;-;-;-;1;-;1
315750 Santa Efigênia de Minas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315760 Santa Fé de Minas;-;-;-;-;-;1;-;-;-;-;-;-;-;1
315765 Santa Helena de Minas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315770 Santa Juliana;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315780 Santa Luzia;-;2;-;-;-;2;2;4;2;4;2;4;-;22
315790 Santa Margarida;-;-;1;-;-;-;-;1;1;-;-;2;-;5
315800 Santa Maria de Itabira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315810 Santa Maria do Salto;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315820 Santa Maria do Suaçuí;-;-;-;-;-;-;-;-;1;-;-;3;-;4
315920 Santa Rita de Caldas;-;-;-;-;-;-;1;-;-;-;-;2;-;3
315940 Santa Rita de Ibitipoca;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315930 Santa Rita de Jacutinga;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315935 Santa Rita de Minas;-;-;1;-;-;1;1;-;-;-;-;-;-;3
315950 Santa Rita do Itueto;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315960 Santa Rita do Sapucaí;-;-;-;-;-;-;-;3;-;-;-;2;-;5
315970 Santa Rosa da Serra;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315980 Santa Vitória;-;-;-;-;-;1;-;-;-;-;-;1;-;2
315830 Santana da Vargem;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315840 Santana de Cataguases;-;-;-;-;-;-;-;-;1;-;-;-;-;1
315850 Santana de Pirapama;-;-;-;-;-;1;-;-;-;-;-;-;-;1
315860 Santana do Deserto;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315870 Santana do Garambéu;-;-;-;-;-;-;1;-;-;-;-;1;-;2
315880 Santana do Jacaré;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315890 Santana do Manhuaçu;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315895 Santana do Paraíso;-;-;-;-;-;1;2;2;-;-;2;2;-;9
315900 Santana do Riacho;-;-;-;-;-;-;-;1;-;-;1;1;-;3
315910 Santana dos Montes;-;-;-;-;-;-;1;-;-;1;-;-;-;2
315990 Santo Antônio do Amparo;-;-;-;-;-;1;-;-;-;-;-;2;-;3
316000 Santo Antônio do Aventureiro;-;-;-;-;-;1;-;-;-;-;-;-;-;1
316010 Santo Antônio do Grama;-;-;-;-;-;-;1;-;-;-;-;-;-;1
316020 Santo Antônio do Itambé;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316030 Santo Antônio do Jacinto;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316040 Santo Antônio do Monte;-;-;-;-;-;-;-;3;1;-;-;3;-;7
316045 Santo Antônio do Retiro;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316050 Santo Antônio do Rio Abaixo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316060 Santo Hipólito;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316070 Santos Dumont;-;-;-;-;-;-;-;-;1;1;-;2;1;5
316080 São Bento Abade;-;-;-;-;-;-;-;-;1;-;-;-;-;1
316090 São Brás do Suaçuí;-;-;-;-;-;-;-;-;-;-;-;1;-;1
316095 São Domingos das Dores;-;-;-;-;-;-;-;1;-;-;-;-;-;1
316100 São Domingos do Prata;-;-;-;-;-;1;1;-;-;-;-;1;-;3
316105 São Félix de Minas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316110 São Francisco;-;-;-;-;-;-;-;1;2;2;-;1;-;6
316120 São Francisco de Paula;-;-;-;-;-;-;-;-;-;-;-;1;-;1
316130 São Francisco de Sales;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316140 São Francisco do Glória;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316150 São Geraldo;-;-;-;-;1;-;-;-;1;-;-;1;-;3
316160 São Geraldo da Piedade;-;-;-;-;1;-;-;-;-;-;-;-;-;1
316165 São Geraldo do Baixio;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316170 São Gonçalo do Abaeté;-;-;1;-;-;-;-;-;-;-;-;-;-;1
316180 São Gonçalo do Pará;-;-;-;-;1;-;-;1;-;-;-;-;-;2
316190 São Gonçalo do Rio Abaixo;-;-;-;1;1;1;-;-;-;-;-;1;-;4
312550 São Gonçalo do Rio Preto;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316200 São Gonçalo do Sapucaí;-;-;-;-;-;1;-;-;-;-;-;1;-;2
316210 São Gotardo;-;-;-;-;-;-;-;1;-;1;2;-;-;4
316220 São João Batista do Glória;-;-;-;-;-;-;-;-;-;-;1;-;-;1
316225 São João da Lagoa;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316230 São João da Mata;-;-;-;-;-;1;-;-;-;-;-;1;-;2
316240 São João da Ponte;-;-;-;-;-;-;1;-;-;1;-;-;-;2
316245 São João das Missões;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316250 São João del Rei;-;-;-;-;1;2;-;3;4;2;1;2;-;15
316255 São João do Manhuaçu;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316257 São João do Manteninha;-;-;-;-;-;-;-;1;-;-;-;-;-;1
316260 São João do Oriente;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316265 São João do Pacuí;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316270 São João do Paraíso;-;-;-;-;-;-;-;-;-;-;-;1;-;1
316280 São João Evangelista;-;-;-;-;-;1;1;-;-;-;-;1;-;3
316290 São João Nepomuceno;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316292 São Joaquim de Bicas;-;-;1;1;1;-;-;-;1;-;-;-;-;4
316294 São José da Barra;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316295 São José da Lapa;-;-;-;-;-;-;-;1;1;-;2;-;-;4
316300 São José da Safira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316310 São José da Varginha;-;-;-;-;-;-;-;-;-;-;-;1;-;1
316320 São José do Alegre;-;-;-;-;-;-;-;-;-;-;-;1;-;1
316330 São José do Divino;-;-;-;-;-;-;-;-;-;-;-;1;-;1
316340 São José do Goiabal;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316350 São José do Jacuri;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316360 São José do Mantimento;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316370 São Lourenço;1;-;-;-;-;1;1;2;1;-;1;2;-;9
316380 São Miguel do Anta;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316390 São Pedro da União;-;-;-;-;-;-;-;-;1;1;1;-;-;3
316410 São Pedro do Suaçuí;-;-;-;-;-;-;1;1;1;-;-;-;-;3
316400 São Pedro dos Ferros;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316420 São Romão;-;-;-;-;-;-;-;1;-;-;-;-;-;1
316430 São Roque de Minas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316440 São Sebastião da Bela Vista;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316443 São Sebastião da Vargem Alegre;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316447 São Sebastião do Anta;-;-;-;-;-;-;-;-;-;-;-;1;-;1
316450 São Sebastião do Maranhão;-;-;-;-;-;-;1;2;-;1;1;-;-;5
316460 São Sebastião do Oeste;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316470 São Sebastião do Paraíso;-;-;-;-;-;1;2;1;-;3;1;2;-;10
316480 São Sebastião do Rio Preto;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316490 São Sebastião do Rio Verde;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316520 São Thomé das Letras;-;-;-;-;-;-;-;-;1;-;-;-;-;1
316500 São Tiago;-;-;-;-;-;-;-;-;-;-;1;-;-;1
316510 São Tomás de Aquino;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316530 São Vicente de Minas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316540 Sapucaí-Mirim;-;1;-;-;-;-;-;-;-;-;-;-;-;1
316550 Sardoá;-;-;-;-;-;1;-;-;-;-;-;-;-;1
316553 Sarzedo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316556 Sem-Peixe;-;-;-;-;-;-;-;-;-;-;-;2;-;2
316557 Senador Amaral;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316560 Senador Cortes;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316570 Senador Firmino;-;-;-;1;-;-;-;-;-;-;1;1;-;3
316580 Senador José Bento;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316590 Senador Modestino Gonçalves;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316600 Senhora de Oliveira;-;-;-;-;-;-;-;1;-;-;1;1;-;3
316610 Senhora do Porto;-;1;-;-;-;-;-;-;-;-;-;-;-;1
316620 Senhora dos Remédios;-;-;-;-;-;-;-;1;-;-;-;-;-;1
316630 Sericita;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316640 Seritinga;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316650 Serra Azul de Minas;-;-;-;-;-;-;-;-;-;-;-;1;-;1
316660 Serra da Saudade;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316680 Serra do Salitre;1;-;-;-;-;-;-;1;-;-;-;-;-;2
316670 Serra dos Aimorés;-;-;-;-;-;-;1;-;-;1;-;-;-;2
316690 Serrania;-;-;-;-;-;1;-;-;-;-;-;-;-;1
316695 Serranópolis de Minas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316700 Serranos;-;-;-;-;-;-;-;-;-;1;-;-;-;1
316710 Serro;-;-;-;-;-;-;-;-;1;-;-;1;-;2
316720 Sete Lagoas;-;-;-;1;2;3;8;3;4;-;6;11;-;38
316555 Setubinha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316730 Silveirânia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316740 Silvianópolis;-;-;-;-;-;-;-;-;-;-;-;1;-;1
316750 Simão Pereira;-;-;-;-;-;-;-;-;-;-;-;1;-;1
316760 Simonésia;1;-;-;-;-;-;1;1;-;-;1;-;-;4
316770 Sobrália;-;-;-;-;-;-;-;-;-;-;1;-;-;1
316780 Soledade de Minas;-;-;-;-;-;-;-;-;-;-;-;1;-;1
316790 Tabuleiro;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316800 Taiobeiras;-;-;-;-;-;-;1;1;-;-;-;1;-;3
316805 Taparuba;-;-;1;-;-;-;-;-;-;-;-;1;-;2
316810 Tapira;-;-;-;-;-;1;-;-;-;-;-;-;-;1
316820 Tapiraí;-;-;-;-;-;-;-;-;-;-;-;-;-;-
