Município;Menor 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 29 anos;30 a 39 anos;40 a 49 anos;50 a 59 anos;60 a 69 anos;70 a 79 anos;80 anos e mais;Idade ignorada;Total
430355 Camargo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430360 Cambará do Sul;-;-;-;-;-;-;1;-;-;1;-;1;-;3
430367 Campestre da Serra;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430370 Campina das Missões;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430380 Campinas do Sul;-;-;-;-;-;1;-;-;-;-;-;-;-;1
430390 Campo Bom;-;-;-;-;-;-;2;1;1;1;2;1;-;8
430400 Campo Novo;-;-;-;-;-;-;-;1;-;-;-;-;-;1
430410 Campos Borges;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430420 Candelária;-;-;-;-;1;1;1;2;-;1;3;1;-;10
430430 Cândido Godói;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430435 Candiota;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430440 Canela;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430450 Canguçu;-;-;-;-;-;-;3;-;1;-;1;-;-;5
430460 Canoas;2;2;-;-;5;5;3;8;5;1;5;11;1;48
430461 Canudos do Vale;-;-;-;-;-;-;-;-;-;1;-;1;-;2
430462 Capão Bonito do Sul;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430463 Capão da Canoa;-;-;-;-;1;1;1;-;3;1;-;2;-;9
430465 Capão do Cipó;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430466 Capão do Leão;-;-;-;-;-;-;1;1;1;1;2;-;-;6
430468 Capela de Santana;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430469 Capitão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430467 Capivari do Sul;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430471 Caraá;-;-;-;-;-;-;-;-;-;1;-;1;-;2
430470 Carazinho;-;-;-;-;-;1;1;-;-;1;-;1;-;4
430480 Carlos Barbosa;-;-;-;-;-;-;-;-;2;1;-;-;-;3
430485 Carlos Gomes;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430490 Casca;-;-;-;-;-;-;-;1;-;-;-;-;-;1
430495 Caseiros;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430500 Catuípe;-;-;-;-;-;-;-;1;-;-;-;-;-;1
430510 Caxias do Sul;2;2;1;-;6;8;3;10;6;3;2;6;-;49
430511 Centenário;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430512 Cerrito;-;-;-;-;-;1;-;-;-;-;-;-;-;1
430513 Cerro Branco;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430515 Cerro Grande;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430517 Cerro Grande do Sul;-;-;-;-;-;1;1;1;-;-;-;-;-;3
430520 Cerro Largo;1;-;-;-;1;-;-;-;-;-;-;-;-;2
430530 Chapada;-;1;-;-;-;-;1;-;-;1;-;-;-;3
430535 Charqueadas;-;-;-;-;-;-;-;-;-;-;-;1;-;1
430537 Charrua;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430540 Chiapetta;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430543 Chuí;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430544 Chuvisca;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430545 Cidreira;-;-;-;-;-;-;1;-;1;-;-;-;-;2
430550 Ciríaco;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430558 Colinas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430560 Colorado;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430570 Condor;-;-;-;-;-;-;-;1;-;-;-;-;-;1
430580 Constantina;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430583 Coqueiro Baixo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430585 Coqueiros do Sul;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430587 Coronel Barros;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430590 Coronel Bicaco;-;-;-;-;-;-;-;2;-;-;-;1;-;3
430593 Coronel Pilar;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430595 Cotiporã;-;-;-;-;-;-;-;-;-;-;1;2;-;3
430597 Coxilha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430600 Crissiumal;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430605 Cristal;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430607 Cristal do Sul;-;-;-;-;-;-;-;-;2;-;-;-;-;2
430610 Cruz Alta;1;-;-;-;-;1;-;-;2;1;1;-;-;6
430613 Cruzaltense;-;-;-;-;-;-;-;-;1;-;-;-;-;1
430620 Cruzeiro do Sul;-;-;-;-;-;-;-;1;1;1;-;-;-;3
430630 David Canabarro;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430632 Derrubadas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430635 Dezesseis de Novembro;-;-;-;-;-;-;-;-;-;-;1;-;-;1
430637 Dilermando de Aguiar;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430640 Dois Irmãos;-;-;-;-;-;-;-;-;-;-;-;1;-;1
430642 Dois Irmãos das Missões;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430645 Dois Lajeados;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430650 Dom Feliciano;-;-;-;-;1;-;-;-;-;-;-;-;-;1
430660 Dom Pedrito;-;-;-;-;-;-;-;1;-;-;-;-;-;1
430655 Dom Pedro de Alcântara;-;-;-;-;-;-;-;-;-;-;-;1;-;1
430670 Dona Francisca;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430673 Doutor Maurício Cardoso;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430675 Doutor Ricardo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430676 Eldorado do Sul;-;-;-;-;-;1;1;-;-;-;-;-;-;2
430680 Encantado;-;-;-;1;-;2;-;-;-;1;-;2;-;6
430690 Encruzilhada do Sul;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430692 Engenho Velho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430695 Entre Rios do Sul;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430693 Entre-Ijuís;-;-;-;-;-;-;-;-;1;-;-;-;-;1
430697 Erebango;-;-;-;-;-;-;-;1;-;-;-;-;-;1
430700 Erechim;-;1;-;-;1;1;1;4;-;1;1;2;-;12
430705 Ernestina;-;-;-;-;-;-;-;-;-;-;1;-;-;1
430720 Erval Grande;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430730 Erval Seco;-;-;-;-;-;-;-;-;-;-;-;3;-;3
430740 Esmeralda;-;-;-;-;-;-;-;-;-;-;1;-;-;1
430745 Esperança do Sul;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430750 Espumoso;-;-;-;-;-;-;-;1;-;-;-;1;-;2
430755 Estação;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430760 Estância Velha;-;-;-;-;-;-;-;1;-;-;-;1;-;2
430770 Esteio;-;-;-;-;1;1;1;-;-;1;1;3;-;8
430780 Estrela;-;-;-;-;-;-;-;3;-;-;-;-;-;3
430781 Estrela Velha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430783 Eugênio de Castro;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430786 Fagundes Varela;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430790 Farroupilha;-;-;-;1;-;1;1;4;-;-;1;-;-;8
430800 Faxinal do Soturno;-;-;-;-;-;1;-;-;-;-;-;-;-;1
430805 Faxinalzinho;-;-;-;-;-;-;1;-;-;-;-;-;-;1
430807 Fazenda Vilanova;-;-;-;-;-;-;1;-;-;-;-;-;-;1
430810 Feliz;-;-;-;-;-;-;-;1;1;1;-;-;-;3
430820 Flores da Cunha;-;-;-;-;-;1;-;-;-;2;1;1;-;5
430825 Floriano Peixoto;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430830 Fontoura Xavier;-;-;-;-;-;-;-;-;-;-;-;2;-;2
430840 Formigueiro;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430843 Forquetinha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430845 Fortaleza dos Valos;-;-;-;-;-;-;-;1;-;-;-;1;-;2
430850 Frederico Westphalen;-;-;-;-;1;1;-;1;-;-;1;-;-;4
430860 Garibaldi;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430865 Garruchos;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430870 Gaurama;-;-;-;-;-;2;-;-;-;-;-;-;-;2
430880 General Câmara;-;-;-;-;-;-;1;-;-;-;-;-;-;1
430885 Gentil;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430890 Getúlio Vargas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430900 Giruá;-;-;-;-;-;-;1;-;1;-;1;-;-;3
430905 Glorinha;-;-;-;-;-;-;1;-;1;-;-;-;-;2
430910 Gramado;-;-;-;-;-;-;-;-;-;-;1;-;-;1
430912 Gramado dos Loureiros;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430915 Gramado Xavier;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430920 Gravataí;-;-;-;-;1;6;2;4;3;5;1;14;-;36
430925 Guabiju;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430930 Guaíba;-;-;-;-;3;3;-;2;-;-;-;1;-;9
430940 Guaporé;-;-;-;1;-;1;1;1;-;-;-;-;-;4
430950 Guarani das Missões;-;-;-;-;-;-;-;-;-;-;-;1;-;1
430955 Harmonia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430710 Herval;-;-;-;-;-;1;-;-;-;-;-;-;-;1
430957 Herveiras;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430960 Horizontina;-;-;-;-;-;-;1;-;-;1;2;-;-;4
430965 Hulha Negra;-;-;-;-;-;-;-;-;-;-;-;-;-;-
430970 Humaitá;-;-;-;-;-;-;1;-;-;1;-;-;-;2
430975 Ibarama;-;-;-;-;-;-;-;-;-;-;-;1;-;1
430980 Ibiaçá;-;-;-;-;-;-;-;-;-;-;1;-;-;1
430990 Ibiraiaras;-;-;-;-;1;-;-;-;-;-;-;-;-;1
430995 Ibirapuitã;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431000 Ibirubá;-;-;-;-;-;-;-;1;-;-;-;1;-;2
431010 Igrejinha;-;-;-;-;2;-;-;3;-;1;1;1;-;8
431020 Ijuí;-;-;-;-;3;2;-;2;1;-;1;2;-;11
431030 Ilópolis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431033 Imbé;1;-;-;-;1;1;-;-;1;-;-;-;-;4
431036 Imigrante;-;-;-;-;-;-;-;-;-;-;1;-;-;1
431040 Independência;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431041 Inhacorá;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431043 Ipê;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431046 Ipiranga do Sul;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431050 Iraí;-;-;-;-;-;-;-;1;-;-;-;-;-;1
431053 Itaara;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431055 Itacurubi;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431057 Itapuca;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431060 Itaqui;-;-;-;-;-;1;2;-;-;1;1;1;-;6
431065 Itati;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431070 Itatiba do Sul;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431075 Ivorá;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431080 Ivoti;-;-;-;-;1;-;1;-;-;-;2;-;-;4
431085 Jaboticaba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431087 Jacuizinho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431090 Jacutinga;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431100 Jaguarão;-;-;-;-;1;-;-;-;1;-;-;-;-;2
431110 Jaguari;-;-;-;-;1;1;-;1;-;1;1;-;-;5
431112 Jaquirana;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431113 Jari;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431115 Jóia;-;-;-;-;-;-;1;-;-;-;-;1;-;2
431120 Júlio de Castilhos;-;-;-;1;1;-;1;-;-;-;-;-;-;3
431123 Lagoa Bonita do Sul;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431127 Lagoa dos Três Cantos;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431130 Lagoa Vermelha;-;-;-;-;-;-;1;-;-;-;1;1;-;3
431125 Lagoão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431140 Lajeado;-;-;-;-;1;1;-;2;1;3;-;1;-;9
431142 Lajeado do Bugre;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431150 Lavras do Sul;-;-;-;-;-;-;-;-;-;-;1;1;-;2
431160 Liberato Salzano;-;-;-;-;1;-;-;-;-;-;1;-;-;2
431162 Lindolfo Collor;-;-;-;-;-;-;1;-;-;-;-;-;-;1
431164 Linha Nova;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431171 Maçambará;-;1;-;-;-;-;-;-;1;-;-;-;-;2
431170 Machadinho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431173 Mampituba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431175 Manoel Viana;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431177 Maquiné;-;-;-;-;-;-;-;-;1;1;-;1;-;3
431179 Maratá;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431180 Marau;-;-;-;-;1;-;3;1;-;-;2;-;-;7
431190 Marcelino Ramos;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431198 Mariana Pimentel;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431200 Mariano Moro;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431205 Marques de Souza;-;-;-;-;-;-;-;-;1;-;-;-;-;1
431210 Mata;-;-;-;-;-;1;-;-;-;1;-;1;-;3
431213 Mato Castelhano;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431215 Mato Leitão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431217 Mato Queimado;-;-;-;-;-;1;-;-;-;-;-;-;-;1
431220 Maximiliano de Almeida;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431225 Minas do Leão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431230 Miraguaí;-;-;-;-;-;1;-;-;-;-;-;-;-;1
431235 Montauri;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431237 Monte Alegre dos Campos;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431238 Monte Belo do Sul;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431240 Montenegro;-;-;-;-;2;2;1;-;1;1;1;2;-;10
431242 Mormaço;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431244 Morrinhos do Sul;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431245 Morro Redondo;-;-;-;-;-;-;-;-;-;1;-;-;-;1
431247 Morro Reuter;-;-;-;-;-;-;-;-;-;-;1;-;-;1
431250 Mostardas;-;-;-;-;-;1;-;-;-;-;-;-;-;1
431260 Muçum;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431261 Muitos Capões;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431262 Muliterno;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431265 Não-Me-Toque;-;-;1;-;-;1;-;-;-;-;-;-;-;2
431267 Nicolau Vergueiro;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431270 Nonoai;-;-;-;-;-;1;-;-;-;-;-;-;-;1
431275 Nova Alvorada;-;-;-;-;-;-;-;-;1;-;-;1;-;2
431280 Nova Araçá;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431290 Nova Bassano;-;-;-;-;-;-;-;-;1;-;-;-;-;1
431295 Nova Boa Vista;-;-;-;-;-;-;-;-;-;-;-;1;-;1
431300 Nova Bréscia;-;-;-;-;-;-;-;-;-;1;-;-;-;1
431301 Nova Candelária;-;-;-;-;-;-;-;-;-;-;-;1;-;1
431303 Nova Esperança do Sul;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431306 Nova Hartz;-;-;-;-;-;-;-;-;-;-;-;1;-;1
431308 Nova Pádua;-;-;-;-;-;-;-;-;-;-;-;1;-;1
431310 Nova Palma;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431320 Nova Petrópolis;-;-;-;-;-;1;-;-;-;-;-;1;-;2
431330 Nova Prata;-;-;-;-;-;-;1;-;-;-;1;-;-;2
431333 Nova Ramada;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431335 Nova Roma do Sul;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431337 Nova Santa Rita;-;-;-;-;-;1;-;1;-;-;1;1;-;4
431349 Novo Barreiro;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431339 Novo Cabrais;-;-;-;-;-;-;-;-;-;-;1;-;-;1
431340 Novo Hamburgo;-;1;-;1;1;6;4;2;3;1;3;4;-;26
431342 Novo Machado;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431344 Novo Tiradentes;-;-;-;-;1;-;-;-;-;-;-;1;-;2
431346 Novo Xingu;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431350 Osório;-;1;-;-;-;2;1;2;-;1;-;3;-;10
431360 Paim Filho;-;-;-;-;-;-;-;-;1;-;-;-;-;1
431365 Palmares do Sul;-;-;-;-;1;-;-;-;-;-;-;-;-;1
431370 Palmeira das Missões;1;-;-;-;-;3;-;-;-;1;-;-;-;5
431380 Palmitinho;-;-;-;-;-;-;-;-;-;-;-;1;-;1
431390 Panambi;-;1;-;-;-;3;1;-;-;1;-;1;-;7
431395 Pantano Grande;-;-;-;-;-;1;-;-;-;2;-;-;-;3
431400 Paraí;-;-;-;-;-;1;-;-;-;-;-;2;-;3
431402 Paraíso do Sul;-;-;-;-;-;-;-;-;-;-;1;-;-;1
431403 Pareci Novo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431405 Parobé;-;-;-;-;-;2;2;1;1;-;-;-;-;6
431406 Passa Sete;-;-;-;-;-;-;-;-;2;-;-;-;-;2
431407 Passo do Sobrado;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431410 Passo Fundo;-;-;-;-;1;8;1;3;-;3;4;5;-;25
431413 Paulo Bento;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431415 Paverama;-;-;-;1;-;-;-;-;-;-;-;-;-;1
431417 Pedras Altas;-;-;-;-;-;-;-;-;-;-;1;-;-;1
431420 Pedro Osório;-;-;1;-;-;-;-;1;-;1;-;-;-;3
431430 Pejuçara;-;-;-;-;-;-;-;1;-;1;-;-;-;2
431440 Pelotas;3;-;-;2;-;6;2;4;4;7;6;13;-;47
431442 Picada Café;-;-;-;-;-;-;-;-;-;-;1;-;-;1
431445 Pinhal;-;-;-;-;-;-;-;1;-;-;-;-;-;1
431446 Pinhal da Serra;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431447 Pinhal Grande;-;-;-;-;-;-;-;-;-;-;1;-;-;1
431449 Pinheirinho do Vale;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431450 Pinheiro Machado;-;-;-;-;-;-;-;1;-;1;-;-;-;2
431454 Pinto Bandeira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431455 Pirapó;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431460 Piratini;-;-;-;-;-;-;-;-;-;-;-;3;-;3
431470 Planalto;-;-;-;-;-;-;1;-;-;-;-;1;-;2
431475 Poço das Antas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431477 Pontão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431478 Ponte Preta;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431480 Portão;-;-;-;-;-;1;-;-;2;-;1;1;-;5
431490 Porto Alegre;2;4;2;2;11;25;22;16;19;16;22;46;-;187
431500 Porto Lucena;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431505 Porto Mauá;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431507 Porto Vera Cruz;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431510 Porto Xavier;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431513 Pouso Novo;-;-;-;-;-;-;-;-;-;-;-;1;-;1
431514 Presidente Lucena;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431515 Progresso;-;-;-;-;-;-;1;1;-;-;-;-;-;2
431517 Protásio Alves;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431520 Putinga;-;-;-;-;-;-;-;-;-;1;-;-;-;1
431530 Quaraí;1;-;-;-;-;-;1;-;-;-;-;2;-;4
431531 Quatro Irmãos;-;-;-;-;-;-;1;-;-;-;-;-;-;1
431532 Quevedos;-;-;-;-;-;-;-;-;-;-;-;1;-;1
431535 Quinze de Novembro;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431540 Redentora;1;-;-;-;-;-;-;-;-;1;-;-;-;2
431545 Relvado;-;-;-;-;-;-;-;-;-;-;-;1;-;1
431550 Restinga Sêca;-;-;-;-;-;-;-;-;-;2;-;-;-;2
431555 Rio dos Índios;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431560 Rio Grande;2;2;-;-;3;3;2;2;5;3;4;7;-;33
431570 Rio Pardo;-;-;-;-;-;-;1;-;2;1;-;3;-;7
431575 Riozinho;-;-;-;-;-;-;-;-;-;-;-;1;-;1
431580 Roca Sales;-;-;-;-;-;-;1;-;-;-;-;1;-;2
431590 Rodeio Bonito;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431595 Rolador;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431600 Rolante;-;-;-;-;-;-;-;1;1;-;-;2;-;4
431610 Ronda Alta;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431620 Rondinha;-;-;-;-;-;-;1;-;1;-;-;1;-;3
431630 Roque Gonzales;-;-;-;-;-;-;-;2;1;-;-;1;-;4
431640 Rosário do Sul;1;-;-;-;-;1;-;1;1;-;-;-;-;4
431642 Sagrada Família;-;-;-;-;-;-;-;1;-;-;-;-;-;1
431643 Saldanha Marinho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431645 Salto do Jacuí;-;-;-;-;-;1;2;-;-;1;-;1;-;5
431647 Salvador das Missões;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431650 Salvador do Sul;-;-;-;-;1;-;-;-;-;-;-;1;-;2
431660 Sananduva;-;-;-;-;-;-;-;-;-;1;1;-;-;2
431710 Sant'Ana do Livramento;-;1;1;-;-;1;1;-;2;2;-;1;-;9
431670 Santa Bárbara do Sul;1;-;-;-;-;2;-;1;-;-;-;-;-;4
431673 Santa Cecília do Sul;-;-;-;-;-;1;-;-;-;-;-;-;-;1
431675 Santa Clara do Sul;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431680 Santa Cruz do Sul;-;-;-;-;1;1;1;4;3;4;-;4;-;18
431697 Santa Margarida do Sul;-;-;-;-;-;-;1;-;-;-;-;-;-;1
431690 Santa Maria;-;1;2;-;1;9;4;3;2;1;3;14;-;40
431695 Santa Maria do Herval;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431720 Santa Rosa;-;-;-;-;1;1;-;1;1;1;-;-;-;5
431725 Santa Tereza;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431730 Santa Vitória do Palmar;-;-;-;-;-;1;-;1;2;-;-;-;-;4
431700 Santana da Boa Vista;-;-;-;-;-;-;-;-;-;1;-;1;-;2
431740 Santiago;-;1;-;1;-;1;1;-;1;-;-;2;-;7
431750 Santo Ângelo;-;-;-;-;2;1;-;1;2;2;3;7;-;18
431760 Santo Antônio da Patrulha;-;-;-;-;-;-;-;1;-;-;1;2;-;4
431770 Santo Antônio das Missões;-;-;-;-;-;-;-;-;1;1;-;1;-;3
431755 Santo Antônio do Palma;-;-;-;-;-;-;-;-;-;-;-;1;-;1
431775 Santo Antônio do Planalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431780 Santo Augusto;-;-;-;-;-;-;-;-;1;2;1;-;-;4
431790 Santo Cristo;-;-;-;-;-;4;2;1;1;-;-;1;-;9
431795 Santo Expedito do Sul;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431800 São Borja;-;-;-;-;-;-;-;-;1;2;1;1;-;5
431805 São Domingos do Sul;-;-;-;-;-;-;-;-;-;1;-;-;-;1
431810 São Francisco de Assis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431820 São Francisco de Paula;-;-;-;-;-;1;-;1;-;2;-;-;-;4
431830 São Gabriel;-;-;1;-;-;1;-;-;1;-;-;3;-;6
431840 São Jerônimo;-;-;-;-;-;-;1;-;-;-;-;1;-;2
431842 São João da Urtiga;-;-;-;-;-;1;-;-;-;-;-;-;-;1
431843 São João do Polêsine;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431844 São Jorge;-;-;-;-;-;-;-;-;-;-;1;-;-;1
431845 São José das Missões;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431846 São José do Herval;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431848 São José do Hortêncio;-;-;-;-;-;-;-;-;-;-;-;1;-;1
431849 São José do Inhacorá;-;-;-;-;-;-;-;-;-;-;-;1;-;1
431850 São José do Norte;-;-;-;-;-;1;-;-;1;-;-;-;-;2
431860 São José do Ouro;-;-;-;-;-;-;-;2;1;-;-;-;-;3
431861 São José do Sul;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431862 São José dos Ausentes;-;-;-;-;-;-;-;-;1;-;-;-;-;1
431870 São Leopoldo;-;-;-;1;4;6;1;1;4;1;1;8;1;28
431880 São Lourenço do Sul;-;-;-;-;-;1;-;-;1;1;3;5;-;11
431890 São Luiz Gonzaga;-;-;-;-;-;1;-;1;-;-;-;-;-;2
431900 São Marcos;-;-;-;-;-;1;-;1;2;1;-;1;-;6
431910 São Martinho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431912 São Martinho da Serra;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431915 São Miguel das Missões;-;-;-;-;-;-;1;-;-;-;-;-;-;1
431920 São Nicolau;-;-;-;-;-;-;1;-;-;-;-;-;-;1
431930 São Paulo das Missões;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431935 São Pedro da Serra;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431936 São Pedro das Missões;-;-;-;-;-;-;-;1;-;-;-;-;-;1
431937 São Pedro do Butiá;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431940 São Pedro do Sul;-;-;-;-;-;-;1;-;-;2;1;-;-;4
431950 São Sebastião do Caí;-;-;-;-;-;-;-;-;-;1;-;1;-;2
431960 São Sepé;-;-;-;-;-;-;-;-;-;1;-;1;-;2
431970 São Valentim;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431971 São Valentim do Sul;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431973 São Valério do Sul;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431975 São Vendelino;-;-;-;-;-;-;-;-;-;-;-;-;-;-
431980 São Vicente do Sul;-;-;-;-;1;-;-;1;-;-;-;-;-;2
431990 Sapiranga;-;-;-;-;1;-;1;-;1;-;2;-;-;5
432000 Sapucaia do Sul;-;-;-;-;1;3;1;4;1;2;3;2;-;17
432010 Sarandi;-;-;-;-;-;1;1;2;-;1;-;2;-;7
432020 Seberi;-;-;-;-;-;1;1;-;1;-;-;-;-;3
