 Óbitos por Causas Externas - Brasil
Óbitos p/Residênc por Município e Faixa Etária
Sexo: Fem
Período:2010
"Município";"Menor 1 ano";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"412590 São Pedro do Paraná";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412600 São Sebastião da Amoreira";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412610 São Tomé";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"412620 Sapopema";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412625 Sarandi";-;1;-;-;3;3;5;1;2;1;1;-;-;17
"412627 Saudade do Iguaçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412630 Sengés";-;-;-;-;-;-;2;-;1;-;-;1;-;4
"412635 Serranópolis do Iguaçu";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"412640 Sertaneja";-;-;-;-;-;-;-;1;-;-;-;1;1;3
"412650 Sertanópolis";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"412660 Siqueira Campos";-;-;-;-;-;-;-;-;-;2;-;-;-;2
"412665 Sulina";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412667 Tamarana";-;-;-;-;-;1;-;-;1;-;-;-;-;2
"412670 Tamboara";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412680 Tapejara";-;-;-;-;1;-;-;-;-;1;-;-;-;2
"412690 Tapira";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412700 Teixeira Soares";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"412710 Telêmaco Borba";-;-;-;-;6;1;1;1;2;-;1;-;-;12
"412720 Terra Boa";-;-;-;-;1;-;-;-;-;2;1;-;-;4
"412730 Terra Rica";-;-;-;-;-;1;-;-;-;-;-;1;-;2
"412740 Terra Roxa";-;-;-;-;-;-;1;2;-;1;1;-;-;5
"412750 Tibagi";-;1;-;-;-;1;-;-;-;1;-;-;-;3
"412760 Tijucas do Sul";-;1;-;-;-;-;2;-;-;-;-;1;-;4
"412770 Toledo";-;1;-;1;-;5;1;5;1;-;5;2;-;21
"412780 Tomazina";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"412785 Três Barras do Paraná";-;1;1;-;-;-;1;-;1;-;-;1;-;5
"412788 Tunas do Paraná";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412790 Tuneiras do Oeste";-;-;-;1;-;-;-;1;-;-;-;-;-;2
"412795 Tupãssi";-;-;-;-;-;-;-;-;1;1;1;1;-;4
"412796 Turvo";1;-;-;-;-;-;-;1;1;-;-;-;-;3
"412800 Ubiratã";-;-;-;-;-;-;1;-;-;-;1;-;-;2
"412810 Umuarama";-;-;1;1;-;2;1;4;2;-;1;3;-;15
"412820 União da Vitória";-;-;-;-;-;4;1;-;1;-;-;1;-;7
"412830 Uniflor";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412840 Uraí";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"412853 Ventania";-;-;-;-;-;1;-;-;-;-;1;-;-;2
"412855 Vera Cruz do Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412860 Verê";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412865 Virmond";-;-;-;-;1;1;-;1;-;-;-;-;-;3
"412870 Vitorino";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"412850 Wenceslau Braz";-;-;-;-;-;1;1;1;-;-;1;2;-;6
"412880 Xambrê";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"410000 Município ignorado - PR";-;-;-;-;-;-;-;-;-;-;-;-;13;13
"420005 Abdon Batista";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420010 Abelardo Luz";-;-;-;1;-;-;1;2;1;1;-;-;-;6
"420020 Agrolândia";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"420030 Agronômica";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"420040 Água Doce";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"420050 Águas de Chapecó";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420055 Águas Frias";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420060 Águas Mornas";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"420070 Alfredo Wagner";-;-;-;-;-;1;1;-;1;-;-;-;-;3
"420075 Alto Bela Vista";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420080 Anchieta";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"420090 Angelina";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420100 Anita Garibaldi";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420110 Anitápolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420120 Antônio Carlos";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420125 Apiúna";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"420127 Arabutã";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420130 Araquari";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"420140 Araranguá";-;-;-;-;1;1;-;-;-;-;1;-;-;3
"420150 Armazém";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"420160 Arroio Trinta";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"420165 Arvoredo";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420170 Ascurra";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420180 Atalanta";-;-;-;-;-;1;-;-;-;1;-;-;-;2
"420190 Aurora";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"420195 Balneário Arroio do Silva";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"420205 Balneário Barra do Sul";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"420200 Balneário Camboriú";-;1;-;-;-;3;5;2;3;3;2;5;-;24
"420207 Balneário Gaivota";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421280 Balneário Piçarras";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"422000 Balneário Rincão";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420208 Bandeirante";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"420209 Barra Bonita";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420210 Barra Velha";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"420213 Bela Vista do Toldo";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"420215 Belmonte";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420220 Benedito Novo";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"420230 Biguaçu";-;1;-;-;-;4;2;-;1;2;3;-;-;13
"420240 Blumenau";-;-;1;-;4;12;6;5;4;1;8;6;-;47
"420243 Bocaina do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420250 Bom Jardim da Serra";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420253 Bom Jesus";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"420257 Bom Jesus do Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420260 Bom Retiro";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420245 Bombinhas";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"420270 Botuverá";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420280 Braço do Norte";-;-;-;-;-;3;-;-;-;-;-;-;-;3
"420285 Braço do Trombudo";-;1;-;-;-;-;-;-;-;-;1;-;-;2
"420287 Brunópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420290 Brusque";-;-;-;-;1;5;1;2;-;-;1;1;-;11
"420300 Caçador";-;-;-;-;1;2;-;2;1;-;2;-;-;8
"420310 Caibi";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"420315 Calmon";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420320 Camboriú";-;-;-;-;2;1;-;-;-;-;-;-;-;3
"420330 Campo Alegre";-;-;-;-;-;-;-;-;1;-;1;-;-;2
"420340 Campo Belo do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420350 Campo Erê";-;-;-;2;-;-;-;-;-;1;-;-;-;3
"420360 Campos Novos";-;-;-;-;1;1;-;1;1;-;-;-;-;4
"420370 Canelinha";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"420380 Canoinhas";-;-;1;-;1;3;3;-;2;1;-;-;-;11
"420325 Capão Alto";-;-;-;-;1;-;-;-;-;1;-;-;-;2
"420390 Capinzal";-;1;-;-;-;-;2;1;-;-;-;-;-;4
"420395 Capivari de Baixo";-;-;-;-;-;1;-;-;-;-;-;1;-;2
"420400 Catanduvas";-;-;-;-;1;-;1;1;1;-;-;-;-;4
"420410 Caxambu do Sul";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"420415 Celso Ramos";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420417 Cerro Negro";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420419 Chapadão do Lageado";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"420420 Chapecó";-;1;-;2;1;4;4;5;4;-;-;1;-;22
"420425 Cocal do Sul";-;-;1;-;-;-;1;-;-;-;-;-;-;2
"420430 Concórdia";-;-;2;1;1;2;1;1;-;-;-;1;-;9
"420435 Cordilheira Alta";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"420440 Coronel Freitas";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"420445 Coronel Martins";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"420455 Correia Pinto";-;1;-;-;-;-;1;1;1;-;-;-;-;4
"420450 Corupá";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"420460 Criciúma";-;1;1;-;3;6;3;6;3;5;5;1;-;34
"420470 Cunha Porã";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"420475 Cunhataí";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"420480 Curitibanos";1;1;1;-;1;2;-;2;-;-;1;-;-;9
"420490 Descanso";-;-;-;-;-;-;-;-;-;-;2;-;-;2
"420500 Dionísio Cerqueira";-;-;1;-;1;1;-;1;-;-;-;-;-;4
"420510 Dona Emma";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420515 Doutor Pedrinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420517 Entre Rios";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420519 Ermo";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420520 Erval Velho";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420530 Faxinal dos Guedes";-;-;-;-;1;1;-;-;-;1;-;-;-;3
"420535 Flor do Sertão";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420540 Florianópolis";-;-;-;1;3;10;10;5;5;2;5;13;-;54
"420543 Formosa do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420545 Forquilhinha";-;-;-;-;-;-;1;-;1;-;-;2;-;4
"420550 Fraiburgo";-;-;-;-;-;-;1;-;-;2;-;-;-;3
"420555 Frei Rogério";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420560 Galvão";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"420570 Garopaba";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"420580 Garuva";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420590 Gaspar";-;-;-;-;-;3;-;2;-;1;-;2;-;8
"420600 Governador Celso Ramos";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420610 Grão Pará";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420620 Gravatal";-;-;-;-;-;-;-;-;1;-;-;1;-;2
"420630 Guabiruba";-;-;-;-;-;1;-;-;1;-;-;1;-;3
"420640 Guaraciaba";-;-;-;-;-;-;-;-;-;-;-;2;-;2
"420650 Guaramirim";-;-;-;-;1;2;1;1;1;-;-;1;-;7
"420660 Guarujá do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420665 Guatambú";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420670 Herval d'Oeste";-;-;-;-;-;1;-;1;-;-;-;1;-;3
"420675 Ibiam";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420680 Ibicaré";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"420690 Ibirama";-;-;-;-;1;-;1;1;-;-;-;-;-;3
"420700 Içara";1;-;-;1;2;1;-;1;-;-;1;-;-;7
"420710 Ilhota";-;1;1;-;-;-;-;-;-;2;-;-;-;4
"420720 Imaruí";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420730 Imbituba";-;2;-;-;-;-;1;3;-;5;-;1;-;12
"420740 Imbuia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420750 Indaial";-;-;-;1;3;1;2;2;-;1;-;-;-;10
"420757 Iomerê";-;-;-;1;-;-;-;-;1;1;-;-;-;3
"420760 Ipira";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420765 Iporã do Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420768 Ipuaçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420770 Ipumirim";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"420775 Iraceminha";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"420780 Irani";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"420785 Irati";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420790 Irineópolis";-;1;-;-;-;1;-;-;1;-;1;-;-;4
"420800 Itá";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"420810 Itaiópolis";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"420820 Itajaí";-;-;-;-;2;1;4;3;2;-;5;4;-;21
"420830 Itapema";-;-;-;-;-;1;-;-;1;1;-;-;-;3
"420840 Itapiranga";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"420845 Itapoá";-;-;-;1;-;-;-;1;-;-;-;2;-;4
"420850 Ituporanga";-;-;-;-;-;2;-;1;-;-;-;-;-;3
"420860 Jaborá";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420870 Jacinto Machado";-;1;-;-;1;-;-;-;-;1;-;-;-;3
"420880 Jaguaruna";-;-;1;-;-;-;-;-;1;-;-;-;-;2
"420890 Jaraguá do Sul";-;-;-;-;2;3;3;2;4;1;-;7;-;22
"420895 Jardinópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420900 Joaçaba";-;1;-;-;1;1;-;1;2;-;1;-;-;7
"420910 Joinville";-;1;-;-;4;3;6;6;4;3;4;1;-;32
"420915 José Boiteux";1;-;-;-;-;-;-;1;-;-;-;-;-;2
"420917 Jupiá";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420920 Lacerdópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420930 Lages";2;1;1;-;4;4;4;2;4;1;5;4;-;32
"420940 Laguna";-;-;-;-;-;-;2;1;2;-;1;1;-;7
"420945 Lajeado Grande";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420950 Laurentino";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420960 Lauro Muller";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"420970 Lebon Régis";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"420980 Leoberto Leal";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"420985 Lindóia do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420990 Lontras";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421000 Luiz Alves";-;-;-;-;-;-;-;-;-;-;-;2;-;2
"421003 Luzerna";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421005 Macieira";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421010 Mafra";-;-;-;-;1;-;3;-;1;-;1;-;-;6
"421020 Major Gercino";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"421030 Major Vieira";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421040 Maracajá";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421050 Maravilha";-;-;-;-;-;-;3;1;1;-;-;-;-;5
"421055 Marema";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421060 Massaranduba";-;-;-;-;-;1;-;-;1;-;-;1;-;3
"421070 Matos Costa";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421080 Meleiro";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421085 Mirim Doce";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"421090 Modelo";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421100 Mondaí";-;-;-;-;-;-;-;-;-;-;1;1;-;2
"421105 Monte Carlo";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"421110 Monte Castelo";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421120 Morro da Fumaça";-;-;-;-;-;1;-;-;-;1;-;-;-;2
"421125 Morro Grande";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421130 Navegantes";-;-;-;1;-;6;-;2;-;-;-;1;-;10
"421140 Nova Erechim";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421145 Nova Itaberaba";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421150 Nova Trento";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421160 Nova Veneza";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"421165 Novo Horizonte";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421170 Orleans";-;-;-;-;-;-;1;1;-;-;-;1;-;3
"421175 Otacílio Costa";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421180 Ouro";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"421185 Ouro Verde";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421187 Paial";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421189 Painel";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421190 Palhoça";-;-;-;1;1;3;2;5;-;-;3;2;-;17
"421200 Palma Sola";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"421205 Palmeira";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421210 Palmitos";-;-;-;-;-;-;-;2;-;1;-;-;-;3
"421220 Papanduva";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421223 Paraíso";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421225 Passo de Torres";-;-;-;-;-;1;-;2;-;-;-;-;-;3
"421227 Passos Maia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421230 Paulo Lopes";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"421240 Pedras Grandes";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421250 Penha";-;-;-;-;-;-;-;2;1;-;-;-;-;3
"421260 Peritiba";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421265 Pescaria Brava";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421270 Petrolândia";-;-;-;-;-;-;-;-;-;-;2;-;-;2
"421290 Pinhalzinho";-;-;-;-;-;1;1;1;-;-;-;1;-;4
"421300 Pinheiro Preto";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421310 Piratuba";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421315 Planalto Alegre";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421320 Pomerode";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"421330 Ponte Alta";-;-;-;-;-;1;1;-;-;1;-;-;-;3
"421335 Ponte Alta do Norte";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421340 Ponte Serrada";-;-;-;-;-;1;-;-;-;-;-;1;-;2
"421350 Porto Belo";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421360 Porto União";-;-;-;-;-;2;2;2;-;-;-;1;-;7
"421370 Pouso Redondo";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421380 Praia Grande";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421390 Presidente Castello Branco";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421400 Presidente Getúlio";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"421410 Presidente Nereu";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421415 Princesa";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"421420 Quilombo";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421430 Rancho Queimado";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421440 Rio das Antas";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"421450 Rio do Campo";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421460 Rio do Oeste";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"421480 Rio do Sul";-;1;-;-;1;3;2;-;3;-;1;2;-;13
"421470 Rio dos Cedros";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"421490 Rio Fortuna";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"421500 Rio Negrinho";-;-;-;-;1;-;-;1;-;-;-;-;-;2
"421505 Rio Rufino";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421507 Riqueza";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"421510 Rodeio";-;-;-;-;-;-;1;1;-;1;-;-;-;3
"421520 Romelândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421530 Salete";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"421535 Saltinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421540 Salto Veloso";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421545 Sangão";-;-;-;-;-;3;-;-;-;-;-;-;-;3
"421550 Santa Cecília";-;-;-;-;1;-;1;1;-;-;-;-;-;3
"421555 Santa Helena";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421560 Santa Rosa de Lima";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"421565 Santa Rosa do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421567 Santa Terezinha";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421568 Santa Terezinha do Progresso";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421569 Santiago do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421570 Santo Amaro da Imperatriz";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421580 São Bento do Sul";-;-;-;1;-;-;-;1;2;1;-;-;-;5
"421575 São Bernardino";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421590 São Bonifácio";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"421600 São Carlos";-;-;-;-;-;-;-;-;-;-;1;1;-;2
"421605 São Cristovão do Sul";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"421610 São Domingos";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"421620 São Francisco do Sul";-;-;-;-;-;2;1;2;-;1;-;-;-;6
"421630 São João Batista";-;-;-;1;-;1;1;1;-;-;2;-;-;6
"421635 São João do Itaperiú";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"421625 São João do Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421640 São João do Sul";-;-;-;-;-;-;-;1;2;-;-;-;-;3
"421650 São Joaquim";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"421660 São José";-;-;-;-;3;4;1;5;3;-;3;1;-;20
"421670 São José do Cedro";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421680 São José do Cerrito";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"421690 São Lourenço do Oeste";-;-;-;1;-;1;-;2;2;1;-;-;-;7
"421700 São Ludgero";-;-;-;1;-;-;-;1;-;-;-;-;-;2
"421710 São Martinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421715 São Miguel da Boa Vista";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421720 São Miguel do Oeste";-;-;-;-;1;-;-;-;1;-;-;-;-;2
"421725 São Pedro de Alcântara";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421730 Saudades";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"421740 Schroeder";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421750 Seara";-;-;-;-;-;1;1;-;1;-;-;2;-;5
"421755 Serra Alta";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421760 Siderópolis";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"421770 Sombrio";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"421775 Sul Brasil";-;1;-;-;-;-;-;-;-;1;-;-;-;2
"421780 Taió";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"421790 Tangará";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421795 Tigrinhos";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421800 Tijucas";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"421810 Timbé do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421820 Timbó";-;-;-;-;-;3;-;1;1;-;1;1;-;7
"421825 Timbó Grande";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"421830 Três Barras";-;-;-;-;-;-;-;-;1;2;-;-;-;3
"421835 Treviso";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421840 Treze de Maio";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"421850 Treze Tílias";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421860 Trombudo Central";-;-;-;-;-;-;-;1;-;1;-;-;-;2
"421870 Tubarão";-;-;-;-;1;3;1;3;4;4;2;4;-;22
"421875 Tunápolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421880 Turvo";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"421885 União do Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421890 Urubici";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421895 Urupema";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421900 Urussanga";-;-;-;-;-;-;1;-;1;-;1;-;-;3
"421910 Vargeão";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421915 Vargem";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421917 Vargem Bonita";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421920 Vidal Ramos";-;-;-;-;-;-;1;-;-;-;2;-;-;3
"421930 Videira";-;-;1;-;1;2;1;2;-;1;-;-;-;8
"421935 Vitor Meireles";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"421940 Witmarsum";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421950 Xanxerê";-;-;1;-;1;3;1;2;-;-;1;-;-;9
"421960 Xavantina";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421970 Xaxim";1;-;-;1;-;-;-;1;-;-;-;-;-;3
"421985 Zortéa";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"420000 Município ignorado - SC";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430003 Aceguá";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430005 Água Santa";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430010 Agudo";-;-;-;-;1;1;1;-;1;-;1;4;-;9
"430020 Ajuricaba";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430030 Alecrim";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430040 Alegrete";1;-;-;1;-;1;1;-;-;-;2;8;-;14
"430045 Alegria";-;-;-;-;-;1;-;1;1;1;-;-;-;4
"430047 Almirante Tamandaré do Sul";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"430050 Alpestre";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"430055 Alto Alegre";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430057 Alto Feliz";-;-;-;-;-;-;-;-;-;-;-;-;-;-
