 Óbitos por Causas Externas - Brasil
Óbitos p/Residênc por Município e Cor/raça
Sexo: Fem
Período:2013
"Município";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"314720 Paraguaçu";2;-;-;-;-;-;2
"314730 Paraisópolis";-;1;-;-;-;-;1
"314740 Paraopeba";-;-;-;-;-;-;-
"314760 Passa Quatro";2;-;-;-;-;-;2
"314770 Passa Tempo";-;-;-;1;-;-;1
"314780 Passa-Vinte";-;1;-;-;-;-;1
"314750 Passabém";-;-;-;1;-;-;1
"314790 Passos";4;-;-;-;-;-;4
"314795 Patis";-;-;-;-;-;-;-
"314800 Patos de Minas";13;1;-;10;-;-;24
"314810 Patrocínio";7;1;-;3;-;-;11
"314820 Patrocínio do Muriaé";1;-;-;-;-;-;1
"314830 Paula Cândido";-;-;-;-;-;1;1
"314840 Paulistas";-;-;-;1;-;-;1
"314850 Pavão";-;-;-;1;-;-;1
"314860 Peçanha";3;-;-;1;-;-;4
"314870 Pedra Azul";-;-;-;2;-;1;3
"314875 Pedra Bonita";-;-;-;-;-;-;-
"314880 Pedra do Anta";-;-;-;-;-;-;-
"314890 Pedra do Indaiá";-;-;-;-;-;-;-
"314900 Pedra Dourada";-;-;-;-;-;-;-
"314910 Pedralva";-;-;-;-;-;-;-
"314915 Pedras de Maria da Cruz";-;-;-;-;-;-;-
"314920 Pedrinópolis";-;-;-;-;-;-;-
"314930 Pedro Leopoldo";-;1;-;3;-;-;4
"314940 Pedro Teixeira";-;-;-;-;-;-;-
"314950 Pequeri";2;-;-;-;-;-;2
"314960 Pequi";-;-;-;1;-;-;1
"314970 Perdigão";-;-;-;-;-;-;-
"314980 Perdizes";-;-;-;-;-;-;-
"314990 Perdões";1;-;-;-;-;1;2
"314995 Periquito";-;-;-;1;-;-;1
"315000 Pescador";-;-;-;1;-;-;1
"315010 Piau";-;-;-;-;-;-;-
"315015 Piedade de Caratinga";-;-;-;-;-;2;2
"315020 Piedade de Ponte Nova";-;-;-;-;-;-;-
"315030 Piedade do Rio Grande";-;1;-;-;-;-;1
"315040 Piedade dos Gerais";-;-;-;-;-;-;-
"315050 Pimenta";-;-;-;-;-;-;-
"315053 Pingo-d'Água";-;-;-;1;-;1;2
"315057 Pintópolis";-;-;-;-;-;-;-
"315060 Piracema";3;-;-;-;-;-;3
"315070 Pirajuba";1;-;-;-;-;1;2
"315080 Piranga";-;-;-;1;-;-;1
"315090 Piranguçu";-;-;-;-;-;-;-
"315100 Piranguinho";1;-;-;-;-;1;2
"315110 Pirapetinga";-;-;-;-;-;-;-
"315120 Pirapora";4;1;-;5;-;-;10
"315130 Piraúba";1;1;-;1;-;-;3
"315140 Pitangui";5;-;-;2;-;2;9
"315150 Piumhi";-;-;-;-;-;-;-
"315160 Planura";1;-;-;-;-;-;1
"315170 Poço Fundo";-;-;-;-;-;-;-
"315180 Poços de Caldas";19;1;-;4;-;-;24
"315190 Pocrane";-;-;-;-;-;-;-
"315200 Pompéu";-;-;-;3;-;2;5
"315210 Ponte Nova";3;-;-;3;-;-;6
"315213 Ponto Chique";-;-;-;-;-;-;-
"315217 Ponto dos Volantes";-;-;-;1;-;-;1
"315220 Porteirinha";2;1;-;6;-;-;9
"315230 Porto Firme";1;-;-;-;-;-;1
"315240 Poté";-;-;-;1;-;-;1
"315250 Pouso Alegre";19;-;-;1;-;-;20
"315260 Pouso Alto";2;-;-;-;-;-;2
"315270 Prados";-;-;-;-;-;-;-
"315280 Prata";3;1;-;2;-;-;6
"315290 Pratápolis";2;-;-;-;-;-;2
"315300 Pratinha";-;-;-;-;-;-;-
"315310 Presidente Bernardes";-;1;-;-;-;-;1
"315320 Presidente Juscelino";-;-;-;-;-;-;-
"315330 Presidente Kubitschek";-;-;-;-;-;-;-
"315340 Presidente Olegário";-;-;-;-;-;-;-
"315360 Prudente de Morais";-;-;-;-;-;-;-
"315370 Quartel Geral";-;-;-;-;-;-;-
"315380 Queluzito";-;-;-;-;-;-;-
"315390 Raposos";-;-;-;-;-;-;-
"315400 Raul Soares";1;-;-;2;-;-;3
"315410 Recreio";-;-;-;-;-;-;-
"315415 Reduto";-;-;-;1;-;-;1
"315420 Resende Costa";1;-;-;1;-;-;2
"315430 Resplendor";2;-;-;3;-;-;5
"315440 Ressaquinha";-;-;-;-;-;-;-
"315445 Riachinho";-;-;-;-;-;-;-
"315450 Riacho dos Machados";-;-;-;-;-;-;-
"315460 Ribeirão das Neves";11;3;-;18;-;-;32
"315470 Ribeirão Vermelho";1;-;-;-;-;-;1
"315480 Rio Acima";1;-;-;-;-;-;1
"315490 Rio Casca";-;-;-;2;-;-;2
"315510 Rio do Prado";-;-;-;-;-;-;-
"315500 Rio Doce";-;-;-;-;-;-;-
"315520 Rio Espera";-;-;-;-;-;-;-
"315530 Rio Manso";1;-;-;-;-;-;1
"315540 Rio Novo";1;1;-;-;-;-;2
"315550 Rio Paranaíba";-;-;-;-;-;-;-
"315560 Rio Pardo de Minas";-;-;-;2;-;-;2
"315570 Rio Piracicaba";-;1;-;1;-;-;2
"315580 Rio Pomba";3;-;-;1;-;-;4
"315590 Rio Preto";-;-;-;1;-;-;1
"315600 Rio Vermelho";-;-;-;-;-;-;-
"315610 Ritápolis";-;-;-;1;-;-;1
"315620 Rochedo de Minas";-;-;-;-;-;-;-
"315630 Rodeiro";-;-;-;-;-;-;-
"315640 Romaria";-;-;-;-;-;-;-
"315645 Rosário da Limeira";1;-;-;-;-;-;1
"315650 Rubelita";-;1;-;7;-;-;8
"315660 Rubim";-;-;-;-;-;-;-
"315670 Sabará";7;1;-;11;-;-;19
"315680 Sabinópolis";1;-;-;2;-;-;3
"315690 Sacramento";3;1;-;-;-;-;4
"315700 Salinas";2;-;-;1;-;-;3
"315710 Salto da Divisa";-;-;-;1;-;-;1
"315720 Santa Bárbara";2;-;-;1;-;-;3
"315725 Santa Bárbara do Leste";1;-;-;-;-;-;1
"315727 Santa Bárbara do Monte Verde";1;-;-;-;-;1;2
"315730 Santa Bárbara do Tugúrio";-;-;-;-;-;-;-
"315733 Santa Cruz de Minas";1;-;-;1;-;-;2
"315737 Santa Cruz de Salinas";-;-;-;1;-;-;1
"315740 Santa Cruz do Escalvado";-;-;-;-;-;-;-
"315750 Santa Efigênia de Minas";-;-;-;-;-;1;1
"315760 Santa Fé de Minas";-;-;-;1;-;-;1
"315765 Santa Helena de Minas";-;-;-;-;-;-;-
"315770 Santa Juliana";2;-;-;-;-;1;3
"315780 Santa Luzia";9;2;-;11;-;-;22
"315790 Santa Margarida";1;-;-;1;-;-;2
"315800 Santa Maria de Itabira";-;1;-;-;-;-;1
"315810 Santa Maria do Salto";-;-;-;-;-;-;-
"315820 Santa Maria do Suaçuí";1;-;-;2;-;-;3
"315920 Santa Rita de Caldas";3;-;-;-;-;-;3
"315940 Santa Rita de Ibitipoca";-;-;-;-;-;-;-
"315930 Santa Rita de Jacutinga";2;1;-;-;-;-;3
"315935 Santa Rita de Minas";-;-;-;-;-;-;-
"315950 Santa Rita do Itueto";-;-;-;-;-;-;-
"315960 Santa Rita do Sapucaí";4;-;-;3;-;-;7
"315970 Santa Rosa da Serra";-;-;-;-;-;-;-
"315980 Santa Vitória";1;-;-;-;-;-;1
"315830 Santana da Vargem";-;-;-;-;-;-;-
"315840 Santana de Cataguases";-;1;-;-;-;-;1
"315850 Santana de Pirapama";-;-;-;-;-;-;-
"315860 Santana do Deserto";-;-;-;1;-;-;1
"315870 Santana do Garambéu";-;-;-;-;-;-;-
"315880 Santana do Jacaré";-;-;-;-;-;-;-
"315890 Santana do Manhuaçu";1;2;-;2;-;-;5
"315895 Santana do Paraíso";2;-;-;2;-;-;4
"315900 Santana do Riacho";-;-;-;-;-;-;-
"315910 Santana dos Montes";-;-;-;-;-;-;-
"315990 Santo Antônio do Amparo";-;-;-;1;-;1;2
"316000 Santo Antônio do Aventureiro";-;-;-;-;-;-;-
"316010 Santo Antônio do Grama";-;-;-;-;-;-;-
"316020 Santo Antônio do Itambé";-;1;-;-;-;-;1
"316030 Santo Antônio do Jacinto";-;-;-;1;-;-;1
"316040 Santo Antônio do Monte";6;-;-;-;-;-;6
"316045 Santo Antônio do Retiro";1;-;-;-;-;-;1
"316050 Santo Antônio do Rio Abaixo";-;-;-;-;-;-;-
"316060 Santo Hipólito";-;-;-;-;-;-;-
"316070 Santos Dumont";2;-;-;-;-;1;3
"316080 São Bento Abade";1;-;-;-;-;-;1
"316090 São Brás do Suaçuí";-;-;-;1;-;-;1
"316095 São Domingos das Dores";-;-;-;-;-;-;-
"316100 São Domingos do Prata";2;-;-;-;-;-;2
"316105 São Félix de Minas";1;-;-;-;-;-;1
"316110 São Francisco";4;-;-;1;-;2;7
"316120 São Francisco de Paula";-;-;-;-;-;-;-
"316130 São Francisco de Sales";1;-;-;-;-;-;1
"316140 São Francisco do Glória";1;-;-;-;-;-;1
"316150 São Geraldo";1;-;-;-;-;-;1
"316160 São Geraldo da Piedade";-;-;-;-;-;-;-
"316165 São Geraldo do Baixio";-;-;-;-;-;-;-
"316170 São Gonçalo do Abaeté";-;-;-;-;-;1;1
"316180 São Gonçalo do Pará";1;-;-;1;-;1;3
"316190 São Gonçalo do Rio Abaixo";-;-;-;1;-;-;1
"312550 São Gonçalo do Rio Preto";-;-;-;-;-;-;-
"316200 São Gonçalo do Sapucaí";1;-;-;-;-;-;1
"316210 São Gotardo";-;1;-;-;-;-;1
"316220 São João Batista do Glória";-;-;-;-;-;-;-
"316225 São João da Lagoa";-;-;-;-;-;-;-
"316230 São João da Mata";-;-;-;-;-;-;-
"316240 São João da Ponte";-;-;-;4;-;-;4
"316245 São João das Missões";-;-;-;-;1;-;1
"316250 São João del Rei";7;-;-;1;-;2;10
"316255 São João do Manhuaçu";1;-;-;-;-;-;1
"316257 São João do Manteninha";-;-;-;-;-;-;-
"316260 São João do Oriente";-;-;-;-;-;1;1
"316265 São João do Pacuí";-;-;-;3;-;-;3
"316270 São João do Paraíso";-;-;-;1;-;-;1
"316280 São João Evangelista";1;-;-;-;-;-;1
"316290 São João Nepomuceno";3;-;-;-;-;1;4
"316292 São Joaquim de Bicas";-;1;-;3;-;-;4
"316294 São José da Barra";1;-;-;-;-;-;1
"316295 São José da Lapa";2;2;-;2;-;-;6
"316300 São José da Safira";-;-;-;-;-;-;-
"316310 São José da Varginha";-;-;-;-;-;-;-
"316320 São José do Alegre";-;-;-;-;-;-;-
"316330 São José do Divino";-;-;-;-;-;-;-
"316340 São José do Goiabal";-;-;-;1;-;-;1
"316350 São José do Jacuri";-;-;-;-;-;-;-
"316360 São José do Mantimento";1;-;-;-;-;-;1
"316370 São Lourenço";3;1;-;-;-;-;4
"316380 São Miguel do Anta";-;-;-;1;-;-;1
"316390 São Pedro da União";-;-;-;-;-;-;-
"316410 São Pedro do Suaçuí";-;-;-;-;-;-;-
"316400 São Pedro dos Ferros";-;-;-;-;-;-;-
"316420 São Romão";-;-;-;1;-;-;1
"316430 São Roque de Minas";-;-;-;-;-;-;-
"316440 São Sebastião da Bela Vista";-;-;-;1;-;-;1
"316443 São Sebastião da Vargem Alegre";-;-;-;-;-;-;-
"316447 São Sebastião do Anta";-;-;-;-;-;-;-
"316450 São Sebastião do Maranhão";-;-;-;-;-;-;-
"316460 São Sebastião do Oeste";-;1;-;-;-;-;1
"316470 São Sebastião do Paraíso";1;1;-;-;-;-;2
"316480 São Sebastião do Rio Preto";-;-;-;-;-;-;-
"316490 São Sebastião do Rio Verde";1;-;-;-;-;-;1
"316520 São Thomé das Letras";-;-;-;-;-;-;-
"316500 São Tiago";1;-;-;-;-;-;1
"316510 São Tomás de Aquino";1;-;-;-;-;-;1
"316530 São Vicente de Minas";-;-;-;-;-;-;-
"316540 Sapucaí-Mirim";-;-;-;-;-;-;-
"316550 Sardoá";-;1;-;2;-;-;3
"316553 Sarzedo";1;1;-;-;-;-;2
"316556 Sem-Peixe";-;1;-;-;-;-;1
"316557 Senador Amaral";-;-;-;-;-;-;-
"316560 Senador Cortes";-;-;-;-;-;-;-
"316570 Senador Firmino";-;-;-;1;-;-;1
"316580 Senador José Bento";-;-;-;-;-;-;-
"316590 Senador Modestino Gonçalves";-;-;-;-;-;-;-
"316600 Senhora de Oliveira";-;-;-;-;-;-;-
"316610 Senhora do Porto";-;-;-;-;-;-;-
"316620 Senhora dos Remédios";1;-;-;-;-;-;1
"316630 Sericita";-;-;-;1;-;-;1
"316640 Seritinga";-;-;-;-;-;-;-
"316650 Serra Azul de Minas";-;-;-;-;-;-;-
"316660 Serra da Saudade";-;-;-;-;-;-;-
"316680 Serra do Salitre";-;-;-;1;-;-;1
"316670 Serra dos Aimorés";3;-;-;-;-;-;3
"316690 Serrania";-;-;-;-;-;-;-
"316695 Serranópolis de Minas";-;-;-;-;-;-;-
"316700 Serranos";-;-;-;-;-;-;-
"316710 Serro";1;-;-;-;-;-;1
"316720 Sete Lagoas";5;1;-;13;-;12;31
"316555 Setubinha";-;1;-;1;-;-;2
"316730 Silveirânia";1;-;-;-;-;-;1
"316740 Silvianópolis";1;-;-;-;-;-;1
"316750 Simão Pereira";-;-;-;1;-;-;1
"316760 Simonésia";-;-;-;-;-;-;-
"316770 Sobrália";-;-;-;-;-;-;-
"316780 Soledade de Minas";1;-;-;-;-;-;1
"316790 Tabuleiro";-;-;-;1;-;-;1
"316800 Taiobeiras";-;-;-;1;-;-;1
"316805 Taparuba";-;-;-;-;-;-;-
"316810 Tapira";-;-;-;-;-;-;-
"316820 Tapiraí";-;-;-;-;-;-;-
"316830 Taquaraçu de Minas";-;-;-;-;-;-;-
"316840 Tarumirim";-;-;-;-;-;-;-
"316850 Teixeiras";3;-;-;2;-;1;6
"316860 Teófilo Otoni";5;1;-;16;1;-;23
"316870 Timóteo";2;2;-;3;-;-;7
"316880 Tiradentes";-;-;-;-;-;-;-
"316890 Tiros";-;-;-;-;-;-;-
"316900 Tocantins";1;-;-;3;-;1;5
"316905 Tocos do Moji";-;1;-;-;-;-;1
"316910 Toledo";-;-;-;-;-;-;-
"316920 Tombos";1;-;-;-;-;-;1
"316930 Três Corações";5;-;-;3;-;1;9
"316935 Três Marias";1;-;-;1;-;5;7
"316940 Três Pontas";6;1;-;1;-;2;10
"316950 Tumiritinga";-;1;-;-;-;-;1
"316960 Tupaciguara";2;-;-;-;-;-;2
"316970 Turmalina";-;-;-;-;-;-;-
"316980 Turvolândia";-;-;-;-;-;-;-
"316990 Ubá";5;3;-;5;-;-;13
"317000 Ubaí";-;-;-;-;-;-;-
"317005 Ubaporanga";2;1;-;1;-;1;5
"317010 Uberaba";35;3;-;10;-;1;49
"317020 Uberlândia";38;15;-;18;-;3;74
"317030 Umburatiba";-;-;-;-;-;-;-
"317040 Unaí";3;-;-;6;-;2;11
"317043 União de Minas";-;-;-;1;-;-;1
"317047 Uruana de Minas";-;-;-;1;-;-;1
"317050 Urucânia";-;-;-;-;-;-;-
"317052 Urucuia";-;-;-;1;-;-;1
"317057 Vargem Alegre";-;-;-;1;-;1;2
"317060 Vargem Bonita";1;-;-;-;-;-;1
"317065 Vargem Grande do Rio Pardo";-;-;-;1;-;-;1
"317070 Varginha";8;1;-;5;-;-;14
"317075 Varjão de Minas";-;-;-;-;-;-;-
"317080 Várzea da Palma";1;-;-;1;-;-;2
"317090 Varzelândia";-;-;-;2;-;1;3
"317100 Vazante";-;-;-;-;-;-;-
"317103 Verdelândia";-;2;-;2;-;-;4
"317107 Veredinha";-;-;-;-;-;-;-
"317110 Veríssimo";-;-;-;-;-;-;-
"317115 Vermelho Novo";-;-;-;2;-;-;2
"317120 Vespasiano";7;1;-;11;-;-;19
"317130 Viçosa";8;2;-;1;-;1;12
"317140 Vieiras";-;-;-;-;-;-;-
"317160 Virgem da Lapa";-;-;-;-;-;-;-
"317170 Virgínia";1;-;-;-;-;-;1
"317180 Virginópolis";2;-;-;2;-;-;4
"317190 Virgolândia";-;-;-;-;-;-;-
"317200 Visconde do Rio Branco";2;2;-;3;-;-;7
"317210 Volta Grande";1;-;-;-;-;-;1
"317220 Wenceslau Braz";3;-;-;-;-;-;3
"310000 Município ignorado - MG";2;2;-;11;-;-;15
"320010 Afonso Cláudio";3;-;-;7;-;1;11
"320016 Água Doce do Norte";1;-;-;-;-;-;1
"320013 Águia Branca";-;-;-;-;-;-;-
"320020 Alegre";2;1;-;2;-;-;5
"320030 Alfredo Chaves";1;-;-;-;-;1;2
"320035 Alto Rio Novo";-;-;-;-;-;-;-
"320040 Anchieta";1;-;-;1;-;-;2
"320050 Apiacá";-;-;-;-;-;-;-
"320060 Aracruz";4;1;-;8;-;-;13
"320070 Atilio Vivacqua";-;-;-;-;-;-;-
"320080 Baixo Guandu";8;1;-;1;-;-;10
"320090 Barra de São Francisco";2;-;-;2;-;-;4
"320100 Boa Esperança";-;-;-;3;-;1;4
"320110 Bom Jesus do Norte";2;-;-;-;-;1;3
"320115 Brejetuba";1;1;-;1;-;-;3
"320120 Cachoeiro de Itapemirim";18;2;-;13;-;12;45
"320130 Cariacica";25;3;-;48;-;1;77
"320140 Castelo";10;-;-;1;-;2;13
"320150 Colatina";16;2;-;15;-;-;33
"320160 Conceição da Barra";-;-;-;6;-;-;6
"320170 Conceição do Castelo";1;-;-;-;-;-;1
"320180 Divino de São Lourenço";-;-;-;-;-;-;-
"320190 Domingos Martins";4;-;-;-;-;1;5
"320200 Dores do Rio Preto";-;-;-;1;-;-;1
"320210 Ecoporanga";3;-;-;1;-;-;4
"320220 Fundão";2;-;-;1;-;-;3
"320225 Governador Lindenberg";3;-;-;-;-;-;3
"320230 Guaçuí";1;1;-;1;-;1;4
"320240 Guarapari";11;1;-;9;-;-;21
"320245 Ibatiba";2;-;-;1;-;1;4
"320250 Ibiraçu";-;-;-;2;-;-;2
"320255 Ibitirama";-;-;-;1;-;-;1
"320260 Iconha";-;-;-;-;-;-;-
"320265 Irupi";1;-;-;1;-;1;3
"320270 Itaguaçu";2;2;-;3;-;-;7
"320280 Itapemirim";10;-;-;3;-;1;14
"320290 Itarana";1;-;-;-;-;-;1
"320300 Iúna";3;-;-;-;-;1;4
"320305 Jaguaré";-;-;-;3;-;1;4
"320310 Jerônimo Monteiro";-;-;-;1;-;-;1
"320313 João Neiva";1;-;-;3;-;-;4
"320316 Laranja da Terra";-;-;-;1;-;-;1
"320320 Linhares";4;1;-;17;-;-;22
"320330 Mantenópolis";1;1;-;1;-;-;3
"320332 Marataízes";3;1;-;1;-;-;5
"320334 Marechal Floriano";2;-;-;1;-;1;4
"320335 Marilândia";1;-;-;-;-;-;1
"320340 Mimoso do Sul";4;-;-;1;-;-;5
"320350 Montanha";1;-;-;3;-;-;4
"320360 Mucurici";-;-;-;-;-;1;1
"320370 Muniz Freire";-;-;-;2;-;-;2
"320380 Muqui";2;-;-;-;-;1;3
"320390 Nova Venécia";3;-;-;3;-;2;8
"320400 Pancas";8;-;-;-;-;-;8
"320405 Pedro Canário";1;1;-;-;-;-;2
"320410 Pinheiros";1;-;-;1;-;1;3
"320420 Piúma";-;-;-;1;-;1;2
"320425 Ponto Belo";-;-;-;-;-;-;-
"320430 Presidente Kennedy";-;-;-;3;-;-;3
"320435 Rio Bananal";-;-;-;2;-;-;2
"320440 Rio Novo do Sul";2;-;-;-;-;-;2
"320450 Santa Leopoldina";1;-;-;1;-;-;2
"320455 Santa Maria de Jetibá";6;-;-;2;-;-;8
"320460 Santa Teresa";-;-;-;-;-;-;-
"320465 São Domingos do Norte";3;1;-;1;-;-;5
"320470 São Gabriel da Palha";4;-;-;1;-;-;5
"320480 São José do Calçado";-;-;-;-;-;-;-
"320490 São Mateus";3;4;-;18;-;4;29
"320495 São Roque do Canaã";1;-;-;1;-;-;2
"320500 Serra";34;5;-;58;-;2;99
"320501 Sooretama";2;1;-;4;-;-;7
"320503 Vargem Alta";1;1;-;1;-;1;4
"320506 Venda Nova do Imigrante";3;-;-;1;-;-;4
"320510 Viana";2;1;-;16;-;2;21
"320515 Vila Pavão";-;-;-;1;-;-;1
"320517 Vila Valério";2;-;-;1;-;-;3
"320520 Vila Velha";33;4;-;40;-;3;80
"320530 Vitória";25;3;-;40;-;2;70
"320000 Município ignorado - ES";-;-;-;-;-;1;1
"330010 Angra dos Reis";20;3;-;13;-;1;37
"330015 Aperibé";4;-;-;-;-;-;4
"330020 Araruama";17;1;-;3;-;1;22
"330022 Areal";2;1;-;-;-;-;3
"330023 Armação dos Búzios";3;-;-;2;-;-;5
"330025 Arraial do Cabo";4;-;-;-;-;-;4
"330030 Barra do Piraí";5;1;-;3;-;-;9
"330040 Barra Mansa";19;4;1;9;-;-;33
"330045 Belford Roxo";25;9;-;16;-;1;51
"330050 Bom Jardim";1;-;-;-;-;-;1
"330060 Bom Jesus do Itabapoana";5;-;-;1;-;-;6
"330070 Cabo Frio";10;7;-;9;-;1;27
"330080 Cachoeiras de Macacu";4;1;-;5;-;-;10
"330090 Cambuci";3;-;-;-;-;-;3
"330100 Campos dos Goytacazes";67;16;-;23;-;1;107
"330110 Cantagalo";2;1;-;-;-;-;3
"330093 Carapebus";1;2;-;-;-;-;3
"330115 Cardoso Moreira";1;-;-;-;-;1;2
"330120 Carmo";1;-;1;1;-;-;3
"330130 Casimiro de Abreu";5;-;-;3;-;-;8
"330095 Comendador Levy Gasparian";-;-;-;-;-;-;-
"330140 Conceição de Macabu";2;-;-;2;-;-;4
"330150 Cordeiro";-;1;-;1;-;-;2
"330160 Duas Barras";2;1;-;-;-;-;3
"330170 Duque de Caxias";71;16;-;60;-;2;149
"330180 Engenheiro Paulo de Frontin";-;-;-;-;-;-;-
"330185 Guapimirim";6;1;-;1;-;-;8
"330187 Iguaba Grande";4;1;-;1;-;-;6
"330190 Itaboraí";23;4;-;16;-;2;45
"330200 Itaguaí";8;2;-;7;-;1;18
"330205 Italva";2;2;-;1;-;-;5
"330210 Itaocara";2;-;-;-;-;-;2
"330220 Itaperuna";18;6;-;5;-;-;29
"330225 Itatiaia";4;1;-;-;-;-;5
"330227 Japeri";3;3;-;7;-;-;13
"330230 Laje do Muriaé";1;-;-;-;-;-;1
"330240 Macaé";21;3;-;20;-;-;44
"330245 Macuco";-;1;-;-;-;-;1
"330250 Magé";25;5;-;16;-;-;46
"330260 Mangaratiba";4;-;-;-;-;-;4
"330270 Maricá";10;3;-;3;-;-;16
"330280 Mendes";-;-;-;2;-;-;2
"330285 Mesquita";14;3;-;9;-;-;26
"330290 Miguel Pereira";3;1;-;1;-;-;5
"330300 Miracema";2;-;-;-;-;-;2
"330310 Natividade";1;-;-;-;-;1;2
"330320 Nilópolis";8;4;-;13;-;-;25
"330330 Niterói";67;9;-;29;-;3;108
"330340 Nova Friburgo";32;1;-;6;-;-;39
"330350 Nova Iguaçu";45;21;2;45;-;2;115
"330360 Paracambi";1;1;-;4;-;-;6
"330370 Paraíba do Sul";9;-;-;2;-;-;11
"330380 Paraty";3;1;-;2;-;-;6
"330385 Paty do Alferes";4;-;-;-;-;-;4
"330390 Petrópolis";73;8;-;16;-;-;97
"330395 Pinheiral";1;1;-;-;-;1;3
"330400 Piraí";1;-;-;1;-;1;3
"330410 Porciúncula";1;-;-;1;-;-;2
"330411 Porto Real";5;-;-;1;-;-;6
"330412 Quatis";2;-;-;-;-;-;2
"330414 Queimados";9;4;-;8;-;-;21
"330415 Quissamã";2;-;-;3;-;-;5
"330420 Resende";13;2;-;1;-;-;16
"330430 Rio Bonito";5;-;-;-;-;-;5
"330440 Rio Claro";3;-;-;3;-;-;6
"330450 Rio das Flores";1;-;-;-;-;-;1
"330452 Rio das Ostras";11;2;-;5;-;-;18
"330455 Rio de Janeiro";777;119;3;322;1;11;1233
"330460 Santa Maria Madalena";1;-;-;-;-;-;1
"330470 Santo Antônio de Pádua";7;2;-;2;-;1;12
"330480 São Fidélis";2;1;-;1;-;-;4
"330475 São Francisco de Itabapoana";-;-;-;3;-;-;3
"330490 São Gonçalo";88;11;-;50;-;3;152
"330500 São João da Barra";3;-;-;1;-;-;4
"330510 São João de Meriti";32;12;-;21;-;-;65
"330513 São José de Ubá";1;-;-;-;-;-;1
"330515 São José do Vale do Rio Preto";4;-;-;1;-;-;5
"330520 São Pedro da Aldeia";9;-;1;6;-;1;17
"330530 São Sebastião do Alto";1;1;-;-;-;-;2
"330540 Sapucaia";2;-;-;-;-;-;2
"330550 Saquarema";4;1;-;9;-;-;14
"330555 Seropédica";3;2;-;5;-;-;10
"330560 Silva Jardim";3;1;-;-;-;-;4
"330570 Sumidouro";-;-;-;-;-;-;-
"330575 Tanguá";-;2;-;1;-;-;3
"330580 Teresópolis";32;3;-;1;-;-;36
"330590 Trajano de Moraes";-;1;-;-;-;-;1
"330600 Três Rios";5;2;-;5;-;-;12
"330610 Valença";8;1;-;2;-;-;11
"330615 Varre-Sai";-;-;-;-;-;-;-
"330620 Vassouras";4;-;-;3;-;-;7
"330630 Volta Redonda";21;3;-;13;-;-;37
"330000 Município ignorado - RJ";5;9;-;19;1;20;54
"350010 Adamantina";6;-;1;-;-;-;7
"350020 Adolfo";-;-;-;-;-;-;-
"350030 Aguaí";1;-;-;-;-;-;1
"350040 Águas da Prata";1;-;-;-;-;-;1
"350050 Águas de Lindóia";6;-;-;1;-;-;7
"350055 Águas de Santa Bárbara";1;-;-;-;-;-;1
"350060 Águas de São Pedro";1;-;-;-;-;-;1
"350070 Agudos";2;-;-;-;-;-;2
"350075 Alambari";1;-;-;-;-;-;1
"350080 Alfredo Marcondes";-;-;-;-;-;-;-
"350090 Altair";-;-;-;-;-;-;-
"350100 Altinópolis";2;-;-;-;-;-;2
"350110 Alto Alegre";-;-;-;-;-;-;-
"350115 Alumínio";1;-;-;1;-;2;4
"350120 Álvares Florence";-;-;-;-;-;-;-
"350130 Álvares Machado";1;-;-;3;-;-;4
"350140 Álvaro de Carvalho";-;-;-;1;-;-;1
"350150 Alvinlândia";-;-;-;-;-;-;-
"350160 Americana";13;-;1;2;-;-;16
"350170 Américo Brasiliense";4;-;-;1;-;-;5
"350180 Américo de Campos";-;-;-;-;-;-;-
"350190 Amparo";7;-;-;2;-;-;9
"350200 Analândia";-;-;-;-;-;-;-
"350210 Andradina";3;1;-;3;-;-;7
"350220 Angatuba";3;-;-;-;-;-;3
"350230 Anhembi";1;-;-;-;-;-;1
"350240 Anhumas";1;-;-;-;-;-;1
"350250 Aparecida";2;-;-;-;-;-;2
"350260 Aparecida d'Oeste";-;-;-;-;-;-;-
"350270 Apiaí";3;-;-;-;-;-;3
"350275 Araçariguama";2;-;-;1;-;-;3
"350280 Araçatuba";29;-;-;5;-;3;37
"350290 Araçoiaba da Serra";1;-;-;-;-;-;1
"350300 Aramina";1;-;-;-;-;-;1
"350310 Arandu";1;-;-;-;-;-;1
"350315 Arapeí";-;-;-;-;-;-;-
"350320 Araraquara";20;3;-;4;-;-;27
"350330 Araras";5;-;-;1;-;-;6
"350335 Arco-Íris";-;-;-;-;-;-;-
"350340 Arealva";1;-;-;-;-;1;2
"350350 Areias";-;-;-;-;-;-;-
"350360 Areiópolis";1;-;-;-;-;-;1
"350370 Ariranha";2;-;-;-;-;-;2
"350380 Artur Nogueira";1;-;-;2;-;-;3
"350390 Arujá";5;1;-;-;-;-;6
"350395 Aspásia";1;-;-;-;-;-;1
"350400 Assis";6;-;-;-;-;-;6
"350410 Atibaia";11;-;-;-;-;4;15
"350420 Auriflama";1;-;-;1;-;-;2
"350430 Avaí";-;-;-;-;-;-;-
"350440 Avanhandava";-;-;-;1;-;-;1
"350450 Avaré";13;-;-;-;-;-;13
"350460 Bady Bassitt";-;-;-;-;-;-;-
"350470 Balbinos";-;-;-;-;-;1;1
"350480 Bálsamo";1;-;-;-;-;-;1
"350490 Bananal";-;-;-;-;-;-;-
