 Óbitos por Causas Externas - Brasil
Óbitos p/Residênc por Município e Cor/raça
Sexo: Fem
Período:2014
"Município";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"313700 Ladainha";-;-;-;2;-;-;2
"313710 Lagamar";-;-;-;-;-;-;-
"313720 Lagoa da Prata";6;-;-;4;-;1;11
"313730 Lagoa dos Patos";-;-;-;-;-;-;-
"313740 Lagoa Dourada";-;-;-;-;-;-;-
"313750 Lagoa Formosa";4;-;-;1;-;-;5
"313753 Lagoa Grande";2;-;-;-;-;-;2
"313760 Lagoa Santa";8;3;-;9;-;-;20
"313770 Lajinha";1;1;-;1;-;-;3
"313780 Lambari";2;-;-;-;-;-;2
"313790 Lamim";1;1;-;-;-;-;2
"313800 Laranjal";1;-;-;-;-;-;1
"313810 Lassance";-;-;-;-;-;-;-
"313820 Lavras";11;1;-;4;-;-;16
"313830 Leandro Ferreira";1;-;-;-;-;-;1
"313835 Leme do Prado";-;-;-;-;-;-;-
"313840 Leopoldina";4;1;-;3;-;-;8
"313850 Liberdade";-;-;-;-;-;-;-
"313860 Lima Duarte";2;-;-;-;-;-;2
"313862 Limeira do Oeste";1;-;-;-;-;-;1
"313865 Lontra";-;-;-;1;-;-;1
"313867 Luisburgo";-;-;-;-;-;-;-
"313868 Luislândia";-;-;-;-;-;-;-
"313870 Luminárias";-;-;-;1;-;-;1
"313880 Luz";-;1;-;-;-;-;1
"313890 Machacalis";-;-;-;-;-;-;-
"313900 Machado";3;1;-;1;-;-;5
"313910 Madre de Deus de Minas";-;-;-;-;-;-;-
"313920 Malacacheta";1;-;-;2;-;-;3
"313925 Mamonas";-;-;-;-;-;-;-
"313930 Manga";-;1;-;4;-;1;6
"313940 Manhuaçu";6;1;-;2;-;-;9
"313950 Manhumirim";2;-;-;1;-;-;3
"313960 Mantena";1;1;-;6;-;-;8
"313980 Mar de Espanha";2;-;-;-;-;1;3
"313970 Maravilhas";-;-;-;-;-;-;-
"313990 Maria da Fé";3;-;-;-;-;-;3
"314000 Mariana";6;1;-;-;-;1;8
"314010 Marilac";-;-;-;2;-;-;2
"314015 Mário Campos";1;-;-;-;-;-;1
"314020 Maripá de Minas";-;-;-;-;-;-;-
"314030 Marliéria";-;1;-;-;-;-;1
"314040 Marmelópolis";-;-;-;-;-;-;-
"314050 Martinho Campos";2;-;-;1;-;-;3
"314053 Martins Soares";1;-;-;-;-;-;1
"314055 Mata Verde";-;-;-;-;-;-;-
"314060 Materlândia";-;-;-;-;-;-;-
"314070 Mateus Leme";1;-;-;2;-;-;3
"317150 Mathias Lobato";-;-;-;-;-;-;-
"314080 Matias Barbosa";-;-;-;-;-;-;-
"314085 Matias Cardoso";-;-;-;1;-;-;1
"314090 Matipó";1;-;-;1;-;1;3
"314100 Mato Verde";-;-;-;2;-;-;2
"314110 Matozinhos";1;-;-;6;-;-;7
"314120 Matutina";-;-;-;-;-;1;1
"314130 Medeiros";-;-;-;-;-;-;-
"314140 Medina";1;-;-;5;-;-;6
"314150 Mendes Pimentel";-;-;-;-;-;-;-
"314160 Mercês";-;-;-;-;-;1;1
"314170 Mesquita";-;-;-;-;-;-;-
"314180 Minas Novas";1;-;-;2;-;-;3
"314190 Minduri";-;-;-;-;-;-;-
"314200 Mirabela";-;-;-;1;-;-;1
"314210 Miradouro";-;-;-;1;-;-;1
"314220 Miraí";-;-;-;-;-;-;-
"314225 Miravânia";-;-;-;-;-;-;-
"314230 Moeda";2;-;-;-;-;-;2
"314240 Moema";3;-;-;-;-;-;3
"314250 Monjolos";-;-;-;-;-;-;-
"314260 Monsenhor Paulo";-;-;-;-;-;-;-
"314270 Montalvânia";-;-;-;-;-;-;-
"314280 Monte Alegre de Minas";-;-;-;-;-;-;-
"314290 Monte Azul";2;2;-;2;-;-;6
"314300 Monte Belo";1;-;-;-;-;-;1
"314310 Monte Carmelo";5;1;-;1;-;-;7
"314315 Monte Formoso";-;-;-;-;-;-;-
"314320 Monte Santo de Minas";1;-;-;-;-;-;1
"314340 Monte Sião";-;-;-;-;-;-;-
"314330 Montes Claros";12;2;-;29;-;4;47
"314345 Montezuma";1;-;-;-;-;-;1
"314350 Morada Nova de Minas";-;-;-;-;-;-;-
"314360 Morro da Garça";-;-;-;-;-;-;-
"314370 Morro do Pilar";1;-;-;-;-;-;1
"314380 Munhoz";1;-;-;-;-;-;1
"314390 Muriaé";7;1;-;1;-;1;10
"314400 Mutum";3;-;-;1;-;-;4
"314410 Muzambinho";1;-;-;-;-;-;1
"314420 Nacip Raydan";-;-;-;2;-;-;2
"314430 Nanuque";2;-;-;1;-;1;4
"314435 Naque";1;-;-;-;-;-;1
"314437 Natalândia";-;-;-;1;-;-;1
"314440 Natércia";1;-;-;-;-;-;1
"314450 Nazareno";-;-;1;1;-;-;2
"314460 Nepomuceno";3;1;-;1;-;-;5
"314465 Ninheira";-;-;-;-;-;-;-
"314467 Nova Belém";-;-;-;-;-;-;-
"314470 Nova Era";2;-;-;3;-;-;5
"314480 Nova Lima";4;1;-;5;-;-;10
"314490 Nova Módica";1;-;-;-;-;-;1
"314500 Nova Ponte";1;1;-;-;-;-;2
"314505 Nova Porteirinha";-;-;-;-;-;-;-
"314510 Nova Resende";2;-;-;-;-;-;2
"314520 Nova Serrana";3;-;-;2;-;1;6
"313660 Nova União";-;-;-;-;-;-;-
"314530 Novo Cruzeiro";-;1;-;1;-;-;2
"314535 Novo Oriente de Minas";1;-;-;3;-;-;4
"314537 Novorizonte";-;-;-;-;-;-;-
"314540 Olaria";1;-;-;-;-;-;1
"314545 Olhos-d'Água";1;-;-;1;-;-;2
"314550 Olímpio Noronha";1;-;-;1;-;-;2
"314560 Oliveira";2;2;-;-;-;1;5
"314570 Oliveira Fortes";-;-;-;-;-;-;-
"314580 Onça de Pitangui";-;-;-;-;-;-;-
"314585 Oratórios";1;-;-;-;-;-;1
"314587 Orizânia";-;-;-;-;-;-;-
"314590 Ouro Branco";3;1;-;-;-;-;4
"314600 Ouro Fino";4;-;-;-;-;-;4
"314610 Ouro Preto";3;1;-;4;-;5;13
"314620 Ouro Verde de Minas";-;-;-;2;-;-;2
"314625 Padre Carvalho";-;-;-;-;-;-;-
"314630 Padre Paraíso";-;-;-;4;-;-;4
"314655 Pai Pedro";-;-;-;-;-;-;-
"314640 Paineiras";1;-;-;-;-;-;1
"314650 Pains";1;-;-;-;-;-;1
"314660 Paiva";-;-;-;-;-;-;-
"314670 Palma";-;-;-;-;-;-;-
"314675 Palmópolis";-;-;-;-;-;-;-
"314690 Papagaios";-;-;-;-;-;-;-
"314710 Pará de Minas";6;-;-;5;-;-;11
"314700 Paracatu";2;-;-;9;-;-;11
"314720 Paraguaçu";2;-;-;-;-;-;2
"314730 Paraisópolis";1;-;-;-;-;-;1
"314740 Paraopeba";-;-;-;5;-;-;5
"314760 Passa Quatro";1;-;-;1;-;-;2
"314770 Passa Tempo";-;-;-;-;-;-;-
"314780 Passa-Vinte";-;-;-;-;-;-;-
"314750 Passabém";-;-;-;-;-;-;-
"314790 Passos";4;-;-;2;-;-;6
"314795 Patis";-;-;-;1;-;-;1
"314800 Patos de Minas";16;-;-;6;-;1;23
"314810 Patrocínio";9;-;-;5;-;-;14
"314820 Patrocínio do Muriaé";-;1;-;-;-;-;1
"314830 Paula Cândido";-;-;-;-;-;-;-
"314840 Paulistas";-;-;-;-;-;-;-
"314850 Pavão";-;-;-;1;-;-;1
"314860 Peçanha";-;-;-;3;-;-;3
"314870 Pedra Azul";-;-;-;1;-;-;1
"314875 Pedra Bonita";-;-;-;-;-;-;-
"314880 Pedra do Anta";-;-;-;-;-;-;-
"314890 Pedra do Indaiá";-;-;-;-;-;-;-
"314900 Pedra Dourada";-;-;-;-;-;-;-
"314910 Pedralva";-;-;-;-;-;-;-
"314915 Pedras de Maria da Cruz";-;-;-;-;-;-;-
"314920 Pedrinópolis";-;-;-;-;-;-;-
"314930 Pedro Leopoldo";3;-;-;3;-;-;6
"314940 Pedro Teixeira";-;-;-;-;-;-;-
"314950 Pequeri";-;-;-;-;-;-;-
"314960 Pequi";-;-;-;-;-;-;-
"314970 Perdigão";-;-;-;1;-;1;2
"314980 Perdizes";2;-;-;2;-;-;4
"314990 Perdões";3;-;-;-;-;-;3
"314995 Periquito";-;-;-;1;-;-;1
"315000 Pescador";2;2;-;-;-;-;4
"315010 Piau";-;-;-;-;-;-;-
"315015 Piedade de Caratinga";1;-;-;-;-;-;1
"315020 Piedade de Ponte Nova";1;-;-;1;-;-;2
"315030 Piedade do Rio Grande";-;-;-;-;-;-;-
"315040 Piedade dos Gerais";-;-;-;-;-;-;-
"315050 Pimenta";-;-;-;-;-;-;-
"315053 Pingo-d'Água";-;-;-;-;-;-;-
"315057 Pintópolis";1;-;-;1;-;-;2
"315060 Piracema";-;-;-;-;-;-;-
"315070 Pirajuba";-;-;-;1;-;-;1
"315080 Piranga";1;-;-;1;-;-;2
"315090 Piranguçu";-;-;-;-;-;-;-
"315100 Piranguinho";-;-;-;-;-;-;-
"315110 Pirapetinga";1;-;-;-;-;-;1
"315120 Pirapora";1;-;-;1;-;-;2
"315130 Piraúba";-;-;-;1;-;-;1
"315140 Pitangui";2;-;-;-;-;1;3
"315150 Piumhi";5;-;-;-;-;-;5
"315160 Planura";2;-;-;-;-;-;2
"315170 Poço Fundo";2;-;-;-;-;-;2
"315180 Poços de Caldas";21;-;-;-;-;-;21
"315190 Pocrane";-;-;-;2;-;-;2
"315200 Pompéu";2;-;-;5;-;2;9
"315210 Ponte Nova";7;2;-;3;-;2;14
"315213 Ponto Chique";-;-;-;-;-;-;-
"315217 Ponto dos Volantes";-;-;-;1;-;-;1
"315220 Porteirinha";1;-;-;10;-;-;11
"315230 Porto Firme";1;-;-;-;-;-;1
"315240 Poté";-;-;-;2;-;-;2
"315250 Pouso Alegre";21;-;1;3;-;-;25
"315260 Pouso Alto";1;-;-;-;-;-;1
"315270 Prados";-;-;-;-;-;-;-
"315280 Prata";1;-;-;-;-;-;1
"315290 Pratápolis";2;-;-;1;-;-;3
"315300 Pratinha";-;-;-;-;-;-;-
"315310 Presidente Bernardes";-;-;-;-;-;-;-
"315320 Presidente Juscelino";-;-;-;-;-;-;-
"315330 Presidente Kubitschek";-;-;-;-;-;-;-
"315340 Presidente Olegário";3;1;-;4;-;-;8
"315360 Prudente de Morais";-;1;-;-;-;1;2
"315370 Quartel Geral";-;-;-;-;-;-;-
"315380 Queluzito";-;-;-;-;-;-;-
"315390 Raposos";-;-;-;2;-;-;2
"315400 Raul Soares";2;-;-;1;-;-;3
"315410 Recreio";2;-;-;-;-;-;2
"315415 Reduto";-;-;-;-;-;-;-
"315420 Resende Costa";2;-;-;-;-;-;2
"315430 Resplendor";-;-;-;-;-;-;-
"315440 Ressaquinha";1;-;-;-;-;-;1
"315445 Riachinho";3;-;-;3;-;-;6
"315450 Riacho dos Machados";-;-;-;1;-;-;1
"315460 Ribeirão das Neves";9;4;-;15;-;1;29
"315470 Ribeirão Vermelho";-;-;-;-;-;-;-
"315480 Rio Acima";2;-;-;1;-;-;3
"315490 Rio Casca";-;-;-;-;-;-;-
"315510 Rio do Prado";-;-;-;-;-;-;-
"315500 Rio Doce";-;-;-;1;-;-;1
"315520 Rio Espera";1;-;-;-;-;-;1
"315530 Rio Manso";-;-;-;-;-;-;-
"315540 Rio Novo";-;-;-;-;-;1;1
"315550 Rio Paranaíba";3;-;-;-;-;-;3
"315560 Rio Pardo de Minas";-;1;-;5;-;1;7
"315570 Rio Piracicaba";-;2;-;-;-;-;2
"315580 Rio Pomba";4;-;-;-;-;-;4
"315590 Rio Preto";-;-;-;-;-;-;-
"315600 Rio Vermelho";1;-;-;-;-;-;1
"315610 Ritápolis";-;-;-;-;-;-;-
"315620 Rochedo de Minas";-;-;-;-;-;-;-
"315630 Rodeiro";1;1;-;-;-;-;2
"315640 Romaria";2;-;-;-;-;-;2
"315645 Rosário da Limeira";2;-;-;-;-;-;2
"315650 Rubelita";1;-;-;1;-;-;2
"315660 Rubim";-;-;-;-;-;-;-
"315670 Sabará";5;2;1;2;-;-;10
"315680 Sabinópolis";-;-;-;-;-;-;-
"315690 Sacramento";3;-;-;2;-;-;5
"315700 Salinas";3;-;-;4;-;1;8
"315710 Salto da Divisa";-;-;-;-;-;-;-
"315720 Santa Bárbara";3;-;-;1;-;-;4
"315725 Santa Bárbara do Leste";2;-;-;-;-;-;2
"315727 Santa Bárbara do Monte Verde";-;-;-;-;-;1;1
"315730 Santa Bárbara do Tugúrio";-;-;-;-;-;-;-
"315733 Santa Cruz de Minas";1;-;-;-;-;-;1
"315737 Santa Cruz de Salinas";-;-;-;-;-;-;-
"315740 Santa Cruz do Escalvado";-;-;-;-;-;-;-
"315750 Santa Efigênia de Minas";1;-;-;-;-;-;1
"315760 Santa Fé de Minas";-;-;-;-;-;1;1
"315765 Santa Helena de Minas";-;-;-;1;-;-;1
"315770 Santa Juliana";2;-;-;-;-;-;2
"315780 Santa Luzia";1;2;-;14;-;-;17
"315790 Santa Margarida";1;-;-;1;-;-;2
"315800 Santa Maria de Itabira";1;-;-;1;-;-;2
"315810 Santa Maria do Salto";-;-;-;-;-;-;-
"315820 Santa Maria do Suaçuí";1;-;-;3;-;-;4
"315920 Santa Rita de Caldas";1;-;-;-;-;-;1
"315940 Santa Rita de Ibitipoca";-;-;-;-;-;-;-
"315930 Santa Rita de Jacutinga";2;-;-;1;-;-;3
"315935 Santa Rita de Minas";-;-;-;1;-;-;1
"315950 Santa Rita do Itueto";-;-;1;-;-;-;1
"315960 Santa Rita do Sapucaí";5;-;-;-;-;-;5
"315970 Santa Rosa da Serra";-;-;-;-;-;-;-
"315980 Santa Vitória";2;1;-;1;-;-;4
"315830 Santana da Vargem";1;-;-;-;-;-;1
"315840 Santana de Cataguases";-;-;-;-;-;-;-
"315850 Santana de Pirapama";1;-;-;-;-;1;2
"315860 Santana do Deserto";-;-;-;-;-;-;-
"315870 Santana do Garambéu";-;-;-;-;-;-;-
"315880 Santana do Jacaré";-;-;-;1;-;-;1
"315890 Santana do Manhuaçu";2;-;-;-;-;-;2
"315895 Santana do Paraíso";1;1;-;3;-;-;5
"315900 Santana do Riacho";-;-;-;1;-;-;1
"315910 Santana dos Montes";1;-;-;1;-;-;2
"315990 Santo Antônio do Amparo";1;-;-;2;-;1;4
"316000 Santo Antônio do Aventureiro";-;-;-;-;-;-;-
"316010 Santo Antônio do Grama";-;-;-;-;-;-;-
"316020 Santo Antônio do Itambé";-;-;-;-;-;-;-
"316030 Santo Antônio do Jacinto";-;-;-;2;-;-;2
"316040 Santo Antônio do Monte";6;-;-;3;-;-;9
"316045 Santo Antônio do Retiro";-;-;-;-;-;-;-
"316050 Santo Antônio do Rio Abaixo";-;-;-;-;-;-;-
"316060 Santo Hipólito";-;-;-;-;-;-;-
"316070 Santos Dumont";3;-;-;1;-;3;7
"316080 São Bento Abade";-;-;-;-;-;-;-
"316090 São Brás do Suaçuí";-;-;-;-;-;-;-
"316095 São Domingos das Dores";-;-;-;-;-;-;-
"316100 São Domingos do Prata";1;-;-;-;-;-;1
"316105 São Félix de Minas";-;-;-;-;-;-;-
"316110 São Francisco";-;-;-;2;-;-;2
"316120 São Francisco de Paula";1;-;-;-;-;-;1
"316130 São Francisco de Sales";1;-;-;2;-;-;3
"316140 São Francisco do Glória";3;-;-;1;-;-;4
"316150 São Geraldo";1;-;-;-;-;-;1
"316160 São Geraldo da Piedade";-;-;-;1;-;-;1
"316165 São Geraldo do Baixio";-;-;-;-;-;-;-
"316170 São Gonçalo do Abaeté";-;-;-;-;-;-;-
"316180 São Gonçalo do Pará";-;-;-;2;-;-;2
"316190 São Gonçalo do Rio Abaixo";1;-;-;-;-;-;1
"312550 São Gonçalo do Rio Preto";1;-;-;-;-;-;1
"316200 São Gonçalo do Sapucaí";4;-;-;-;-;-;4
"316210 São Gotardo";4;1;-;-;-;-;5
"316220 São João Batista do Glória";-;-;-;1;-;-;1
"316225 São João da Lagoa";-;-;-;-;-;-;-
"316230 São João da Mata";1;-;-;-;-;-;1
"316240 São João da Ponte";-;-;-;2;-;-;2
"316245 São João das Missões";-;1;-;-;-;-;1
"316250 São João del Rei";10;2;-;2;-;4;18
"316255 São João do Manhuaçu";-;1;-;-;-;-;1
"316257 São João do Manteninha";-;-;-;4;-;-;4
"316260 São João do Oriente";-;-;-;-;-;-;-
"316265 São João do Pacuí";-;-;-;-;-;-;-
"316270 São João do Paraíso";1;-;-;-;-;-;1
"316280 São João Evangelista";1;-;-;4;-;-;5
"316290 São João Nepomuceno";1;-;-;1;-;-;2
"316292 São Joaquim de Bicas";1;1;-;2;1;-;5
"316294 São José da Barra";-;-;-;-;-;-;-
"316295 São José da Lapa";2;1;-;1;-;-;4
"316300 São José da Safira";-;-;-;-;-;-;-
"316310 São José da Varginha";1;-;-;-;-;-;1
"316320 São José do Alegre";-;-;-;-;-;-;-
"316330 São José do Divino";-;-;-;-;-;-;-
"316340 São José do Goiabal";-;-;-;-;-;-;-
"316350 São José do Jacuri";-;-;-;4;-;-;4
"316360 São José do Mantimento";2;-;-;1;-;-;3
"316370 São Lourenço";3;1;-;-;-;-;4
"316380 São Miguel do Anta";1;-;-;2;-;-;3
"316390 São Pedro da União";1;-;-;1;-;-;2
"316410 São Pedro do Suaçuí";-;-;-;-;-;-;-
"316400 São Pedro dos Ferros";-;-;-;2;-;-;2
"316420 São Romão";-;-;-;-;-;-;-
"316430 São Roque de Minas";-;-;-;-;-;-;-
"316440 São Sebastião da Bela Vista";-;-;-;-;-;-;-
"316443 São Sebastião da Vargem Alegre";-;-;-;-;-;-;-
"316447 São Sebastião do Anta";-;-;-;-;-;-;-
"316450 São Sebastião do Maranhão";-;-;-;-;-;-;-
"316460 São Sebastião do Oeste";1;-;-;-;-;-;1
"316470 São Sebastião do Paraíso";1;-;-;2;-;2;5
"316480 São Sebastião do Rio Preto";-;-;-;-;-;-;-
"316490 São Sebastião do Rio Verde";-;-;-;-;-;-;-
"316520 São Thomé das Letras";-;-;-;-;-;-;-
"316500 São Tiago";1;-;-;-;-;-;1
"316510 São Tomás de Aquino";-;1;-;1;-;-;2
"316530 São Vicente de Minas";1;-;-;-;-;-;1
"316540 Sapucaí-Mirim";1;-;-;-;-;-;1
"316550 Sardoá";-;-;-;1;-;-;1
"316553 Sarzedo";2;1;-;1;-;-;4
"316556 Sem-Peixe";-;-;-;-;-;-;-
"316557 Senador Amaral";-;-;-;-;-;-;-
"316560 Senador Cortes";-;-;-;-;-;-;-
"316570 Senador Firmino";1;-;-;-;-;-;1
"316580 Senador José Bento";-;-;-;-;-;-;-
"316590 Senador Modestino Gonçalves";-;-;-;1;-;-;1
"316600 Senhora de Oliveira";1;-;-;-;-;-;1
"316610 Senhora do Porto";1;-;-;-;-;-;1
"316620 Senhora dos Remédios";-;-;-;-;-;-;-
"316630 Sericita";-;-;-;-;-;-;-
"316640 Seritinga";-;-;-;-;-;-;-
"316650 Serra Azul de Minas";-;-;-;-;-;-;-
"316660 Serra da Saudade";-;-;-;-;-;-;-
"316680 Serra do Salitre";1;-;-;-;-;-;1
"316670 Serra dos Aimorés";-;-;-;-;-;-;-
"316690 Serrania";1;-;-;-;-;-;1
"316695 Serranópolis de Minas";-;-;-;-;-;-;-
"316700 Serranos";-;-;-;-;-;-;-
"316710 Serro";-;-;-;1;-;-;1
"316720 Sete Lagoas";8;3;-;12;-;13;36
"316555 Setubinha";-;1;-;2;-;-;3
"316730 Silveirânia";-;-;-;-;-;-;-
"316740 Silvianópolis";-;-;-;1;-;-;1
"316750 Simão Pereira";-;-;-;-;-;-;-
"316760 Simonésia";1;-;-;-;-;1;2
"316770 Sobrália";-;-;-;1;-;-;1
"316780 Soledade de Minas";-;-;-;-;-;-;-
"316790 Tabuleiro";1;-;-;-;-;-;1
"316800 Taiobeiras";1;-;-;2;-;-;3
"316805 Taparuba";-;-;-;-;-;-;-
"316810 Tapira";-;-;-;-;-;-;-
"316820 Tapiraí";-;-;-;-;-;-;-
"316830 Taquaraçu de Minas";-;-;-;-;-;-;-
"316840 Tarumirim";3;-;-;1;-;1;5
"316850 Teixeiras";-;-;-;2;-;-;2
"316860 Teófilo Otoni";4;-;-;18;-;-;22
"316870 Timóteo";1;1;-;1;-;1;4
"316880 Tiradentes";-;-;-;-;-;-;-
"316890 Tiros";2;-;-;-;-;-;2
"316900 Tocantins";1;-;-;-;-;-;1
"316905 Tocos do Moji";-;-;-;-;-;-;-
"316910 Toledo";-;-;-;-;-;-;-
"316920 Tombos";-;-;-;-;-;-;-
"316930 Três Corações";1;-;-;4;-;-;5
"316935 Três Marias";-;1;-;5;-;1;7
"316940 Três Pontas";3;1;-;1;-;-;5
"316950 Tumiritinga";1;-;-;2;-;-;3
"316960 Tupaciguara";3;2;-;-;-;-;5
"316970 Turmalina";1;-;-;2;-;-;3
"316980 Turvolândia";1;-;-;-;-;-;1
"316990 Ubá";8;1;-;7;-;2;18
"317000 Ubaí";1;-;-;1;-;-;2
"317005 Ubaporanga";1;-;-;-;-;-;1
"317010 Uberaba";24;5;-;16;-;4;49
"317020 Uberlândia";61;7;-;19;-;1;88
"317030 Umburatiba";-;-;-;-;-;-;-
"317040 Unaí";3;1;-;3;-;-;7
"317043 União de Minas";-;-;-;-;-;-;-
"317047 Uruana de Minas";2;-;-;1;-;-;3
"317050 Urucânia";-;-;-;4;-;1;5
"317052 Urucuia";-;-;-;2;-;-;2
"317057 Vargem Alegre";1;-;-;-;-;1;2
"317060 Vargem Bonita";-;-;-;-;-;-;-
"317065 Vargem Grande do Rio Pardo";-;-;-;1;-;-;1
"317070 Varginha";12;4;-;3;-;-;19
"317075 Varjão de Minas";-;-;-;1;-;-;1
"317080 Várzea da Palma";1;-;-;7;-;-;8
"317090 Varzelândia";-;-;-;1;-;-;1
"317100 Vazante";2;-;-;-;-;-;2
"317103 Verdelândia";-;-;-;-;-;-;-
"317107 Veredinha";-;-;-;-;-;-;-
"317110 Veríssimo";1;-;-;-;-;-;1
"317115 Vermelho Novo";-;1;-;1;-;-;2
"317120 Vespasiano";1;2;-;16;-;-;19
"317130 Viçosa";4;1;-;-;-;1;6
"317140 Vieiras";-;-;-;-;-;-;-
"317160 Virgem da Lapa";-;1;-;-;-;-;1
"317170 Virgínia";2;-;-;-;-;-;2
"317180 Virginópolis";-;-;-;-;-;-;-
"317190 Virgolândia";1;-;-;-;-;-;1
"317200 Visconde do Rio Branco";-;1;-;2;-;1;4
"317210 Volta Grande";3;-;-;-;-;-;3
"317220 Wenceslau Braz";-;-;-;-;-;-;-
"310000 Município ignorado - MG";2;-;-;8;-;1;11
"320010 Afonso Cláudio";3;-;-;2;-;-;5
"320016 Água Doce do Norte";-;-;-;1;-;-;1
"320013 Águia Branca";1;1;-;1;-;-;3
"320020 Alegre";5;1;-;-;-;2;8
"320030 Alfredo Chaves";2;-;-;-;-;-;2
"320035 Alto Rio Novo";-;-;-;-;-;-;-
"320040 Anchieta";3;-;-;4;-;-;7
"320050 Apiacá";-;-;-;-;-;-;-
"320060 Aracruz";-;-;-;12;-;1;13
"320070 Atilio Vivacqua";3;-;-;-;-;-;3
"320080 Baixo Guandu";8;1;-;4;-;-;13
"320090 Barra de São Francisco";3;-;-;5;-;1;9
"320100 Boa Esperança";-;-;-;1;-;1;2
"320110 Bom Jesus do Norte";2;-;-;1;-;-;3
"320115 Brejetuba";1;2;-;1;-;-;4
"320120 Cachoeiro de Itapemirim";25;-;-;5;-;7;37
"320130 Cariacica";18;1;-;40;-;2;61
"320140 Castelo";7;-;-;1;-;-;8
"320150 Colatina";8;3;-;5;-;1;17
"320160 Conceição da Barra";1;5;-;3;-;1;10
"320170 Conceição do Castelo";1;-;-;1;-;-;2
"320180 Divino de São Lourenço";1;-;-;1;-;-;2
"320190 Domingos Martins";7;-;-;2;-;-;9
"320200 Dores do Rio Preto";-;-;-;-;-;-;-
"320210 Ecoporanga";-;-;-;2;-;-;2
"320220 Fundão";4;-;-;6;-;-;10
"320225 Governador Lindenberg";4;1;-;1;-;-;6
"320230 Guaçuí";4;-;-;-;-;-;4
"320240 Guarapari";11;1;-;16;-;1;29
"320245 Ibatiba";3;-;-;3;-;-;6
"320250 Ibiraçu";1;-;-;4;-;1;6
"320255 Ibitirama";1;-;-;-;-;2;3
"320260 Iconha";2;-;-;-;-;-;2
"320265 Irupi";1;-;-;4;-;-;5
"320270 Itaguaçu";-;-;-;-;-;-;-
"320280 Itapemirim";5;-;-;5;-;1;11
"320290 Itarana";1;1;-;-;-;-;2
"320300 Iúna";8;-;-;-;-;-;8
"320305 Jaguaré";3;-;-;4;-;-;7
"320310 Jerônimo Monteiro";3;-;-;-;-;-;3
"320313 João Neiva";2;-;-;3;-;1;6
"320316 Laranja da Terra";4;-;-;-;-;-;4
"320320 Linhares";8;1;-;16;-;-;25
"320330 Mantenópolis";1;-;-;-;-;-;1
"320332 Marataízes";3;1;-;3;-;1;8
"320334 Marechal Floriano";-;-;-;-;-;-;-
"320335 Marilândia";2;-;-;-;-;-;2
"320340 Mimoso do Sul";1;1;-;-;-;-;2
"320350 Montanha";-;-;-;1;-;-;1
"320360 Mucurici";-;-;-;-;-;-;-
"320370 Muniz Freire";-;-;-;2;-;1;3
"320380 Muqui";2;-;-;1;-;1;4
"320390 Nova Venécia";7;-;-;6;-;1;14
"320400 Pancas";2;-;-;-;-;-;2
"320405 Pedro Canário";-;-;-;3;-;-;3
"320410 Pinheiros";-;-;-;5;-;4;9
"320420 Piúma";1;-;-;2;-;-;3
"320425 Ponto Belo";1;-;-;-;-;-;1
"320430 Presidente Kennedy";-;1;-;-;-;-;1
"320435 Rio Bananal";1;-;-;2;-;-;3
"320440 Rio Novo do Sul";-;2;-;-;-;-;2
"320450 Santa Leopoldina";2;1;-;-;-;-;3
"320455 Santa Maria de Jetibá";2;-;-;2;-;-;4
"320460 Santa Teresa";2;-;-;4;-;2;8
"320465 São Domingos do Norte";3;-;-;2;-;-;5
"320470 São Gabriel da Palha";1;-;-;6;-;-;7
"320480 São José do Calçado";5;-;-;-;-;-;5
"320490 São Mateus";5;1;-;10;-;3;19
"320495 São Roque do Canaã";1;-;-;-;-;-;1
"320500 Serra";20;10;-;57;-;3;90
"320501 Sooretama";-;1;-;1;-;1;3
"320503 Vargem Alta";1;-;-;1;-;-;2
"320506 Venda Nova do Imigrante";1;-;-;1;-;-;2
"320510 Viana";2;-;-;7;-;-;9
"320515 Vila Pavão";-;-;-;-;-;-;-
"320517 Vila Valério";1;-;-;5;-;-;6
"320520 Vila Velha";21;4;1;40;-;5;71
"320530 Vitória";34;3;-;44;-;-;81
"320000 Município ignorado - ES";-;-;-;-;-;-;-
"330010 Angra dos Reis";13;2;-;-;-;-;15
"330015 Aperibé";2;-;-;-;-;-;2
"330020 Araruama";6;6;-;8;-;-;20
"330022 Areal";6;-;-;-;-;-;6
"330023 Armação dos Búzios";4;2;-;3;-;-;9
"330025 Arraial do Cabo";2;1;-;-;-;-;3
"330030 Barra do Piraí";10;6;-;6;-;-;22
"330040 Barra Mansa";15;7;-;6;-;-;28
"330045 Belford Roxo";18;12;-;28;-;-;58
"330050 Bom Jardim";3;-;-;-;-;-;3
"330060 Bom Jesus do Itabapoana";4;-;-;-;-;-;4
"330070 Cabo Frio";18;5;-;10;-;-;33
"330080 Cachoeiras de Macacu";6;-;-;2;-;-;8
"330090 Cambuci";5;-;-;1;-;1;7
"330100 Campos dos Goytacazes";64;12;-;18;-;4;98
"330110 Cantagalo";5;-;-;-;-;-;5
"330093 Carapebus";1;-;-;1;-;-;2
"330115 Cardoso Moreira";3;-;-;-;-;-;3
"330120 Carmo";4;-;-;-;-;-;4
"330130 Casimiro de Abreu";3;1;-;3;-;-;7
