 Óbitos por Causas Externas - Brasil
Óbitos p/Residênc por Município e Cor/raça
Sexo: Fem
Período:2015
"Município";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"314675 Palmópolis";-;-;-;-;-;-;-
"314690 Papagaios";2;-;-;1;-;-;3
"314710 Pará de Minas";14;-;-;4;-;-;18
"314700 Paracatu";4;-;-;7;-;-;11
"314720 Paraguaçu";1;-;-;1;-;-;2
"314730 Paraisópolis";-;-;-;-;-;-;-
"314740 Paraopeba";-;-;-;-;-;-;-
"314760 Passa Quatro";1;-;-;-;-;-;1
"314770 Passa Tempo";-;-;-;-;-;-;-
"314780 Passa-Vinte";-;-;-;-;-;-;-
"314750 Passabém";-;-;-;-;-;-;-
"314790 Passos";4;-;-;2;-;-;6
"314795 Patis";-;-;-;1;-;-;1
"314800 Patos de Minas";15;1;-;4;-;1;21
"314810 Patrocínio";7;-;-;3;-;2;12
"314820 Patrocínio do Muriaé";1;-;-;1;-;-;2
"314830 Paula Cândido";1;-;-;-;-;-;1
"314840 Paulistas";-;-;-;-;-;-;-
"314850 Pavão";-;-;-;1;-;-;1
"314860 Peçanha";1;-;-;4;-;-;5
"314870 Pedra Azul";-;-;-;3;-;-;3
"314875 Pedra Bonita";1;-;-;-;-;-;1
"314880 Pedra do Anta";-;-;-;1;-;-;1
"314890 Pedra do Indaiá";-;2;-;-;-;-;2
"314900 Pedra Dourada";-;-;-;-;-;-;-
"314910 Pedralva";2;-;-;-;-;-;2
"314915 Pedras de Maria da Cruz";-;-;-;2;-;-;2
"314920 Pedrinópolis";-;-;-;-;-;-;-
"314930 Pedro Leopoldo";6;2;-;3;-;-;11
"314940 Pedro Teixeira";-;-;-;-;-;-;-
"314950 Pequeri";-;-;-;-;-;-;-
"314960 Pequi";-;-;-;-;-;-;-
"314970 Perdigão";1;-;-;-;-;-;1
"314980 Perdizes";1;-;-;-;-;-;1
"314990 Perdões";2;-;-;2;-;-;4
"314995 Periquito";-;-;-;1;-;-;1
"315000 Pescador";1;-;-;1;-;-;2
"315010 Piau";-;-;-;-;-;-;-
"315015 Piedade de Caratinga";1;-;-;-;-;-;1
"315020 Piedade de Ponte Nova";-;-;-;-;-;-;-
"315030 Piedade do Rio Grande";-;-;-;-;-;-;-
"315040 Piedade dos Gerais";1;-;-;-;-;-;1
"315050 Pimenta";1;-;-;-;-;-;1
"315053 Pingo-d'Água";-;-;-;-;-;-;-
"315057 Pintópolis";1;-;-;-;-;-;1
"315060 Piracema";1;-;-;-;-;-;1
"315070 Pirajuba";-;-;-;-;-;-;-
"315080 Piranga";-;-;-;1;-;-;1
"315090 Piranguçu";2;-;-;-;-;-;2
"315100 Piranguinho";1;-;-;-;-;-;1
"315110 Pirapetinga";-;-;-;-;-;-;-
"315120 Pirapora";-;1;-;5;-;-;6
"315130 Piraúba";1;-;-;-;-;-;1
"315140 Pitangui";1;-;-;-;-;-;1
"315150 Piumhi";2;1;-;1;-;-;4
"315160 Planura";2;-;-;-;-;1;3
"315170 Poço Fundo";1;-;-;-;-;-;1
"315180 Poços de Caldas";15;-;-;7;-;-;22
"315190 Pocrane";1;-;-;2;-;-;3
"315200 Pompéu";-;-;-;3;-;2;5
"315210 Ponte Nova";4;4;-;3;-;-;11
"315213 Ponto Chique";-;-;-;-;-;-;-
"315217 Ponto dos Volantes";-;-;-;1;-;-;1
"315220 Porteirinha";1;-;-;2;-;1;4
"315230 Porto Firme";2;-;-;1;-;1;4
"315240 Poté";-;1;-;2;-;-;3
"315250 Pouso Alegre";16;-;-;-;1;-;17
"315260 Pouso Alto";-;-;-;1;-;-;1
"315270 Prados";-;-;-;-;-;-;-
"315280 Prata";8;-;-;2;-;-;10
"315290 Pratápolis";1;-;-;-;-;-;1
"315300 Pratinha";-;-;-;-;-;-;-
"315310 Presidente Bernardes";3;-;-;-;-;-;3
"315320 Presidente Juscelino";-;-;-;1;-;-;1
"315330 Presidente Kubitschek";1;-;-;2;-;-;3
"315340 Presidente Olegário";1;-;-;1;-;-;2
"315360 Prudente de Morais";-;-;-;1;-;1;2
"315370 Quartel Geral";1;-;-;-;-;1;2
"315380 Queluzito";-;-;-;-;-;-;-
"315390 Raposos";-;-;-;1;-;-;1
"315400 Raul Soares";1;-;-;-;-;-;1
"315410 Recreio";-;-;-;1;-;-;1
"315415 Reduto";1;-;-;-;-;-;1
"315420 Resende Costa";1;-;-;-;-;-;1
"315430 Resplendor";1;-;1;-;-;-;2
"315440 Ressaquinha";-;-;-;-;-;-;-
"315445 Riachinho";1;-;-;1;-;-;2
"315450 Riacho dos Machados";-;-;-;1;-;-;1
"315460 Ribeirão das Neves";15;3;-;15;-;-;33
"315470 Ribeirão Vermelho";-;-;-;-;-;-;-
"315480 Rio Acima";-;-;-;-;-;-;-
"315490 Rio Casca";2;-;-;5;-;-;7
"315510 Rio do Prado";-;-;-;-;-;-;-
"315500 Rio Doce";-;-;-;-;-;-;-
"315520 Rio Espera";-;-;-;-;-;-;-
"315530 Rio Manso";-;-;-;-;-;-;-
"315540 Rio Novo";-;-;-;-;-;-;-
"315550 Rio Paranaíba";1;-;-;1;-;-;2
"315560 Rio Pardo de Minas";-;-;-;3;-;-;3
"315570 Rio Piracicaba";-;-;-;-;-;-;-
"315580 Rio Pomba";1;-;-;-;-;-;1
"315590 Rio Preto";-;-;-;-;-;-;-
"315600 Rio Vermelho";-;-;-;-;-;-;-
"315610 Ritápolis";-;-;-;-;-;1;1
"315620 Rochedo de Minas";-;-;-;-;-;-;-
"315630 Rodeiro";3;-;-;-;-;-;3
"315640 Romaria";-;-;-;-;-;-;-
"315645 Rosário da Limeira";-;2;-;1;-;-;3
"315650 Rubelita";-;-;-;-;-;-;-
"315660 Rubim";1;-;-;-;-;-;1
"315670 Sabará";11;1;-;13;-;1;26
"315680 Sabinópolis";-;-;-;1;-;-;1
"315690 Sacramento";5;-;-;-;-;-;5
"315700 Salinas";-;1;-;1;-;-;2
"315710 Salto da Divisa";-;-;-;-;-;-;-
"315720 Santa Bárbara";2;-;-;2;-;-;4
"315725 Santa Bárbara do Leste";-;-;-;-;-;-;-
"315727 Santa Bárbara do Monte Verde";-;-;-;-;-;-;-
"315730 Santa Bárbara do Tugúrio";1;-;-;1;-;-;2
"315733 Santa Cruz de Minas";-;-;-;-;-;1;1
"315737 Santa Cruz de Salinas";-;1;-;2;-;-;3
"315740 Santa Cruz do Escalvado";1;-;-;-;-;-;1
"315750 Santa Efigênia de Minas";-;-;-;-;-;-;-
"315760 Santa Fé de Minas";-;-;-;1;-;-;1
"315765 Santa Helena de Minas";-;-;-;-;-;-;-
"315770 Santa Juliana";-;-;-;-;-;-;-
"315780 Santa Luzia";4;2;-;16;-;-;22
"315790 Santa Margarida";3;1;-;1;-;-;5
"315800 Santa Maria de Itabira";-;-;-;-;-;-;-
"315810 Santa Maria do Salto";-;-;-;-;-;-;-
"315820 Santa Maria do Suaçuí";1;1;-;1;-;1;4
"315920 Santa Rita de Caldas";2;1;-;-;-;-;3
"315940 Santa Rita de Ibitipoca";-;-;-;-;-;-;-
"315930 Santa Rita de Jacutinga";-;-;-;-;-;-;-
"315935 Santa Rita de Minas";1;-;-;2;-;-;3
"315950 Santa Rita do Itueto";-;-;-;-;-;-;-
"315960 Santa Rita do Sapucaí";5;-;-;-;-;-;5
"315970 Santa Rosa da Serra";-;-;-;-;-;-;-
"315980 Santa Vitória";1;-;-;1;-;-;2
"315830 Santana da Vargem";-;-;-;-;-;-;-
"315840 Santana de Cataguases";-;1;-;-;-;-;1
"315850 Santana de Pirapama";-;-;-;1;-;-;1
"315860 Santana do Deserto";-;-;-;-;-;-;-
"315870 Santana do Garambéu";1;-;-;1;-;-;2
"315880 Santana do Jacaré";-;-;-;-;-;-;-
"315890 Santana do Manhuaçu";-;-;-;-;-;-;-
"315895 Santana do Paraíso";4;2;-;1;-;2;9
"315900 Santana do Riacho";1;-;-;2;-;-;3
"315910 Santana dos Montes";-;-;-;2;-;-;2
"315990 Santo Antônio do Amparo";3;-;-;-;-;-;3
"316000 Santo Antônio do Aventureiro";1;-;-;-;-;-;1
"316010 Santo Antônio do Grama";1;-;-;-;-;-;1
"316020 Santo Antônio do Itambé";-;-;-;-;-;-;-
"316030 Santo Antônio do Jacinto";-;-;-;-;-;-;-
"316040 Santo Antônio do Monte";3;-;-;2;-;2;7
"316045 Santo Antônio do Retiro";-;-;-;-;-;-;-
"316050 Santo Antônio do Rio Abaixo";-;-;-;-;-;-;-
"316060 Santo Hipólito";-;-;-;-;-;-;-
"316070 Santos Dumont";2;1;-;1;-;1;5
"316080 São Bento Abade";-;-;-;1;-;-;1
"316090 São Brás do Suaçuí";-;-;-;1;-;-;1
"316095 São Domingos das Dores";1;-;-;-;-;-;1
"316100 São Domingos do Prata";1;1;-;-;-;1;3
"316105 São Félix de Minas";-;-;-;-;-;-;-
"316110 São Francisco";1;-;-;5;-;-;6
"316120 São Francisco de Paula";1;-;-;-;-;-;1
"316130 São Francisco de Sales";-;-;-;-;-;-;-
"316140 São Francisco do Glória";-;-;-;-;-;-;-
"316150 São Geraldo";1;-;-;2;-;-;3
"316160 São Geraldo da Piedade";-;-;-;1;-;-;1
"316165 São Geraldo do Baixio";-;-;-;-;-;-;-
"316170 São Gonçalo do Abaeté";-;-;1;-;-;-;1
"316180 São Gonçalo do Pará";2;-;-;-;-;-;2
"316190 São Gonçalo do Rio Abaixo";2;-;-;2;-;-;4
"312550 São Gonçalo do Rio Preto";-;-;-;-;-;-;-
"316200 São Gonçalo do Sapucaí";-;-;-;1;-;1;2
"316210 São Gotardo";4;-;-;-;-;-;4
"316220 São João Batista do Glória";1;-;-;-;-;-;1
"316225 São João da Lagoa";-;-;-;-;-;-;-
"316230 São João da Mata";2;-;-;-;-;-;2
"316240 São João da Ponte";-;-;-;2;-;-;2
"316245 São João das Missões";-;-;-;-;-;-;-
"316250 São João del Rei";6;2;-;5;-;2;15
"316255 São João do Manhuaçu";-;-;-;-;-;-;-
"316257 São João do Manteninha";-;-;-;1;-;-;1
"316260 São João do Oriente";-;-;-;-;-;-;-
"316265 São João do Pacuí";-;-;-;-;-;-;-
"316270 São João do Paraíso";-;-;-;1;-;-;1
"316280 São João Evangelista";-;-;-;3;-;-;3
"316290 São João Nepomuceno";-;-;-;-;-;-;-
"316292 São Joaquim de Bicas";-;-;-;4;-;-;4
"316294 São José da Barra";-;-;-;-;-;-;-
"316295 São José da Lapa";-;-;-;4;-;-;4
"316300 São José da Safira";-;-;-;-;-;-;-
"316310 São José da Varginha";-;-;-;1;-;-;1
"316320 São José do Alegre";1;-;-;-;-;-;1
"316330 São José do Divino";-;-;-;1;-;-;1
"316340 São José do Goiabal";-;-;-;-;-;-;-
"316350 São José do Jacuri";-;-;-;-;-;-;-
"316360 São José do Mantimento";-;-;-;-;-;-;-
"316370 São Lourenço";8;1;-;-;-;-;9
"316380 São Miguel do Anta";-;-;-;-;-;-;-
"316390 São Pedro da União";3;-;-;-;-;-;3
"316410 São Pedro do Suaçuí";-;-;-;3;-;-;3
"316400 São Pedro dos Ferros";-;-;-;-;-;-;-
"316420 São Romão";-;-;-;1;-;-;1
"316430 São Roque de Minas";-;-;-;-;-;-;-
"316440 São Sebastião da Bela Vista";-;-;-;-;-;-;-
"316443 São Sebastião da Vargem Alegre";-;-;-;-;-;-;-
"316447 São Sebastião do Anta";-;-;-;-;-;1;1
"316450 São Sebastião do Maranhão";-;2;-;3;-;-;5
"316460 São Sebastião do Oeste";-;-;-;-;-;-;-
"316470 São Sebastião do Paraíso";7;-;-;-;-;3;10
"316480 São Sebastião do Rio Preto";-;-;-;-;-;-;-
"316490 São Sebastião do Rio Verde";-;-;-;-;-;-;-
"316520 São Thomé das Letras";1;-;-;-;-;-;1
"316500 São Tiago";-;1;-;-;-;-;1
"316510 São Tomás de Aquino";-;-;-;-;-;-;-
"316530 São Vicente de Minas";-;-;-;-;-;-;-
"316540 Sapucaí-Mirim";1;-;-;-;-;-;1
"316550 Sardoá";-;-;-;1;-;-;1
"316553 Sarzedo";-;-;-;-;-;-;-
"316556 Sem-Peixe";-;-;-;2;-;-;2
"316557 Senador Amaral";-;-;-;-;-;-;-
"316560 Senador Cortes";-;-;-;-;-;-;-
"316570 Senador Firmino";1;-;-;2;-;-;3
"316580 Senador José Bento";-;-;-;-;-;-;-
"316590 Senador Modestino Gonçalves";-;-;-;-;-;-;-
"316600 Senhora de Oliveira";1;1;-;1;-;-;3
"316610 Senhora do Porto";-;-;-;1;-;-;1
"316620 Senhora dos Remédios";1;-;-;-;-;-;1
"316630 Sericita";-;-;-;-;-;-;-
"316640 Seritinga";-;-;-;-;-;-;-
"316650 Serra Azul de Minas";-;1;-;-;-;-;1
"316660 Serra da Saudade";-;-;-;-;-;-;-
"316680 Serra do Salitre";2;-;-;-;-;-;2
"316670 Serra dos Aimorés";1;-;-;1;-;-;2
"316690 Serrania";1;-;-;-;-;-;1
"316695 Serranópolis de Minas";-;-;-;-;-;-;-
"316700 Serranos";1;-;-;-;-;-;1
"316710 Serro";-;-;-;2;-;-;2
"316720 Sete Lagoas";13;2;-;15;-;8;38
"316555 Setubinha";-;-;-;-;-;-;-
"316730 Silveirânia";-;-;-;-;-;-;-
"316740 Silvianópolis";1;-;-;-;-;-;1
"316750 Simão Pereira";1;-;-;-;-;-;1
"316760 Simonésia";2;-;-;2;-;-;4
"316770 Sobrália";-;-;-;1;-;-;1
"316780 Soledade de Minas";1;-;-;-;-;-;1
"316790 Tabuleiro";-;-;-;-;-;-;-
"316800 Taiobeiras";1;-;-;2;-;-;3
"316805 Taparuba";2;-;-;-;-;-;2
"316810 Tapira";1;-;-;-;-;-;1
"316820 Tapiraí";-;-;-;-;-;-;-
"316830 Taquaraçu de Minas";-;-;-;-;-;-;-
"316840 Tarumirim";1;-;-;3;-;-;4
"316850 Teixeiras";-;-;-;-;-;-;-
"316860 Teófilo Otoni";3;-;-;20;-;-;23
"316870 Timóteo";5;1;-;2;-;-;8
"316880 Tiradentes";1;-;-;1;-;1;3
"316890 Tiros";1;-;-;-;-;-;1
"316900 Tocantins";-;-;-;-;-;-;-
"316905 Tocos do Moji";1;-;-;-;-;-;1
"316910 Toledo";-;-;-;-;-;-;-
"316920 Tombos";6;-;-;-;-;-;6
"316930 Três Corações";1;-;-;2;-;-;3
"316935 Três Marias";1;-;-;1;-;-;2
"316940 Três Pontas";2;-;-;2;-;-;4
"316950 Tumiritinga";-;-;-;2;-;-;2
"316960 Tupaciguara";-;-;-;-;-;-;-
"316970 Turmalina";-;-;-;-;-;-;-
"316980 Turvolândia";-;-;-;-;-;-;-
"316990 Ubá";8;2;-;3;-;1;14
"317000 Ubaí";-;-;-;-;-;-;-
"317005 Ubaporanga";-;-;-;1;-;1;2
"317010 Uberaba";29;3;-;11;-;-;43
"317020 Uberlândia";49;2;1;17;-;1;70
"317030 Umburatiba";-;-;-;-;-;-;-
"317040 Unaí";-;-;-;5;-;1;6
"317043 União de Minas";1;-;-;-;-;-;1
"317047 Uruana de Minas";-;1;-;-;-;-;1
"317050 Urucânia";-;-;-;1;-;-;1
"317052 Urucuia";-;-;-;-;-;-;-
"317057 Vargem Alegre";1;-;-;1;-;-;2
"317060 Vargem Bonita";-;-;-;-;-;-;-
"317065 Vargem Grande do Rio Pardo";-;-;-;2;-;-;2
"317070 Varginha";10;2;-;4;-;-;16
"317075 Varjão de Minas";2;-;-;1;-;-;3
"317080 Várzea da Palma";-;-;-;2;-;-;2
"317090 Varzelândia";-;-;-;2;-;-;2
"317100 Vazante";1;-;-;-;-;-;1
"317103 Verdelândia";-;1;-;3;-;-;4
"317107 Veredinha";-;-;-;-;-;-;-
"317110 Veríssimo";1;-;-;-;-;-;1
"317115 Vermelho Novo";-;-;-;2;-;-;2
"317120 Vespasiano";6;2;-;11;-;-;19
"317130 Viçosa";3;1;-;1;-;-;5
"317140 Vieiras";-;-;-;-;-;-;-
"317160 Virgem da Lapa";-;1;-;1;-;-;2
"317170 Virgínia";1;-;-;-;-;-;1
"317180 Virginópolis";-;-;-;2;-;-;2
"317190 Virgolândia";-;-;-;-;-;-;-
"317200 Visconde do Rio Branco";2;-;-;3;-;1;6
"317210 Volta Grande";1;-;-;1;-;-;2
"317220 Wenceslau Braz";-;-;-;-;-;-;-
"310000 Município ignorado - MG";1;2;-;7;-;-;10
"320010 Afonso Cláudio";4;-;-;9;-;1;14
"320016 Água Doce do Norte";1;-;-;1;-;-;2
"320013 Águia Branca";-;1;-;1;-;-;2
"320020 Alegre";4;-;-;1;-;1;6
"320030 Alfredo Chaves";3;-;-;1;-;-;4
"320035 Alto Rio Novo";1;-;-;1;-;-;2
"320040 Anchieta";2;-;-;2;-;-;4
"320050 Apiacá";1;-;-;1;-;-;2
"320060 Aracruz";5;-;-;6;-;3;14
"320070 Atilio Vivacqua";-;-;-;4;-;-;4
"320080 Baixo Guandu";4;-;-;6;-;-;10
"320090 Barra de São Francisco";3;1;-;1;-;1;6
"320100 Boa Esperança";-;-;-;1;-;-;1
"320110 Bom Jesus do Norte";2;1;-;-;-;-;3
"320115 Brejetuba";1;-;-;2;-;-;3
"320120 Cachoeiro de Itapemirim";24;4;-;17;-;4;49
"320130 Cariacica";24;5;1;43;-;8;81
"320140 Castelo";7;-;-;2;-;-;9
"320150 Colatina";16;1;-;6;-;1;24
"320160 Conceição da Barra";1;-;-;9;-;1;11
"320170 Conceição do Castelo";2;-;-;-;-;-;2
"320180 Divino de São Lourenço";1;-;-;1;-;-;2
"320190 Domingos Martins";8;-;-;6;-;-;14
"320200 Dores do Rio Preto";-;-;-;-;-;-;-
"320210 Ecoporanga";1;2;-;2;-;2;7
"320220 Fundão";1;-;-;2;-;1;4
"320225 Governador Lindenberg";-;-;-;-;-;-;-
"320230 Guaçuí";2;1;-;-;-;-;3
"320240 Guarapari";7;1;-;10;-;1;19
"320245 Ibatiba";6;-;-;1;-;-;7
"320250 Ibiraçu";-;-;-;2;-;-;2
"320255 Ibitirama";-;-;-;-;-;-;-
"320260 Iconha";4;-;-;2;-;-;6
"320265 Irupi";2;-;-;-;-;-;2
"320270 Itaguaçu";1;-;-;4;-;-;5
"320280 Itapemirim";2;-;-;3;-;2;7
"320290 Itarana";-;-;-;-;-;-;-
"320300 Iúna";3;-;-;-;-;-;3
"320305 Jaguaré";-;1;-;7;-;-;8
"320310 Jerônimo Monteiro";-;-;-;1;-;-;1
"320313 João Neiva";-;-;-;1;-;-;1
"320316 Laranja da Terra";1;-;-;-;-;-;1
"320320 Linhares";4;2;-;16;-;1;23
"320330 Mantenópolis";-;-;-;1;-;-;1
"320332 Marataízes";2;-;-;4;-;-;6
"320334 Marechal Floriano";1;1;-;2;-;-;4
"320335 Marilândia";-;-;-;1;-;-;1
"320340 Mimoso do Sul";2;-;-;-;-;-;2
"320350 Montanha";-;1;-;3;-;-;4
"320360 Mucurici";-;-;-;3;-;-;3
"320370 Muniz Freire";1;-;-;-;-;1;2
"320380 Muqui";-;1;-;-;-;1;2
"320390 Nova Venécia";5;-;-;5;-;-;10
"320400 Pancas";2;-;-;2;-;-;4
"320405 Pedro Canário";2;-;-;2;-;1;5
"320410 Pinheiros";1;-;-;6;-;-;7
"320420 Piúma";1;-;-;1;-;-;2
"320425 Ponto Belo";-;-;-;2;-;-;2
"320430 Presidente Kennedy";-;-;-;1;-;-;1
"320435 Rio Bananal";2;-;-;-;-;-;2
"320440 Rio Novo do Sul";2;-;-;2;-;1;5
"320450 Santa Leopoldina";-;-;-;1;-;-;1
"320455 Santa Maria de Jetibá";11;-;-;2;-;-;13
"320460 Santa Teresa";3;1;-;1;-;-;5
"320465 São Domingos do Norte";-;2;-;2;-;-;4
"320470 São Gabriel da Palha";5;-;-;3;-;-;8
"320480 São José do Calçado";-;-;-;-;-;-;-
"320490 São Mateus";5;1;-;13;-;2;21
"320495 São Roque do Canaã";-;-;-;1;-;-;1
"320500 Serra";15;6;-;49;-;13;83
"320501 Sooretama";2;1;-;4;-;-;7
"320503 Vargem Alta";6;-;-;3;-;1;10
"320506 Venda Nova do Imigrante";3;-;-;1;-;-;4
"320510 Viana";2;-;-;5;-;4;11
"320515 Vila Pavão";1;-;-;2;-;-;3
"320517 Vila Valério";1;-;-;1;-;-;2
"320520 Vila Velha";25;3;1;32;-;1;62
"320530 Vitória";27;4;-;38;-;3;72
"320000 Município ignorado - ES";-;-;-;-;-;-;-
"330010 Angra dos Reis";22;1;-;4;1;-;28
"330015 Aperibé";2;2;-;-;-;-;4
"330020 Araruama";11;1;-;6;-;-;18
"330022 Areal";1;-;1;-;-;-;2
"330023 Armação dos Búzios";1;2;-;1;-;-;4
"330025 Arraial do Cabo";3;-;-;3;-;-;6
"330030 Barra do Piraí";9;2;-;-;-;-;11
"330040 Barra Mansa";25;6;-;8;-;-;39
"330045 Belford Roxo";18;2;-;33;-;-;53
"330050 Bom Jardim";1;-;-;-;-;-;1
"330060 Bom Jesus do Itabapoana";4;1;-;1;-;-;6
"330070 Cabo Frio";12;2;-;10;-;1;25
"330080 Cachoeiras de Macacu";6;-;-;2;-;-;8
"330090 Cambuci";1;-;-;-;-;-;1
"330100 Campos dos Goytacazes";41;14;-;13;-;-;68
"330110 Cantagalo";5;1;-;-;-;-;6
"330093 Carapebus";2;-;-;1;-;-;3
"330115 Cardoso Moreira";-;-;-;2;-;-;2
"330120 Carmo";4;-;-;-;-;-;4
"330130 Casimiro de Abreu";5;-;-;-;-;-;5
"330095 Comendador Levy Gasparian";1;1;-;-;-;-;2
"330140 Conceição de Macabu";4;-;-;1;-;-;5
"330150 Cordeiro";5;-;-;-;-;-;5
"330160 Duas Barras";-;-;-;-;-;-;-
"330170 Duque de Caxias";54;20;-;50;-;-;124
"330180 Engenheiro Paulo de Frontin";-;-;-;-;-;-;-
"330185 Guapimirim";2;-;-;5;-;1;8
"330187 Iguaba Grande";3;2;-;-;-;-;5
"330190 Itaboraí";20;3;-;12;-;-;35
"330200 Itaguaí";10;4;-;11;-;-;25
"330205 Italva";4;1;-;1;-;-;6
"330210 Itaocara";4;-;-;-;-;-;4
"330220 Itaperuna";16;2;-;2;-;-;20
"330225 Itatiaia";3;1;-;1;-;-;5
"330227 Japeri";3;3;-;5;-;-;11
"330230 Laje do Muriaé";3;-;-;-;-;-;3
"330240 Macaé";32;5;-;9;-;-;46
"330245 Macuco";-;-;-;-;-;-;-
"330250 Magé";19;6;-;19;-;-;44
"330260 Mangaratiba";2;-;-;6;-;-;8
"330270 Maricá";24;-;-;6;-;-;30
"330280 Mendes";1;-;-;-;-;-;1
"330285 Mesquita";11;6;-;16;-;-;33
"330290 Miguel Pereira";4;-;-;-;-;-;4
"330300 Miracema";6;1;-;-;-;-;7
"330310 Natividade";1;-;-;-;-;-;1
"330320 Nilópolis";18;3;-;14;-;-;35
"330330 Niterói";75;8;-;21;1;2;107
"330340 Nova Friburgo";33;-;-;6;-;-;39
"330350 Nova Iguaçu";49;8;1;51;-;-;109
"330360 Paracambi";5;1;-;1;-;-;7
"330370 Paraíba do Sul";6;1;-;2;-;-;9
"330380 Paraty";6;1;-;1;-;-;8
"330385 Paty do Alferes";3;-;-;2;-;-;5
"330390 Petrópolis";68;9;-;11;-;-;88
"330395 Pinheiral";2;1;-;1;-;-;4
"330400 Piraí";2;-;-;1;-;-;3
"330410 Porciúncula";4;-;-;-;-;-;4
"330411 Porto Real";-;-;-;-;-;-;-
"330412 Quatis";-;1;-;-;-;1;2
"330414 Queimados";12;2;-;10;-;-;24
"330415 Quissamã";1;1;-;-;-;-;2
"330420 Resende";13;4;-;2;-;-;19
"330430 Rio Bonito";3;2;-;4;-;-;9
"330440 Rio Claro";2;-;-;1;-;-;3
"330450 Rio das Flores";-;-;-;-;-;-;-
"330452 Rio das Ostras";10;1;-;6;-;-;17
"330455 Rio de Janeiro";830;137;1;418;-;9;1395
"330460 Santa Maria Madalena";2;-;-;-;-;-;2
"330470 Santo Antônio de Pádua";2;-;-;-;-;-;2
"330480 São Fidélis";9;2;-;4;-;-;15
"330475 São Francisco de Itabapoana";3;1;-;4;-;-;8
"330490 São Gonçalo";95;25;1;61;-;3;185
"330500 São João da Barra";8;-;-;5;-;-;13
"330510 São João de Meriti";38;10;-;34;-;1;83
"330513 São José de Ubá";-;-;-;-;-;-;-
"330515 São José do Vale do Rio Preto";2;1;-;-;-;-;3
"330520 São Pedro da Aldeia";7;-;-;2;-;-;9
"330530 São Sebastião do Alto";-;1;-;-;-;-;1
"330540 Sapucaia";3;-;-;3;-;-;6
"330550 Saquarema";9;2;-;3;-;-;14
"330555 Seropédica";5;1;-;4;-;-;10
"330560 Silva Jardim";2;1;-;4;-;-;7
"330570 Sumidouro";1;-;-;1;-;-;2
"330575 Tanguá";4;-;-;3;-;-;7
"330580 Teresópolis";23;3;-;5;-;1;32
"330590 Trajano de Moraes";1;1;-;-;-;-;2
"330600 Três Rios";12;4;-;6;-;-;22
"330610 Valença";5;-;-;-;-;-;5
"330615 Varre-Sai";-;-;-;-;-;-;-
"330620 Vassouras";8;-;-;1;-;-;9
"330630 Volta Redonda";21;7;-;5;-;-;33
"330000 Município ignorado - RJ";7;7;-;15;-;11;40
"350010 Adamantina";5;-;-;2;-;-;7
"350020 Adolfo";1;-;-;-;-;-;1
"350030 Aguaí";5;-;-;1;-;-;6
"350040 Águas da Prata";-;-;-;1;-;-;1
"350050 Águas de Lindóia";1;-;-;1;-;-;2
"350055 Águas de Santa Bárbara";1;-;-;-;-;-;1
"350060 Águas de São Pedro";-;-;-;-;-;-;-
"350070 Agudos";2;1;-;-;-;-;3
"350075 Alambari";-;-;-;-;-;-;-
"350080 Alfredo Marcondes";-;-;-;-;-;-;-
"350090 Altair";-;-;-;1;-;-;1
"350100 Altinópolis";2;-;-;-;-;-;2
"350110 Alto Alegre";2;-;-;-;-;-;2
"350115 Alumínio";-;-;-;1;-;-;1
"350120 Álvares Florence";-;-;-;-;-;-;-
"350130 Álvares Machado";2;-;-;1;-;-;3
"350140 Álvaro de Carvalho";-;-;-;-;-;-;-
"350150 Alvinlândia";-;-;-;-;-;-;-
"350160 Americana";6;1;-;2;-;-;9
"350170 Américo Brasiliense";1;-;-;-;-;-;1
"350180 Américo de Campos";3;-;-;-;-;-;3
"350190 Amparo";9;1;-;1;-;-;11
"350200 Analândia";1;-;-;-;-;-;1
"350210 Andradina";4;1;-;1;-;1;7
"350220 Angatuba";-;-;-;-;-;1;1
"350230 Anhembi";1;-;-;-;-;-;1
"350240 Anhumas";-;-;-;-;-;-;-
"350250 Aparecida";6;-;1;1;-;-;8
"350260 Aparecida d'Oeste";-;-;-;-;-;-;-
"350270 Apiaí";1;-;-;-;-;-;1
"350275 Araçariguama";1;-;-;1;-;-;2
"350280 Araçatuba";27;2;-;1;-;2;32
"350290 Araçoiaba da Serra";3;-;-;-;-;-;3
"350300 Aramina";-;-;-;-;-;-;-
"350310 Arandu";-;-;-;1;-;-;1
"350315 Arapeí";-;-;-;-;-;-;-
"350320 Araraquara";22;2;-;1;-;-;25
"350330 Araras";5;-;-;-;-;-;5
"350335 Arco-Íris";-;-;-;-;-;-;-
"350340 Arealva";1;-;-;-;-;-;1
"350350 Areias";1;-;-;-;-;-;1
"350360 Areiópolis";2;-;-;-;-;-;2
"350370 Ariranha";2;-;-;1;-;-;3
"350380 Artur Nogueira";3;-;-;1;-;-;4
"350390 Arujá";5;-;-;-;-;-;5
"350395 Aspásia";-;-;-;-;-;-;-
"350400 Assis";12;1;-;-;-;-;13
"350410 Atibaia";17;-;2;-;-;2;21
"350420 Auriflama";-;-;-;-;-;-;-
"350430 Avaí";-;-;-;-;-;-;-
"350440 Avanhandava";1;-;-;-;-;-;1
"350450 Avaré";9;-;-;-;-;-;9
