 Óbitos por Causas Externas - Brasil
Óbitos p/Residênc por Município e Cor/raça
Sexo: Fem
Período:2010
"Município";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"411780 Palmital";1;-;-;1;-;-;2
"411790 Palotina";7;-;-;-;-;-;7
"411800 Paraíso do Norte";2;-;-;-;-;-;2
"411810 Paranacity";1;-;-;1;-;-;2
"411820 Paranaguá";12;-;-;3;-;2;17
"411830 Paranapoema";-;-;-;-;-;-;-
"411840 Paranavaí";15;-;1;-;-;-;16
"411845 Pato Bragado";2;-;-;-;-;-;2
"411850 Pato Branco";9;-;-;-;-;-;9
"411860 Paula Freitas";3;-;-;-;-;-;3
"411870 Paulo Frontin";-;-;-;-;-;-;-
"411880 Peabiru";-;1;-;-;-;-;1
"411885 Perobal";1;-;-;-;-;-;1
"411890 Pérola";1;-;-;-;-;-;1
"411900 Pérola d'Oeste";2;-;-;-;-;-;2
"411910 Piên";1;-;-;-;-;-;1
"411915 Pinhais";22;-;-;2;-;1;25
"411925 Pinhal de São Bento";-;-;-;-;-;-;-
"411920 Pinhalão";3;-;-;-;-;-;3
"411930 Pinhão";3;-;-;1;-;-;4
"411940 Piraí do Sul";2;-;-;-;-;-;2
"411950 Piraquara";22;-;-;-;-;-;22
"411960 Pitanga";5;-;-;-;-;-;5
"411965 Pitangueiras";1;-;-;-;-;-;1
"411970 Planaltina do Paraná";-;-;-;-;-;-;-
"411980 Planalto";3;-;-;-;-;-;3
"411990 Ponta Grossa";30;-;-;5;-;-;35
"411995 Pontal do Paraná";4;-;-;1;-;-;5
"412000 Porecatu";2;-;-;-;-;-;2
"412010 Porto Amazonas";1;-;-;-;-;-;1
"412015 Porto Barreiro";-;-;-;-;-;-;-
"412020 Porto Rico";-;-;-;-;-;-;-
"412030 Porto Vitória";-;-;-;-;-;-;-
"412033 Prado Ferreira";1;-;-;-;-;-;1
"412035 Pranchita";2;-;-;-;-;-;2
"412040 Presidente Castelo Branco";1;-;-;1;-;-;2
"412050 Primeiro de Maio";1;-;-;-;-;-;1
"412060 Prudentópolis";6;-;-;-;-;-;6
"412065 Quarto Centenário";-;-;-;-;-;-;-
"412070 Quatiguá";1;-;-;-;-;-;1
"412080 Quatro Barras";5;-;-;-;-;2;7
"412085 Quatro Pontes";2;-;-;-;-;-;2
"412090 Quedas do Iguaçu";7;-;-;1;-;-;8
"412100 Querência do Norte";4;-;-;1;-;-;5
"412110 Quinta do Sol";1;-;-;1;-;-;2
"412120 Quitandinha";-;-;-;-;-;-;-
"412125 Ramilândia";-;-;-;-;-;-;-
"412130 Rancho Alegre";-;-;-;-;-;-;-
"412135 Rancho Alegre D'Oeste";-;-;-;-;-;-;-
"412140 Realeza";1;-;-;-;-;-;1
"412150 Rebouças";5;-;-;-;-;-;5
"412160 Renascença";1;-;-;-;-;-;1
"412170 Reserva";2;-;-;1;-;1;4
"412175 Reserva do Iguaçu";1;-;-;-;-;-;1
"412180 Ribeirão Claro";1;-;-;-;-;-;1
"412190 Ribeirão do Pinhal";4;-;-;1;-;-;5
"412200 Rio Azul";2;-;-;-;-;-;2
"412210 Rio Bom";-;-;-;-;-;-;-
"412215 Rio Bonito do Iguaçu";3;-;-;-;-;-;3
"412217 Rio Branco do Ivaí";-;-;-;-;-;-;-
"412220 Rio Branco do Sul";4;-;-;-;-;-;4
"412230 Rio Negro";1;-;-;-;-;-;1
"412240 Rolândia";9;-;-;1;-;-;10
"412250 Roncador";2;-;-;1;-;-;3
"412260 Rondon";2;-;-;-;-;-;2
"412265 Rosário do Ivaí";-;-;-;1;-;-;1
"412270 Sabáudia";-;-;-;-;-;-;-
"412280 Salgado Filho";-;-;-;-;-;-;-
"412290 Salto do Itararé";-;-;-;-;-;-;-
"412300 Salto do Lontra";2;-;-;-;-;-;2
"412310 Santa Amélia";-;-;1;-;-;-;1
"412320 Santa Cecília do Pavão";-;-;-;1;-;-;1
"412330 Santa Cruz de Monte Castelo";3;-;-;-;-;-;3
"412340 Santa Fé";1;-;-;-;-;-;1
"412350 Santa Helena";6;-;-;-;-;-;6
"412360 Santa Inês";1;-;-;-;-;-;1
"412370 Santa Isabel do Ivaí";-;-;-;-;-;-;-
"412380 Santa Izabel do Oeste";2;-;-;-;-;-;2
"412382 Santa Lúcia";3;-;-;-;-;-;3
"412385 Santa Maria do Oeste";1;-;-;-;-;-;1
"412390 Santa Mariana";2;-;-;-;-;-;2
"412395 Santa Mônica";1;-;-;1;-;-;2
"412402 Santa Tereza do Oeste";1;-;-;-;-;-;1
"412405 Santa Terezinha de Itaipu";5;-;-;-;-;-;5
"412400 Santana do Itararé";1;-;-;-;-;1;2
"412410 Santo Antônio da Platina";2;1;-;1;-;-;4
"412420 Santo Antônio do Caiuá";-;-;-;-;-;-;-
"412430 Santo Antônio do Paraíso";1;-;-;-;-;-;1
"412440 Santo Antônio do Sudoeste";4;-;-;-;-;-;4
"412450 Santo Inácio";1;-;-;-;-;-;1
"412460 São Carlos do Ivaí";1;1;-;-;-;-;2
"412470 São Jerônimo da Serra";3;1;-;-;-;-;4
"412480 São João";2;-;-;-;-;-;2
"412490 São João do Caiuá";1;-;-;-;-;-;1
"412500 São João do Ivaí";1;-;-;-;-;-;1
"412510 São João do Triunfo";1;-;-;-;-;-;1
"412520 São Jorge d'Oeste";3;-;-;-;-;-;3
"412530 São Jorge do Ivaí";-;-;-;-;-;-;-
"412535 São Jorge do Patrocínio";-;-;-;-;-;-;-
"412540 São José da Boa Vista";-;-;-;-;-;-;-
"412545 São José das Palmeiras";-;-;-;-;-;-;-
"412550 São José dos Pinhais";35;-;-;1;-;1;37
"412555 São Manoel do Paraná";-;-;-;-;-;-;-
"412560 São Mateus do Sul";4;-;-;-;-;-;4
"412570 São Miguel do Iguaçu";3;-;-;-;-;-;3
"412575 São Pedro do Iguaçu";1;-;-;-;-;-;1
"412580 São Pedro do Ivaí";-;-;-;-;-;-;-
"412590 São Pedro do Paraná";-;-;-;-;-;-;-
"412600 São Sebastião da Amoreira";-;-;-;-;-;-;-
"412610 São Tomé";-;-;-;1;-;-;1
"412620 Sapopema";-;-;-;-;-;-;-
"412625 Sarandi";13;-;-;4;-;-;17
"412627 Saudade do Iguaçu";-;-;-;-;-;-;-
"412630 Sengés";3;1;-;-;-;-;4
"412635 Serranópolis do Iguaçu";1;-;-;-;-;-;1
"412640 Sertaneja";2;-;-;-;-;1;3
"412650 Sertanópolis";1;-;-;-;-;-;1
"412660 Siqueira Campos";1;-;-;1;-;-;2
"412665 Sulina";-;-;-;-;-;-;-
"412667 Tamarana";2;-;-;-;-;-;2
"412670 Tamboara";-;-;-;-;-;-;-
"412680 Tapejara";1;-;-;1;-;-;2
"412690 Tapira";-;-;-;-;-;-;-
"412700 Teixeira Soares";1;-;-;-;-;-;1
"412710 Telêmaco Borba";9;-;1;2;-;-;12
"412720 Terra Boa";3;-;-;1;-;-;4
"412730 Terra Rica";2;-;-;-;-;-;2
"412740 Terra Roxa";5;-;-;-;-;-;5
"412750 Tibagi";3;-;-;-;-;-;3
"412760 Tijucas do Sul";3;-;-;-;-;1;4
"412770 Toledo";16;-;-;4;-;1;21
"412780 Tomazina";1;-;-;-;-;-;1
"412785 Três Barras do Paraná";5;-;-;-;-;-;5
"412788 Tunas do Paraná";-;-;-;-;-;-;-
"412790 Tuneiras do Oeste";2;-;-;-;-;-;2
"412795 Tupãssi";3;-;-;1;-;-;4
"412796 Turvo";2;-;-;-;1;-;3
"412800 Ubiratã";2;-;-;-;-;-;2
"412810 Umuarama";13;-;-;2;-;-;15
"412820 União da Vitória";7;-;-;-;-;-;7
"412830 Uniflor";-;-;-;-;-;-;-
"412840 Uraí";1;-;-;-;-;-;1
"412853 Ventania";2;-;-;-;-;-;2
"412855 Vera Cruz do Oeste";-;-;-;-;-;-;-
"412860 Verê";-;-;-;-;-;-;-
"412865 Virmond";3;-;-;-;-;-;3
"412870 Vitorino";1;-;-;-;-;-;1
"412850 Wenceslau Braz";5;-;-;1;-;-;6
"412880 Xambrê";1;-;-;-;-;-;1
"410000 Município ignorado - PR";10;2;-;-;-;1;13
"420005 Abdon Batista";-;-;-;-;-;-;-
"420010 Abelardo Luz";6;-;-;-;-;-;6
"420020 Agrolândia";1;-;-;-;-;-;1
"420030 Agronômica";1;-;-;-;-;-;1
"420040 Água Doce";2;-;-;-;-;-;2
"420050 Águas de Chapecó";-;-;-;-;-;-;-
"420055 Águas Frias";-;-;-;-;-;-;-
"420060 Águas Mornas";1;-;-;-;-;-;1
"420070 Alfredo Wagner";3;-;-;-;-;-;3
"420075 Alto Bela Vista";-;-;-;-;-;-;-
"420080 Anchieta";-;-;-;1;-;-;1
"420090 Angelina";-;-;-;-;-;-;-
"420100 Anita Garibaldi";-;-;-;-;-;-;-
"420110 Anitápolis";-;-;-;-;-;-;-
"420120 Antônio Carlos";-;-;-;-;-;-;-
"420125 Apiúna";2;-;-;-;-;-;2
"420127 Arabutã";-;-;-;-;-;-;-
"420130 Araquari";2;-;-;-;-;-;2
"420140 Araranguá";3;-;-;-;-;-;3
"420150 Armazém";2;-;-;-;-;-;2
"420160 Arroio Trinta";1;-;-;-;-;-;1
"420165 Arvoredo";-;-;-;-;-;-;-
"420170 Ascurra";-;-;-;-;-;-;-
"420180 Atalanta";2;-;-;-;-;-;2
"420190 Aurora";1;-;-;-;-;-;1
"420195 Balneário Arroio do Silva";1;-;-;-;-;-;1
"420205 Balneário Barra do Sul";-;-;-;-;-;1;1
"420200 Balneário Camboriú";21;1;-;2;-;-;24
"420207 Balneário Gaivota";-;-;-;-;-;-;-
"421280 Balneário Piçarras";1;-;-;-;-;-;1
"422000 Balneário Rincão";-;-;-;-;-;-;-
"420208 Bandeirante";1;-;-;-;-;-;1
"420209 Barra Bonita";-;-;-;-;-;-;-
"420210 Barra Velha";1;-;-;-;-;-;1
"420213 Bela Vista do Toldo";1;-;-;-;-;-;1
"420215 Belmonte";-;-;-;-;-;-;-
"420220 Benedito Novo";1;-;-;-;-;-;1
"420230 Biguaçu";12;-;-;1;-;-;13
"420240 Blumenau";46;-;-;1;-;-;47
"420243 Bocaina do Sul";-;-;-;-;-;-;-
"420250 Bom Jardim da Serra";-;-;-;-;-;-;-
"420253 Bom Jesus";1;-;-;-;-;-;1
"420257 Bom Jesus do Oeste";-;-;-;-;-;-;-
"420260 Bom Retiro";-;-;-;-;-;-;-
"420245 Bombinhas";1;-;-;-;-;-;1
"420270 Botuverá";-;-;-;-;-;-;-
"420280 Braço do Norte";3;-;-;-;-;-;3
"420285 Braço do Trombudo";2;-;-;-;-;-;2
"420287 Brunópolis";-;-;-;-;-;-;-
"420290 Brusque";11;-;-;-;-;-;11
"420300 Caçador";6;-;-;2;-;-;8
"420310 Caibi";1;-;-;-;-;-;1
"420315 Calmon";-;-;-;-;-;-;-
"420320 Camboriú";3;-;-;-;-;-;3
"420330 Campo Alegre";2;-;-;-;-;-;2
"420340 Campo Belo do Sul";-;-;-;-;-;-;-
"420350 Campo Erê";3;-;-;-;-;-;3
"420360 Campos Novos";4;-;-;-;-;-;4
"420370 Canelinha";-;1;-;-;-;-;1
"420380 Canoinhas";10;-;-;1;-;-;11
"420325 Capão Alto";1;-;-;1;-;-;2
"420390 Capinzal";3;-;-;1;-;-;4
"420395 Capivari de Baixo";2;-;-;-;-;-;2
"420400 Catanduvas";4;-;-;-;-;-;4
"420410 Caxambu do Sul";1;-;-;-;-;-;1
"420415 Celso Ramos";-;-;-;-;-;-;-
"420417 Cerro Negro";-;-;-;-;-;-;-
"420419 Chapadão do Lageado";1;-;-;-;-;-;1
"420420 Chapecó";20;-;-;2;-;-;22
"420425 Cocal do Sul";2;-;-;-;-;-;2
"420430 Concórdia";9;-;-;-;-;-;9
"420435 Cordilheira Alta";1;-;-;-;-;-;1
"420440 Coronel Freitas";1;-;-;-;-;-;1
"420445 Coronel Martins";1;-;-;-;-;-;1
"420455 Correia Pinto";4;-;-;-;-;-;4
"420450 Corupá";1;-;-;-;-;-;1
"420460 Criciúma";31;1;-;1;-;1;34
"420470 Cunha Porã";1;-;-;-;-;-;1
"420475 Cunhataí";1;-;-;-;-;-;1
"420480 Curitibanos";8;-;-;1;-;-;9
"420490 Descanso";2;-;-;-;-;-;2
"420500 Dionísio Cerqueira";3;-;-;1;-;-;4
"420510 Dona Emma";-;-;-;-;-;-;-
"420515 Doutor Pedrinho";-;-;-;-;-;-;-
"420517 Entre Rios";-;-;-;-;-;-;-
"420519 Ermo";-;-;-;-;-;-;-
"420520 Erval Velho";-;-;-;-;-;-;-
"420530 Faxinal dos Guedes";3;-;-;-;-;-;3
"420535 Flor do Sertão";-;-;-;-;-;-;-
"420540 Florianópolis";48;2;-;4;-;-;54
"420543 Formosa do Sul";-;-;-;-;-;-;-
"420545 Forquilhinha";3;-;-;1;-;-;4
"420550 Fraiburgo";2;-;-;1;-;-;3
"420555 Frei Rogério";-;-;-;-;-;-;-
"420560 Galvão";1;-;-;-;-;-;1
"420570 Garopaba";2;-;-;-;-;-;2
"420580 Garuva";-;-;-;-;-;-;-
"420590 Gaspar";8;-;-;-;-;-;8
"420600 Governador Celso Ramos";-;-;-;-;-;-;-
"420610 Grão Pará";-;-;-;-;-;-;-
"420620 Gravatal";2;-;-;-;-;-;2
"420630 Guabiruba";3;-;-;-;-;-;3
"420640 Guaraciaba";2;-;-;-;-;-;2
"420650 Guaramirim";6;-;-;-;-;1;7
"420660 Guarujá do Sul";-;-;-;-;-;-;-
"420665 Guatambú";-;-;-;-;-;-;-
"420670 Herval d'Oeste";3;-;-;-;-;-;3
"420675 Ibiam";-;-;-;-;-;-;-
"420680 Ibicaré";1;-;-;-;-;-;1
"420690 Ibirama";3;-;-;-;-;-;3
"420700 Içara";7;-;-;-;-;-;7
"420710 Ilhota";3;-;-;-;-;1;4
"420720 Imaruí";-;-;-;-;-;-;-
"420730 Imbituba";11;1;-;-;-;-;12
"420740 Imbuia";-;-;-;-;-;-;-
"420750 Indaial";10;-;-;-;-;-;10
"420757 Iomerê";3;-;-;-;-;-;3
"420760 Ipira";-;-;-;-;-;-;-
"420765 Iporã do Oeste";-;-;-;-;-;-;-
"420768 Ipuaçu";-;-;-;-;-;-;-
"420770 Ipumirim";1;-;-;-;-;-;1
"420775 Iraceminha";2;-;-;-;-;-;2
"420780 Irani";1;-;-;-;-;-;1
"420785 Irati";-;-;-;-;-;-;-
"420790 Irineópolis";4;-;-;-;-;-;4
"420800 Itá";1;-;-;-;-;-;1
"420810 Itaiópolis";1;-;-;-;-;-;1
"420820 Itajaí";20;-;-;1;-;-;21
"420830 Itapema";3;-;-;-;-;-;3
"420840 Itapiranga";2;-;-;-;-;-;2
"420845 Itapoá";4;-;-;-;-;-;4
"420850 Ituporanga";3;-;-;-;-;-;3
"420860 Jaborá";-;-;-;-;-;-;-
"420870 Jacinto Machado";3;-;-;-;-;-;3
"420880 Jaguaruna";2;-;-;-;-;-;2
"420890 Jaraguá do Sul";22;-;-;-;-;-;22
"420895 Jardinópolis";-;-;-;-;-;-;-
"420900 Joaçaba";7;-;-;-;-;-;7
"420910 Joinville";26;1;-;4;-;1;32
"420915 José Boiteux";1;-;-;-;1;-;2
"420917 Jupiá";-;-;-;-;-;-;-
"420920 Lacerdópolis";-;-;-;-;-;-;-
"420930 Lages";22;-;-;4;-;6;32
"420940 Laguna";7;-;-;-;-;-;7
"420945 Lajeado Grande";-;-;-;-;-;-;-
"420950 Laurentino";-;-;-;-;-;-;-
"420960 Lauro Muller";1;-;-;-;-;-;1
"420970 Lebon Régis";1;-;-;-;-;-;1
"420980 Leoberto Leal";1;-;-;-;-;-;1
"420985 Lindóia do Sul";-;-;-;-;-;-;-
"420990 Lontras";-;-;-;-;-;-;-
"421000 Luiz Alves";2;-;-;-;-;-;2
"421003 Luzerna";-;-;-;-;-;-;-
"421005 Macieira";-;-;-;-;-;-;-
"421010 Mafra";5;-;-;1;-;-;6
"421020 Major Gercino";-;1;-;-;-;-;1
"421030 Major Vieira";-;-;-;-;-;-;-
"421040 Maracajá";-;-;-;-;-;-;-
"421050 Maravilha";5;-;-;-;-;-;5
"421055 Marema";-;-;-;-;-;-;-
"421060 Massaranduba";3;-;-;-;-;-;3
"421070 Matos Costa";-;-;-;-;-;-;-
"421080 Meleiro";-;-;-;-;-;-;-
"421085 Mirim Doce";1;-;-;-;-;-;1
"421090 Modelo";-;-;-;-;-;-;-
"421100 Mondaí";2;-;-;-;-;-;2
"421105 Monte Carlo";1;-;-;-;-;-;1
"421110 Monte Castelo";-;-;-;-;-;-;-
"421120 Morro da Fumaça";1;-;-;1;-;-;2
"421125 Morro Grande";-;-;-;-;-;-;-
"421130 Navegantes";9;-;-;1;-;-;10
"421140 Nova Erechim";-;-;-;-;-;-;-
"421145 Nova Itaberaba";-;-;-;-;-;-;-
"421150 Nova Trento";-;-;-;-;-;-;-
"421160 Nova Veneza";1;-;-;-;-;-;1
"421165 Novo Horizonte";-;-;-;-;-;-;-
"421170 Orleans";3;-;-;-;-;-;3
"421175 Otacílio Costa";-;-;-;-;-;-;-
"421180 Ouro";1;-;-;-;-;-;1
"421185 Ouro Verde";-;-;-;-;-;-;-
"421187 Paial";-;-;-;-;-;-;-
"421189 Painel";-;-;-;-;-;-;-
"421190 Palhoça";15;2;-;-;-;-;17
"421200 Palma Sola";1;-;-;-;-;-;1
"421205 Palmeira";-;-;-;-;-;-;-
"421210 Palmitos";3;-;-;-;-;-;3
"421220 Papanduva";-;-;-;-;-;-;-
"421223 Paraíso";-;-;-;-;-;-;-
"421225 Passo de Torres";2;-;-;-;-;1;3
"421227 Passos Maia";-;-;-;-;-;-;-
"421230 Paulo Lopes";1;-;-;-;-;-;1
"421240 Pedras Grandes";-;-;-;-;-;-;-
"421250 Penha";3;-;-;-;-;-;3
"421260 Peritiba";-;-;-;-;-;-;-
"421265 Pescaria Brava";-;-;-;-;-;-;-
"421270 Petrolândia";2;-;-;-;-;-;2
"421290 Pinhalzinho";4;-;-;-;-;-;4
"421300 Pinheiro Preto";-;-;-;-;-;-;-
"421310 Piratuba";-;-;-;-;-;-;-
"421315 Planalto Alegre";-;-;-;-;-;-;-
"421320 Pomerode";1;-;-;-;-;-;1
"421330 Ponte Alta";3;-;-;-;-;-;3
"421335 Ponte Alta do Norte";-;-;-;-;-;-;-
"421340 Ponte Serrada";2;-;-;-;-;-;2
"421350 Porto Belo";-;-;-;-;-;-;-
"421360 Porto União";6;-;-;-;1;-;7
"421370 Pouso Redondo";-;-;-;-;-;-;-
"421380 Praia Grande";-;-;-;-;-;-;-
"421390 Presidente Castello Branco";-;-;-;-;-;-;-
"421400 Presidente Getúlio";1;-;-;-;-;-;1
"421410 Presidente Nereu";-;-;-;-;-;-;-
"421415 Princesa";1;-;-;-;-;-;1
"421420 Quilombo";-;-;-;-;-;-;-
"421430 Rancho Queimado";-;-;-;-;-;-;-
"421440 Rio das Antas";-;-;-;-;-;1;1
"421450 Rio do Campo";-;-;-;-;-;-;-
"421460 Rio do Oeste";1;-;-;-;-;-;1
"421480 Rio do Sul";13;-;-;-;-;-;13
"421470 Rio dos Cedros";1;-;-;-;-;-;1
"421490 Rio Fortuna";1;-;-;-;-;-;1
"421500 Rio Negrinho";1;-;-;1;-;-;2
"421505 Rio Rufino";-;-;-;-;-;-;-
"421507 Riqueza";1;-;-;-;-;-;1
"421510 Rodeio";3;-;-;-;-;-;3
"421520 Romelândia";-;-;-;-;-;-;-
"421530 Salete";1;-;-;-;-;-;1
"421535 Saltinho";-;-;-;-;-;-;-
"421540 Salto Veloso";-;-;-;-;-;-;-
"421545 Sangão";3;-;-;-;-;-;3
"421550 Santa Cecília";2;-;-;-;-;1;3
"421555 Santa Helena";-;-;-;-;-;-;-
"421560 Santa Rosa de Lima";1;-;-;-;-;-;1
"421565 Santa Rosa do Sul";-;-;-;-;-;-;-
"421567 Santa Terezinha";-;-;-;-;-;-;-
"421568 Santa Terezinha do Progresso";-;-;-;-;-;-;-
"421569 Santiago do Sul";-;-;-;-;-;-;-
"421570 Santo Amaro da Imperatriz";-;-;-;-;-;-;-
"421580 São Bento do Sul";5;-;-;-;-;-;5
"421575 São Bernardino";-;-;-;-;-;-;-
"421590 São Bonifácio";1;-;-;-;-;-;1
"421600 São Carlos";2;-;-;-;-;-;2
"421605 São Cristovão do Sul";-;-;-;1;-;-;1
"421610 São Domingos";1;-;-;-;-;-;1
"421620 São Francisco do Sul";5;1;-;-;-;-;6
"421630 São João Batista";6;-;-;-;-;-;6
"421635 São João do Itaperiú";1;-;-;-;-;-;1
"421625 São João do Oeste";-;-;-;-;-;-;-
"421640 São João do Sul";3;-;-;-;-;-;3
"421650 São Joaquim";1;-;-;-;-;-;1
"421660 São José";19;-;-;1;-;-;20
"421670 São José do Cedro";-;-;-;-;-;-;-
"421680 São José do Cerrito";1;-;-;-;-;-;1
"421690 São Lourenço do Oeste";6;-;-;1;-;-;7
"421700 São Ludgero";2;-;-;-;-;-;2
"421710 São Martinho";-;-;-;-;-;-;-
"421715 São Miguel da Boa Vista";-;-;-;-;-;-;-
"421720 São Miguel do Oeste";2;-;-;-;-;-;2
"421725 São Pedro de Alcântara";-;-;-;-;-;-;-
"421730 Saudades";1;-;-;-;-;-;1
"421740 Schroeder";-;-;-;-;-;-;-
"421750 Seara";5;-;-;-;-;-;5
"421755 Serra Alta";-;-;-;-;-;-;-
"421760 Siderópolis";1;-;-;-;-;-;1
"421770 Sombrio";1;-;-;-;-;-;1
"421775 Sul Brasil";2;-;-;-;-;-;2
"421780 Taió";2;-;-;-;-;-;2
"421790 Tangará";-;-;-;-;-;-;-
"421795 Tigrinhos";-;-;-;-;-;-;-
"421800 Tijucas";1;-;-;-;-;-;1
"421810 Timbé do Sul";-;-;-;-;-;-;-
"421820 Timbó";7;-;-;-;-;-;7
"421825 Timbó Grande";1;-;-;-;-;-;1
"421830 Três Barras";3;-;-;-;-;-;3
"421835 Treviso";-;-;-;-;-;-;-
"421840 Treze de Maio";1;-;-;-;-;-;1
"421850 Treze Tílias";-;-;-;-;-;-;-
"421860 Trombudo Central";2;-;-;-;-;-;2
"421870 Tubarão";20;1;-;-;-;1;22
"421875 Tunápolis";-;-;-;-;-;-;-
"421880 Turvo";-;-;-;-;-;1;1
"421885 União do Oeste";-;-;-;-;-;-;-
"421890 Urubici";-;-;-;-;-;-;-
"421895 Urupema";-;-;-;-;-;-;-
"421900 Urussanga";3;-;-;-;-;-;3
"421910 Vargeão";-;-;-;-;-;-;-
"421915 Vargem";-;-;-;-;-;-;-
"421917 Vargem Bonita";-;-;-;-;-;-;-
"421920 Vidal Ramos";3;-;-;-;-;-;3
"421930 Videira";8;-;-;-;-;-;8
"421935 Vitor Meireles";1;-;-;-;-;-;1
"421940 Witmarsum";-;-;-;-;-;-;-
"421950 Xanxerê";9;-;-;-;-;-;9
"421960 Xavantina";-;-;-;-;-;-;-
"421970 Xaxim";3;-;-;-;-;-;3
"421985 Zortéa";1;-;-;-;-;-;1
"420000 Município ignorado - SC";-;-;-;-;-;-;-
"430003 Aceguá";-;-;-;-;-;-;-
"430005 Água Santa";-;-;-;-;-;-;-
"430010 Agudo";9;-;-;-;-;-;9
"430020 Ajuricaba";-;-;-;-;-;-;-
"430030 Alecrim";-;-;-;-;-;-;-
"430040 Alegrete";10;1;-;-;-;3;14
"430045 Alegria";3;-;-;1;-;-;4
"430047 Almirante Tamandaré do Sul";1;-;-;-;-;-;1
"430050 Alpestre";1;-;-;-;-;-;1
"430055 Alto Alegre";-;-;-;-;-;-;-
"430057 Alto Feliz";-;-;-;-;-;-;-
"430060 Alvorada";14;3;-;3;-;-;20
"430063 Amaral Ferrador";1;-;-;-;-;1;2
"430064 Ametista do Sul";2;-;-;-;-;-;2
"430066 André da Rocha";-;-;-;-;-;-;-
"430070 Anta Gorda";2;-;-;-;-;-;2
"430080 Antônio Prado";-;-;-;-;-;-;-
"430085 Arambaré";1;-;-;-;-;-;1
"430087 Araricá";-;-;-;-;-;-;-
"430090 Aratiba";-;-;-;-;-;-;-
"430100 Arroio do Meio";4;-;-;-;-;-;4
"430107 Arroio do Padre";-;-;-;-;-;-;-
"430105 Arroio do Sal";1;-;-;-;-;-;1
"430120 Arroio do Tigre";-;-;-;-;-;-;-
"430110 Arroio dos Ratos";1;-;-;-;-;-;1
"430130 Arroio Grande";-;-;-;-;-;-;-
"430140 Arvorezinha";-;-;-;-;-;-;-
"430150 Augusto Pestana";1;-;-;-;-;-;1
"430155 Áurea";1;-;-;-;-;-;1
"430160 Bagé";6;-;-;1;-;-;7
"430163 Balneário Pinhal";2;-;-;-;-;-;2
"430165 Barão";-;-;-;-;-;-;-
"430170 Barão de Cotegipe";1;-;-;-;-;-;1
"430175 Barão do Triunfo";1;-;-;-;-;-;1
"430185 Barra do Guarita";-;-;-;-;-;-;-
"430187 Barra do Quaraí";-;-;-;-;-;-;-
"430190 Barra do Ribeiro";2;-;-;-;-;-;2
"430192 Barra do Rio Azul";1;-;-;-;-;-;1
"430195 Barra Funda";-;-;-;-;-;-;-
"430180 Barracão";-;-;-;-;-;-;-
"430200 Barros Cassal";1;-;-;-;-;-;1
"430205 Benjamin Constant do Sul";-;-;-;-;-;-;-
"430210 Bento Gonçalves";8;-;-;1;-;-;9
"430215 Boa Vista das Missões";-;-;-;-;-;-;-
"430220 Boa Vista do Buricá";-;-;-;-;-;-;-
"430222 Boa Vista do Cadeado";-;-;-;-;-;-;-
"430223 Boa Vista do Incra";1;-;-;-;-;-;1
"430225 Boa Vista do Sul";-;-;-;-;-;-;-
"430230 Bom Jesus";2;-;-;-;-;-;2
"430235 Bom Princípio";1;-;-;-;-;-;1
"430237 Bom Progresso";-;-;-;-;-;-;-
"430240 Bom Retiro do Sul";-;-;-;-;-;-;-
"430245 Boqueirão do Leão";-;-;-;-;-;-;-
"430250 Bossoroca";1;-;-;-;-;-;1
"430258 Bozano";1;-;-;-;-;-;1
"430260 Braga";1;-;-;1;-;-;2
"430265 Brochier";-;-;-;-;-;-;-
"430270 Butiá";1;-;-;2;-;-;3
"430280 Caçapava do Sul";3;-;-;-;-;-;3
"430290 Cacequi";2;-;-;-;-;-;2
"430300 Cachoeira do Sul";10;1;-;-;-;-;11
"430310 Cachoeirinha";7;-;-;-;-;-;7
"430320 Cacique Doble";-;-;-;-;-;-;-
"430330 Caibaté";2;-;-;-;-;-;2
"430340 Caiçara";2;-;-;-;-;-;2
"430350 Camaquã";3;-;-;1;-;-;4
"430355 Camargo";-;-;-;-;-;-;-
"430360 Cambará do Sul";1;-;-;-;-;-;1
"430367 Campestre da Serra";2;-;-;-;-;-;2
"430370 Campina das Missões";-;-;-;-;-;-;-
"430380 Campinas do Sul";1;-;-;-;-;-;1
"430390 Campo Bom";8;-;-;-;-;-;8
"430400 Campo Novo";-;-;-;-;-;-;-
"430410 Campos Borges";-;-;-;-;-;-;-
"430420 Candelária";2;-;-;-;-;-;2
"430430 Cândido Godói";1;-;-;-;-;-;1
"430435 Candiota";1;-;-;-;-;-;1
"430440 Canela";-;1;-;-;-;-;1
"430450 Canguçu";4;-;-;-;-;-;4
"430460 Canoas";40;2;-;1;-;-;43
"430461 Canudos do Vale";-;-;-;-;-;-;-
"430462 Capão Bonito do Sul";1;-;-;-;-;-;1
"430463 Capão da Canoa";4;1;-;1;-;-;6
"430465 Capão do Cipó";-;-;-;-;-;-;-
"430466 Capão do Leão";2;-;-;-;-;1;3
"430468 Capela de Santana";-;1;-;-;-;-;1
"430469 Capitão";1;-;-;-;-;-;1
"430467 Capivari do Sul";1;1;-;-;-;-;2
"430471 Caraá";-;-;-;-;-;-;-
"430470 Carazinho";7;-;-;1;-;-;8
"430480 Carlos Barbosa";2;-;-;-;-;-;2
