 Óbitos por Causas Externas - Brasil
Óbitos p/Residênc por Município e Cor/raça
Sexo: Fem
Período:2012
"Município";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"315970 Santa Rosa da Serra";-;-;-;-;-;-;-
"315980 Santa Vitória";-;-;-;1;-;-;1
"315830 Santana da Vargem";1;1;-;-;-;-;2
"315840 Santana de Cataguases";-;-;-;1;-;-;1
"315850 Santana de Pirapama";-;-;-;-;-;2;2
"315860 Santana do Deserto";-;-;-;-;-;-;-
"315870 Santana do Garambéu";1;1;-;-;-;-;2
"315880 Santana do Jacaré";-;-;-;-;-;-;-
"315890 Santana do Manhuaçu";-;-;-;1;-;-;1
"315895 Santana do Paraíso";2;1;-;-;-;-;3
"315900 Santana do Riacho";-;-;-;1;-;-;1
"315910 Santana dos Montes";-;-;-;-;-;-;-
"315990 Santo Antônio do Amparo";-;-;-;1;-;-;1
"316000 Santo Antônio do Aventureiro";-;-;-;-;-;-;-
"316010 Santo Antônio do Grama";-;-;-;-;-;-;-
"316020 Santo Antônio do Itambé";-;-;-;1;-;-;1
"316030 Santo Antônio do Jacinto";-;-;-;-;-;-;-
"316040 Santo Antônio do Monte";1;1;-;1;-;-;3
"316045 Santo Antônio do Retiro";-;-;-;-;-;-;-
"316050 Santo Antônio do Rio Abaixo";-;-;-;-;-;-;-
"316060 Santo Hipólito";-;-;-;1;-;-;1
"316070 Santos Dumont";3;-;-;2;-;-;5
"316080 São Bento Abade";-;-;-;1;-;-;1
"316090 São Brás do Suaçuí";-;-;-;-;-;-;-
"316095 São Domingos das Dores";-;-;-;-;-;-;-
"316100 São Domingos do Prata";-;-;-;1;-;-;1
"316105 São Félix de Minas";-;-;-;-;-;-;-
"316110 São Francisco";1;2;-;3;-;-;6
"316120 São Francisco de Paula";-;-;-;-;-;-;-
"316130 São Francisco de Sales";-;-;-;-;-;-;-
"316140 São Francisco do Glória";-;-;-;1;-;-;1
"316150 São Geraldo";-;-;-;1;-;-;1
"316160 São Geraldo da Piedade";-;-;-;-;-;-;-
"316165 São Geraldo do Baixio";-;-;-;-;-;-;-
"316170 São Gonçalo do Abaeté";-;-;-;1;-;-;1
"316180 São Gonçalo do Pará";1;-;-;-;-;1;2
"316190 São Gonçalo do Rio Abaixo";-;1;-;1;-;-;2
"312550 São Gonçalo do Rio Preto";-;-;-;-;-;-;-
"316200 São Gonçalo do Sapucaí";1;-;-;-;-;-;1
"316210 São Gotardo";2;1;-;1;-;-;4
"316220 São João Batista do Glória";-;-;-;-;-;-;-
"316225 São João da Lagoa";-;-;-;-;-;-;-
"316230 São João da Mata";-;-;-;-;-;-;-
"316240 São João da Ponte";1;-;-;-;-;-;1
"316245 São João das Missões";-;1;-;-;3;-;4
"316250 São João del Rei";5;1;-;2;-;2;10
"316255 São João do Manhuaçu";-;-;-;1;-;-;1
"316257 São João do Manteninha";-;-;-;-;-;-;-
"316260 São João do Oriente";-;-;-;1;-;-;1
"316265 São João do Pacuí";-;-;-;-;-;-;-
"316270 São João do Paraíso";-;-;-;1;-;-;1
"316280 São João Evangelista";-;-;-;1;-;-;1
"316290 São João Nepomuceno";3;-;-;-;-;-;3
"316292 São Joaquim de Bicas";2;-;-;5;-;-;7
"316294 São José da Barra";1;-;-;-;-;-;1
"316295 São José da Lapa";2;-;-;4;-;-;6
"316300 São José da Safira";-;-;-;-;-;-;-
"316310 São José da Varginha";-;-;-;-;-;-;-
"316320 São José do Alegre";1;-;-;-;-;-;1
"316330 São José do Divino";-;-;-;1;-;-;1
"316340 São José do Goiabal";-;-;-;1;-;-;1
"316350 São José do Jacuri";-;1;-;-;-;-;1
"316360 São José do Mantimento";-;-;-;-;-;-;-
"316370 São Lourenço";3;-;-;1;-;1;5
"316380 São Miguel do Anta";-;-;-;-;-;-;-
"316390 São Pedro da União";1;-;-;-;-;-;1
"316410 São Pedro do Suaçuí";-;-;-;1;-;-;1
"316400 São Pedro dos Ferros";-;-;-;-;-;-;-
"316420 São Romão";-;-;-;-;-;-;-
"316430 São Roque de Minas";-;-;-;-;-;-;-
"316440 São Sebastião da Bela Vista";1;-;-;-;-;-;1
"316443 São Sebastião da Vargem Alegre";-;-;-;-;-;-;-
"316447 São Sebastião do Anta";1;-;-;-;-;2;3
"316450 São Sebastião do Maranhão";-;-;-;1;-;-;1
"316460 São Sebastião do Oeste";-;-;-;-;-;-;-
"316470 São Sebastião do Paraíso";4;-;-;2;-;-;6
"316480 São Sebastião do Rio Preto";-;-;-;-;-;-;-
"316490 São Sebastião do Rio Verde";-;-;-;-;-;-;-
"316520 São Thomé das Letras";-;-;-;-;-;-;-
"316500 São Tiago";-;-;-;-;-;-;-
"316510 São Tomás de Aquino";1;-;-;-;-;-;1
"316530 São Vicente de Minas";-;-;-;-;-;-;-
"316540 Sapucaí-Mirim";-;-;-;-;-;-;-
"316550 Sardoá";-;-;-;1;-;-;1
"316553 Sarzedo";1;-;-;1;-;-;2
"316556 Sem-Peixe";-;-;-;-;-;-;-
"316557 Senador Amaral";-;-;-;-;-;-;-
"316560 Senador Cortes";1;-;-;-;-;-;1
"316570 Senador Firmino";2;1;-;-;-;-;3
"316580 Senador José Bento";1;-;-;-;-;-;1
"316590 Senador Modestino Gonçalves";-;-;-;-;-;-;-
"316600 Senhora de Oliveira";-;-;-;1;-;-;1
"316610 Senhora do Porto";-;-;-;-;-;-;-
"316620 Senhora dos Remédios";-;-;-;-;-;-;-
"316630 Sericita";-;-;-;1;-;-;1
"316640 Seritinga";-;-;-;-;-;-;-
"316650 Serra Azul de Minas";-;-;-;-;-;-;-
"316660 Serra da Saudade";-;-;-;-;-;-;-
"316680 Serra do Salitre";1;-;-;-;-;-;1
"316670 Serra dos Aimorés";-;-;-;-;-;-;-
"316690 Serrania";-;-;-;-;-;-;-
"316695 Serranópolis de Minas";-;-;-;-;-;-;-
"316700 Serranos";-;-;-;-;-;-;-
"316710 Serro";-;-;-;-;-;-;-
"316720 Sete Lagoas";12;5;-;18;-;12;47
"316555 Setubinha";-;1;-;-;-;-;1
"316730 Silveirânia";-;-;-;-;-;-;-
"316740 Silvianópolis";1;-;-;-;-;-;1
"316750 Simão Pereira";-;-;-;-;-;-;-
"316760 Simonésia";1;1;-;-;-;-;2
"316770 Sobrália";-;-;-;-;-;-;-
"316780 Soledade de Minas";1;-;-;-;-;-;1
"316790 Tabuleiro";-;1;-;-;-;-;1
"316800 Taiobeiras";-;-;-;3;-;1;4
"316805 Taparuba";2;-;-;-;-;-;2
"316810 Tapira";-;-;-;-;-;1;1
"316820 Tapiraí";-;-;-;-;-;-;-
"316830 Taquaraçu de Minas";-;-;-;-;-;-;-
"316840 Tarumirim";-;-;-;-;-;-;-
"316850 Teixeiras";3;-;-;3;-;-;6
"316860 Teófilo Otoni";6;-;-;14;-;1;21
"316870 Timóteo";1;-;-;3;-;-;4
"316880 Tiradentes";-;-;-;-;-;-;-
"316890 Tiros";-;-;-;-;-;-;-
"316900 Tocantins";3;1;-;1;-;-;5
"316905 Tocos do Moji";1;-;-;-;-;-;1
"316910 Toledo";1;-;-;-;-;-;1
"316920 Tombos";1;1;-;-;-;-;2
"316930 Três Corações";4;-;-;2;-;1;7
"316935 Três Marias";1;-;-;4;-;3;8
"316940 Três Pontas";1;1;-;4;-;-;6
"316950 Tumiritinga";1;1;-;2;-;-;4
"316960 Tupaciguara";2;-;-;-;-;-;2
"316970 Turmalina";-;-;-;-;-;-;-
"316980 Turvolândia";-;-;-;-;-;-;-
"316990 Ubá";9;3;-;4;-;1;17
"317000 Ubaí";-;-;-;-;-;-;-
"317005 Ubaporanga";-;-;-;-;-;-;-
"317010 Uberaba";30;-;-;9;-;2;41
"317020 Uberlândia";58;7;-;23;-;2;90
"317030 Umburatiba";-;-;-;-;-;-;-
"317040 Unaí";4;-;-;7;-;-;11
"317043 União de Minas";-;-;-;-;-;-;-
"317047 Uruana de Minas";-;-;-;-;-;-;-
"317050 Urucânia";-;-;-;1;-;-;1
"317052 Urucuia";1;-;-;1;-;-;2
"317057 Vargem Alegre";2;1;-;-;-;-;3
"317060 Vargem Bonita";-;-;-;-;-;-;-
"317065 Vargem Grande do Rio Pardo";1;-;-;-;-;-;1
"317070 Varginha";10;-;-;5;-;-;15
"317075 Varjão de Minas";-;-;-;-;-;1;1
"317080 Várzea da Palma";-;-;-;2;-;1;3
"317090 Varzelândia";-;-;-;-;-;-;-
"317100 Vazante";1;-;-;-;-;-;1
"317103 Verdelândia";-;-;-;1;-;-;1
"317107 Veredinha";-;-;-;-;-;-;-
"317110 Veríssimo";-;-;-;-;-;-;-
"317115 Vermelho Novo";-;1;-;-;-;-;1
"317120 Vespasiano";5;2;-;3;-;1;11
"317130 Viçosa";3;2;-;2;-;-;7
"317140 Vieiras";-;-;-;-;-;-;-
"317160 Virgem da Lapa";-;-;-;-;-;-;-
"317170 Virgínia";-;-;-;1;-;-;1
"317180 Virginópolis";-;-;-;-;-;-;-
"317190 Virgolândia";-;-;-;-;-;-;-
"317200 Visconde do Rio Branco";5;-;-;1;-;2;8
"317210 Volta Grande";2;-;-;1;-;-;3
"317220 Wenceslau Braz";-;-;-;-;-;-;-
"310000 Município ignorado - MG";3;3;-;7;-;3;16
"320010 Afonso Cláudio";4;1;-;1;-;-;6
"320016 Água Doce do Norte";1;1;-;-;-;-;2
"320013 Águia Branca";2;1;-;1;-;-;4
"320020 Alegre";2;-;-;1;-;2;5
"320030 Alfredo Chaves";2;-;-;-;-;2;4
"320035 Alto Rio Novo";1;-;-;-;-;-;1
"320040 Anchieta";-;-;-;3;-;-;3
"320050 Apiacá";-;-;-;-;-;-;-
"320060 Aracruz";2;-;-;11;-;1;14
"320070 Atilio Vivacqua";1;-;-;-;-;-;1
"320080 Baixo Guandu";-;1;-;3;-;-;4
"320090 Barra de São Francisco";6;-;-;5;-;1;12
"320100 Boa Esperança";1;-;-;4;-;1;6
"320110 Bom Jesus do Norte";2;-;-;1;-;-;3
"320115 Brejetuba";1;-;-;2;-;-;3
"320120 Cachoeiro de Itapemirim";21;4;-;4;-;7;36
"320130 Cariacica";23;5;-;59;-;3;90
"320140 Castelo";4;-;-;2;-;-;6
"320150 Colatina";14;3;-;8;-;-;25
"320160 Conceição da Barra";1;2;-;2;-;1;6
"320170 Conceição do Castelo";2;-;-;-;-;-;2
"320180 Divino de São Lourenço";1;-;-;-;-;-;1
"320190 Domingos Martins";1;-;-;2;-;-;3
"320200 Dores do Rio Preto";2;-;-;-;-;1;3
"320210 Ecoporanga";1;-;-;1;-;-;2
"320220 Fundão";1;-;-;3;-;-;4
"320225 Governador Lindenberg";1;-;-;-;-;-;1
"320230 Guaçuí";4;1;-;1;-;-;6
"320240 Guarapari";8;-;-;15;-;2;25
"320245 Ibatiba";2;-;-;1;-;-;3
"320250 Ibiraçu";-;-;-;2;-;-;2
"320255 Ibitirama";1;-;-;-;-;-;1
"320260 Iconha";6;-;-;-;-;-;6
"320265 Irupi";3;-;-;-;-;-;3
"320270 Itaguaçu";1;1;-;3;-;-;5
"320280 Itapemirim";3;1;-;3;1;-;8
"320290 Itarana";3;-;-;1;-;-;4
"320300 Iúna";3;-;-;2;-;1;6
"320305 Jaguaré";2;-;-;3;-;-;5
"320310 Jerônimo Monteiro";-;-;-;-;-;-;-
"320313 João Neiva";1;-;-;3;-;-;4
"320316 Laranja da Terra";3;-;-;-;-;-;3
"320320 Linhares";8;1;-;21;-;1;31
"320330 Mantenópolis";1;1;-;2;-;-;4
"320332 Marataízes";7;-;-;1;-;3;11
"320334 Marechal Floriano";1;-;-;-;-;1;2
"320335 Marilândia";2;-;-;1;-;-;3
"320340 Mimoso do Sul";1;-;-;1;-;1;3
"320350 Montanha";-;-;-;3;-;2;5
"320360 Mucurici";-;-;-;1;-;-;1
"320370 Muniz Freire";3;-;-;-;-;-;3
"320380 Muqui";-;-;-;-;-;-;-
"320390 Nova Venécia";4;2;-;3;-;2;11
"320400 Pancas";1;-;-;-;-;-;1
"320405 Pedro Canário";-;-;-;3;-;1;4
"320410 Pinheiros";1;2;-;3;-;-;6
"320420 Piúma";1;-;-;1;-;1;3
"320425 Ponto Belo";-;-;-;1;-;-;1
"320430 Presidente Kennedy";1;-;-;-;-;-;1
"320435 Rio Bananal";2;-;-;-;-;-;2
"320440 Rio Novo do Sul";-;-;-;2;-;-;2
"320450 Santa Leopoldina";1;-;-;-;-;-;1
"320455 Santa Maria de Jetibá";6;-;-;2;-;-;8
"320460 Santa Teresa";2;-;-;3;-;-;5
"320465 São Domingos do Norte";2;-;-;-;-;-;2
"320470 São Gabriel da Palha";3;-;-;3;-;-;6
"320480 São José do Calçado";1;-;-;1;-;-;2
"320490 São Mateus";6;2;-;12;-;3;23
"320495 São Roque do Canaã";2;-;-;-;-;-;2
"320500 Serra";25;4;-;47;-;8;84
"320501 Sooretama";1;-;-;7;-;-;8
"320503 Vargem Alta";2;-;-;1;-;-;3
"320506 Venda Nova do Imigrante";1;-;-;1;-;2;4
"320510 Viana";2;1;-;7;-;-;10
"320515 Vila Pavão";1;-;-;-;-;-;1
"320517 Vila Valério";2;-;-;3;-;-;5
"320520 Vila Velha";25;4;-;47;-;5;81
"320530 Vitória";17;1;-;29;1;2;50
"320000 Município ignorado - ES";-;-;-;1;-;-;1
"330010 Angra dos Reis";12;1;-;5;-;-;18
"330015 Aperibé";1;2;-;-;-;-;3
"330020 Araruama";16;3;-;6;-;-;25
"330022 Areal";4;-;-;-;-;-;4
"330023 Armação dos Búzios";2;-;-;3;-;-;5
"330025 Arraial do Cabo";-;1;-;-;-;-;1
"330030 Barra do Piraí";11;2;-;2;-;-;15
"330040 Barra Mansa";15;5;-;7;-;-;27
"330045 Belford Roxo";18;2;-;22;-;-;42
"330050 Bom Jardim";3;1;-;-;-;-;4
"330060 Bom Jesus do Itabapoana";1;2;-;1;-;-;4
"330070 Cabo Frio";15;2;-;9;-;-;26
"330080 Cachoeiras de Macacu";3;-;-;3;-;-;6
"330090 Cambuci";3;-;-;-;-;2;5
"330100 Campos dos Goytacazes";60;13;1;24;-;1;99
"330110 Cantagalo";2;-;-;-;-;-;2
"330093 Carapebus";-;-;-;1;-;-;1
"330115 Cardoso Moreira";2;-;-;-;-;-;2
"330120 Carmo";3;-;-;-;-;-;3
"330130 Casimiro de Abreu";1;1;-;-;-;-;2
"330095 Comendador Levy Gasparian";-;2;-;-;-;1;3
"330140 Conceição de Macabu";1;1;-;-;-;-;2
"330150 Cordeiro";4;-;-;-;-;-;4
"330160 Duas Barras";2;-;-;1;-;-;3
"330170 Duque de Caxias";58;20;-;68;-;-;146
"330180 Engenheiro Paulo de Frontin";1;-;-;-;-;-;1
"330185 Guapimirim";4;2;-;2;-;-;8
"330187 Iguaba Grande";2;-;-;1;-;-;3
"330190 Itaboraí";17;7;-;10;-;-;34
"330200 Itaguaí";10;2;-;13;-;1;26
"330205 Italva";1;-;-;3;-;-;4
"330210 Itaocara";3;1;-;-;-;-;4
"330220 Itaperuna";7;4;-;6;-;-;17
"330225 Itatiaia";5;1;-;-;-;-;6
"330227 Japeri";3;2;-;6;-;-;11
"330230 Laje do Muriaé";2;-;-;-;-;-;2
"330240 Macaé";25;6;-;21;-;2;54
"330245 Macuco";-;-;-;-;-;-;-
"330250 Magé";15;2;-;17;-;-;34
"330260 Mangaratiba";3;-;1;4;-;-;8
"330270 Maricá";16;2;-;4;-;-;22
"330280 Mendes";1;-;-;2;-;-;3
"330285 Mesquita";12;1;1;6;-;-;20
"330290 Miguel Pereira";4;-;-;1;-;-;5
"330300 Miracema";2;1;-;1;-;-;4
"330310 Natividade";1;-;-;-;-;-;1
"330320 Nilópolis";13;7;-;6;-;-;26
"330330 Niterói";73;12;-;17;-;1;103
"330340 Nova Friburgo";33;-;-;2;-;-;35
"330350 Nova Iguaçu";55;15;-;40;-;-;110
"330360 Paracambi";5;-;-;5;-;-;10
"330370 Paraíba do Sul";3;1;-;-;-;-;4
"330380 Paraty";1;-;-;3;-;-;4
"330385 Paty do Alferes";3;-;-;-;-;-;3
"330390 Petrópolis";69;8;-;7;-;1;85
"330395 Pinheiral";2;-;-;1;-;-;3
"330400 Piraí";3;-;-;-;-;-;3
"330410 Porciúncula";1;-;-;-;-;-;1
"330411 Porto Real";1;-;-;2;-;-;3
"330412 Quatis";1;-;-;-;-;-;1
"330414 Queimados";6;5;-;13;-;-;24
"330415 Quissamã";1;1;-;2;-;-;4
"330420 Resende";10;3;1;2;-;-;16
"330430 Rio Bonito";6;2;-;7;-;-;15
"330440 Rio Claro";3;-;-;1;-;-;4
"330450 Rio das Flores";-;-;-;-;-;-;-
"330452 Rio das Ostras";15;8;-;5;-;-;28
"330455 Rio de Janeiro";752;114;-;362;1;14;1243
"330460 Santa Maria Madalena";-;-;-;-;-;-;-
"330470 Santo Antônio de Pádua";3;1;-;1;-;-;5
"330480 São Fidélis";4;-;-;1;-;1;6
"330475 São Francisco de Itabapoana";6;-;-;1;-;-;7
"330490 São Gonçalo";91;14;1;53;-;1;160
"330500 São João da Barra";3;-;-;2;-;-;5
"330510 São João de Meriti";30;11;-;28;-;-;69
"330513 São José de Ubá";-;-;-;-;-;-;-
"330515 São José do Vale do Rio Preto";1;-;-;-;-;-;1
"330520 São Pedro da Aldeia";5;2;-;4;-;-;11
"330530 São Sebastião do Alto";-;1;-;-;-;-;1
"330540 Sapucaia";9;1;-;1;-;-;11
"330550 Saquarema";4;1;-;2;-;-;7
"330555 Seropédica";3;1;-;2;-;-;6
"330560 Silva Jardim";1;1;-;2;-;-;4
"330570 Sumidouro";-;-;-;-;-;-;-
"330575 Tanguá";2;1;-;2;-;-;5
"330580 Teresópolis";29;-;-;8;-;-;37
"330590 Trajano de Moraes";1;-;-;-;-;1;2
"330600 Três Rios";6;2;-;1;-;-;9
"330610 Valença";11;1;-;6;-;-;18
"330615 Varre-Sai";-;-;-;1;-;-;1
"330620 Vassouras";3;1;-;3;-;-;7
"330630 Volta Redonda";21;2;-;7;-;2;32
"330000 Município ignorado - RJ";10;4;-;22;-;31;67
"350010 Adamantina";9;-;-;2;-;-;11
"350020 Adolfo";-;-;-;-;-;-;-
"350030 Aguaí";7;2;-;1;-;-;10
"350040 Águas da Prata";-;-;-;-;-;-;-
"350050 Águas de Lindóia";2;1;-;-;-;-;3
"350055 Águas de Santa Bárbara";1;-;-;-;-;-;1
"350060 Águas de São Pedro";1;-;-;-;-;-;1
"350070 Agudos";3;1;-;1;-;-;5
"350075 Alambari";-;-;-;-;-;-;-
"350080 Alfredo Marcondes";-;-;-;-;-;-;-
"350090 Altair";-;-;-;-;-;-;-
"350100 Altinópolis";2;-;-;-;-;-;2
"350110 Alto Alegre";-;-;-;-;-;-;-
"350115 Alumínio";-;-;-;1;-;-;1
"350120 Álvares Florence";2;-;-;-;-;-;2
"350130 Álvares Machado";5;-;-;-;-;-;5
"350140 Álvaro de Carvalho";-;-;-;-;-;-;-
"350150 Alvinlândia";-;-;-;-;-;-;-
"350160 Americana";18;-;-;-;-;1;19
"350170 Américo Brasiliense";4;-;-;-;-;-;4
"350180 Américo de Campos";-;-;-;-;-;-;-
"350190 Amparo";5;1;-;1;-;-;7
"350200 Analândia";-;-;-;-;-;-;-
"350210 Andradina";7;-;-;-;-;-;7
"350220 Angatuba";3;-;-;-;-;-;3
"350230 Anhembi";-;-;-;-;-;-;-
"350240 Anhumas";-;-;-;-;-;-;-
"350250 Aparecida";6;-;-;-;-;-;6
"350260 Aparecida d'Oeste";-;-;-;1;-;-;1
"350270 Apiaí";-;-;-;-;-;-;-
"350275 Araçariguama";2;-;-;2;-;-;4
"350280 Araçatuba";18;-;-;2;-;1;21
"350290 Araçoiaba da Serra";5;-;-;-;-;-;5
"350300 Aramina";-;-;-;-;-;-;-
"350310 Arandu";-;-;-;1;-;-;1
"350315 Arapeí";-;-;-;-;-;-;-
"350320 Araraquara";23;2;-;-;-;-;25
"350330 Araras";6;1;-;5;-;-;12
"350335 Arco-Íris";-;-;-;-;-;-;-
"350340 Arealva";2;-;-;-;-;-;2
"350350 Areias";-;-;-;-;-;-;-
"350360 Areiópolis";2;-;-;1;-;-;3
"350370 Ariranha";4;-;-;-;-;-;4
"350380 Artur Nogueira";4;-;-;-;-;-;4
"350390 Arujá";5;1;1;2;-;-;9
"350395 Aspásia";-;-;-;-;-;-;-
"350400 Assis";4;-;-;-;-;-;4
"350410 Atibaia";18;1;-;4;-;2;25
"350420 Auriflama";3;-;-;-;-;-;3
"350430 Avaí";1;-;-;-;-;-;1
"350440 Avanhandava";2;-;-;-;-;-;2
"350450 Avaré";13;-;-;2;-;-;15
"350460 Bady Bassitt";4;-;-;-;-;-;4
"350470 Balbinos";-;-;-;-;-;-;-
"350480 Bálsamo";2;-;-;-;-;-;2
"350490 Bananal";-;1;-;-;-;-;1
"350500 Barão de Antonina";-;-;-;-;-;-;-
"350510 Barbosa";-;-;-;-;-;-;-
"350520 Bariri";2;-;-;-;-;-;2
"350530 Barra Bonita";7;-;-;-;-;-;7
"350535 Barra do Chapéu";-;-;-;-;-;-;-
"350540 Barra do Turvo";1;-;-;-;-;-;1
"350550 Barretos";13;2;2;-;-;-;17
"350560 Barrinha";2;-;-;1;-;-;3
"350570 Barueri";22;-;-;4;-;-;26
"350580 Bastos";2;-;1;2;-;-;5
"350590 Batatais";15;-;-;-;-;-;15
"350600 Bauru";30;2;1;8;-;7;48
"350610 Bebedouro";11;-;-;2;-;-;13
"350620 Bento de Abreu";1;-;-;-;-;-;1
"350630 Bernardino de Campos";2;-;-;-;-;-;2
"350635 Bertioga";2;-;-;1;-;-;3
"350640 Bilac";3;-;-;-;-;-;3
"350650 Birigui";7;1;1;-;-;-;9
"350660 Biritiba-Mirim";3;-;-;1;-;-;4
"350670 Boa Esperança do Sul";1;-;-;-;-;-;1
"350680 Bocaina";2;-;-;-;-;-;2
"350690 Bofete";1;-;-;-;-;-;1
"350700 Boituva";8;2;-;2;-;-;12
"350710 Bom Jesus dos Perdões";4;-;-;-;-;-;4
"350715 Bom Sucesso de Itararé";-;-;-;-;-;-;-
"350720 Borá";-;1;-;-;-;-;1
"350730 Boracéia";-;-;-;-;-;-;-
"350740 Borborema";-;1;-;1;-;-;2
"350745 Borebi";2;-;-;-;-;-;2
"350750 Botucatu";21;-;-;-;-;-;21
"350760 Bragança Paulista";17;-;-;4;-;-;21
"350770 Braúna";-;-;-;-;-;-;-
"350775 Brejo Alegre";1;-;-;-;-;-;1
"350780 Brodowski";4;-;-;-;-;-;4
"350790 Brotas";4;-;-;-;-;-;4
"350800 Buri";1;-;-;-;-;-;1
"350810 Buritama";3;-;-;3;-;-;6
"350820 Buritizal";1;-;-;-;-;-;1
"350830 Cabrália Paulista";2;-;-;-;-;-;2
"350840 Cabreúva";3;-;-;-;-;-;3
"350850 Caçapava";7;-;-;1;-;3;11
"350860 Cachoeira Paulista";-;-;-;1;-;-;1
"350870 Caconde";3;-;-;1;-;-;4
"350880 Cafelândia";5;-;-;-;-;-;5
"350890 Caiabu";1;-;-;-;-;-;1
"350900 Caieiras";5;1;-;-;-;-;6
"350910 Caiuá";-;-;-;-;-;-;-
"350920 Cajamar";4;1;-;1;-;-;6
"350925 Cajati";2;-;-;1;-;-;3
"350930 Cajobi";-;-;-;-;-;-;-
"350940 Cajuru";2;-;-;-;-;-;2
"350945 Campina do Monte Alegre";-;-;-;-;-;1;1
"350950 Campinas";116;4;2;19;-;2;143
"350960 Campo Limpo Paulista";8;-;-;-;-;-;8
"350970 Campos do Jordão";8;-;-;-;-;1;9
"350980 Campos Novos Paulista";-;-;-;-;-;-;-
"350990 Cananéia";-;-;-;-;-;-;-
"350995 Canas";-;2;-;-;-;-;2
"351000 Cândido Mota";1;-;-;1;-;-;2
"351010 Cândido Rodrigues";-;-;-;-;-;-;-
"351015 Canitar";-;-;-;-;-;-;-
"351020 Capão Bonito";7;-;-;2;-;-;9
"351030 Capela do Alto";-;-;-;-;-;-;-
"351040 Capivari";7;1;-;-;-;-;8
"351050 Caraguatatuba";9;-;-;4;-;-;13
"351060 Carapicuíba";17;3;1;9;-;-;30
"351070 Cardoso";1;-;-;1;-;-;2
"351080 Casa Branca";1;-;-;-;-;-;1
"351090 Cássia dos Coqueiros";-;-;-;-;-;-;-
"351100 Castilho";1;-;-;2;-;-;3
"351110 Catanduva";18;3;-;1;-;1;23
"351120 Catiguá";2;-;-;-;-;-;2
"351130 Cedral";1;-;-;-;-;-;1
"351140 Cerqueira César";2;-;-;-;-;-;2
"351150 Cerquilho";6;-;-;-;-;-;6
"351160 Cesário Lange";2;-;-;-;-;-;2
"351170 Charqueada";2;-;-;-;-;-;2
"355720 Chavantes";-;-;-;-;-;-;-
"351190 Clementina";-;-;-;-;-;-;-
"351200 Colina";2;-;-;-;-;-;2
"351210 Colômbia";-;-;-;-;-;-;-
"351220 Conchal";-;1;-;-;-;-;1
"351230 Conchas";2;-;-;-;-;-;2
"351240 Cordeirópolis";3;-;-;-;-;-;3
"351250 Coroados";-;-;-;-;-;-;-
"351260 Coronel Macedo";1;-;-;-;-;-;1
"351270 Corumbataí";-;-;-;-;-;-;-
"351280 Cosmópolis";2;1;-;-;-;-;3
"351290 Cosmorama";1;-;-;-;-;-;1
"351300 Cotia";6;1;-;-;-;-;7
"351310 Cravinhos";2;-;-;-;-;-;2
"351320 Cristais Paulista";1;-;-;-;-;-;1
"351330 Cruzália";-;-;-;-;-;-;-
"351340 Cruzeiro";5;-;-;-;-;-;5
"351350 Cubatão";3;-;-;6;-;-;9
"351360 Cunha";-;-;-;-;-;-;-
"351370 Descalvado";1;-;-;-;-;1;2
"351380 Diadema";24;3;2;15;-;1;45
"351385 Dirce Reis";2;-;-;-;-;-;2
"351390 Divinolândia";2;-;-;-;-;-;2
"351400 Dobrada";-;-;-;-;-;-;-
"351410 Dois Córregos";3;-;-;1;-;-;4
"351420 Dolcinópolis";-;-;-;-;-;-;-
"351430 Dourado";-;1;-;-;-;-;1
"351440 Dracena";12;-;-;-;-;-;12
"351450 Duartina";2;-;-;-;-;-;2
"351460 Dumont";-;-;-;-;-;-;-
"351470 Echaporã";-;-;-;-;-;-;-
"351480 Eldorado";-;-;-;1;-;-;1
"351490 Elias Fausto";-;-;-;-;-;-;-
"351492 Elisiário";2;-;-;-;-;-;2
"351495 Embaúba";1;-;-;-;-;-;1
"351500 Embu das Artes";14;2;-;7;-;-;23
"351510 Embu-Guaçu";6;-;1;3;-;-;10
"351512 Emilianópolis";-;-;-;-;-;-;-
"351515 Engenheiro Coelho";2;-;-;-;-;-;2
"351518 Espírito Santo do Pinhal";6;-;-;1;-;-;7
"351519 Espírito Santo do Turvo";-;-;-;-;-;-;-
"355730 Estiva Gerbi";-;-;-;-;-;-;-
"351520 Estrela d'Oeste";1;-;-;1;-;-;2
"351530 Estrela do Norte";-;-;-;-;-;-;-
"351535 Euclides da Cunha Paulista";-;-;-;1;-;-;1
"351540 Fartura";5;-;-;-;-;-;5
"351560 Fernando Prestes";1;-;-;-;-;-;1
"351550 Fernandópolis";6;-;-;-;-;-;6
"351565 Fernão";-;-;-;-;-;-;-
"351570 Ferraz de Vasconcelos";7;-;-;3;-;1;11
"351580 Flora Rica";-;-;-;-;-;-;-
"351590 Floreal";1;-;-;-;-;-;1
"351600 Flórida Paulista";3;-;-;-;-;-;3
"351610 Florínia";-;-;-;-;-;-;-
"351620 Franca";32;3;-;9;-;2;46
"351630 Francisco Morato";12;4;-;6;-;-;22
"351640 Franco da Rocha";9;1;-;8;-;-;18
"351650 Gabriel Monteiro";2;-;-;-;-;-;2
"351660 Gália";-;-;-;-;-;-;-
"351670 Garça";6;-;-;-;-;-;6
"351680 Gastão Vidigal";1;-;-;-;-;-;1
"351685 Gavião Peixoto";-;-;-;-;-;-;-
